indicativo_alta,nombre_alta,provincia_alta,altitud_alta_m,lat_alta,lon_alta,indicativo_baja,nombre_baja,provincia_baja,altitud_baja_m,lat_baja,lon_baja,distancia_km,delta_altitud_m,delta_tmin_c,gradiente_c_por_100m,veranos_comunes,anio_ini,anio_fin,tmin_alta_comun_c,tmin_baja_comun_c,tmin_alta_serie_c,tmin_baja_serie_c,dist_costa_baja_km,dist_costa_alta_km,grupo_altitud,grupo_costa,delta_esperado_c,anomalia_c,inversion_pura,fuente
C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.0,27.92,-15.574166666666667,C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.856944444444444,-15.645,9.88,154.0,-0.493,-0.32,10,2017,2026,19.08,19.57,19.08,19.57,10.5,15.4,>800,litoral,-0.54,0.047,no,AEMET
C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.856944444444444,-15.645,C639M,"MASPALOMAS, C. INSULAR TURISMO",LAS PALMAS,45.0,27.758055555555554,-15.575555555555555,12.94,761.0,-1.844,-0.242,10,2017,2026,19.57,21.42,19.57,21.42,0.6,10.5,<400,litoral,-2.667,0.823,no,AEMET
C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.856944444444444,-15.645,C689E,MASPALOMAS,LAS PALMAS,6.0,27.735833333333336,-15.595833333333333,14.31,800.0,-1.113,-0.139,5,2017,2026,19.4,20.52,19.57,20.52,0.6,10.5,<400,litoral,-2.803,1.69,no,AEMET
C628B,"LA ALDEA DE SAN NICOLÁS, TASARTE",LAS PALMAS,318.0,27.90888888888889,-15.770000000000001,C629X,"MOGÁN, PUERTO",LAS PALMAS,10.0,27.81638888888889,-15.764166666666666,10.3,308.0,-1.098,-0.356,10,2017,2026,19.97,21.07,19.97,21.07,0.6,5.0,<400,litoral,-1.079,-0.019,no,AEMET
C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.0,27.92,-15.574166666666667,C648C,AGÜIMES,LAS PALMAS,306.0,27.9025,-15.453888888888889,11.98,654.0,-0.988,-0.151,10,2017,2026,19.08,20.07,19.08,20.07,6.3,15.4,<400,litoral,-2.292,1.304,no,AEMET
C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.0,27.92,-15.574166666666667,C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,13.68,616.0,-0.153,-0.025,10,2017,2026,19.08,19.23,19.08,19.23,7.4,15.4,<400,litoral,-2.158,2.005,no,AEMET
C648C,AGÜIMES,LAS PALMAS,306.0,27.9025,-15.453888888888889,C639U,"SAN BARTOLOME TIRAJANA, EL MATORRAL",LAS PALMAS,41.0,27.8125,-15.453055555555554,10.01,265.0,-0.751,-0.283,10,2017,2026,20.07,20.82,20.07,20.82,0.4,6.3,<400,litoral,-0.929,0.178,no,AEMET
C648C,AGÜIMES,LAS PALMAS,306.0,27.9025,-15.453888888888889,C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,24.0,27.91777777777778,-15.395277777777777,6.0,282.0,-1.257,-0.446,10,2017,2026,20.07,21.32,20.07,21.32,0.6,6.3,<400,litoral,-0.988,-0.269,no,AEMET
C648C,AGÜIMES,LAS PALMAS,306.0,27.9025,-15.453888888888889,C649R,"TELDE, MELENARA",LAS PALMAS,9.0,27.986666666666668,-15.377777777777778,11.98,297.0,-1.317,-0.443,10,2017,2026,20.07,21.38,20.07,21.38,0.8,6.3,<400,litoral,-1.041,-0.276,no,AEMET
C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,24.0,27.91777777777778,-15.395277777777777,9.89,320.0,-2.092,-0.654,10,2017,2026,19.23,21.32,19.23,21.32,0.6,7.4,<400,litoral,-1.121,-0.971,no,AEMET
C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,C649R,"TELDE, MELENARA",LAS PALMAS,9.0,27.986666666666668,-15.377777777777778,7.86,335.0,-2.152,-0.642,10,2017,2026,19.23,21.38,19.23,21.38,0.8,7.4,<400,litoral,-1.174,-0.978,no,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,13.13,339.0,-4.47,-1.318,10,2017,2026,14.76,19.23,14.76,19.23,7.4,8.1,<400,litoral,-1.188,-3.282,no,AEMET
C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",LAS PALMAS,55.0,28.08972222222222,-15.416111111111112,12.08,289.0,-1.71,-0.592,8,2017,2025,19.12,20.83,19.23,20.83,0.4,7.4,<400,litoral,-1.013,-0.697,no,AEMET
C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15.0,28.113055555555558,-15.421388888888888,14.41,329.0,-2.552,-0.776,9,2017,2026,19.16,21.71,19.23,21.71,0.4,7.4,<400,litoral,-1.153,-1.399,no,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344.0,27.9875,-15.457777777777777,13.68,556.0,-4.019,-0.723,10,2017,2026,15.21,19.23,15.21,19.23,7.4,9.4,<400,litoral,-1.948,-2.071,no,AEMET
C658L,LAS PALMAS DE G.C. (TAFIRA CMT),LAS PALMAS,269.0,28.075,-15.450833333333332,C649R,"TELDE, MELENARA",LAS PALMAS,9.0,27.986666666666668,-15.377777777777778,12.16,260.0,-2.198,-0.846,10,2017,2026,19.19,21.38,19.19,21.38,0.8,3.1,<400,litoral,-0.911,-1.287,no,AEMET
C658X,"LAS PALMAS DE GRAN CANARIA, TAFIRA",LAS PALMAS,269.0,28.078055555555554,-15.453333333333333,C649R,"TELDE, MELENARA",LAS PALMAS,9.0,27.986666666666668,-15.377777777777778,12.58,260.0,-2.385,-0.917,10,2017,2026,19.0,21.38,19.0,21.38,0.8,3.3,<400,litoral,-0.911,-1.474,no,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,C658L,LAS PALMAS DE G.C. (TAFIRA CMT),LAS PALMAS,269.0,28.075,-15.450833333333332,9.46,414.0,-4.423,-1.068,10,2017,2026,14.76,19.19,14.76,19.19,3.1,8.1,<400,litoral,-1.451,-2.972,no,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,C658X,"LAS PALMAS DE GRAN CANARIA, TAFIRA",LAS PALMAS,269.0,28.078055555555554,-15.453333333333333,9.22,414.0,-4.236,-1.023,10,2017,2026,14.76,19.0,14.76,19.0,3.3,8.1,<400,litoral,-1.451,-2.785,no,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",LAS PALMAS,55.0,28.08972222222222,-15.416111111111112,12.96,628.0,-6.127,-0.976,8,2017,2025,14.71,20.83,14.76,20.83,0.4,8.1,<400,litoral,-2.201,-3.926,no,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15.0,28.113055555555558,-15.421388888888888,13.04,668.0,-7.054,-1.056,9,2017,2026,14.66,21.71,14.76,21.71,0.4,8.1,<400,litoral,-2.341,-4.713,no,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,2.1,217.0,0.45,0.207,10,2017,2026,15.21,14.76,15.21,14.76,8.1,9.4,400-800,litoral,-0.76,1.21,si,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,C668V,AGAETE - SUERTE ALTA,LAS PALMAS,352.0,28.094444444444445,-15.674999999999999,12.72,331.0,-4.323,-1.306,9,2018,2026,14.74,19.06,14.76,19.06,2.5,8.1,<400,litoral,-1.16,-3.163,no,AEMET
C656V,TEROR,LAS PALMAS,683.0,28.075277777777778,-15.547222222222222,C669B,ARUCAS,LAS PALMAS,86.0,28.141666666666666,-15.506666666666666,8.39,597.0,-5.732,-0.96,10,2017,2026,14.76,20.5,14.76,20.5,0.4,8.1,<400,litoral,-2.092,-3.64,no,AEMET
C658L,LAS PALMAS DE G.C. (TAFIRA CMT),LAS PALMAS,269.0,28.075,-15.450833333333332,C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",LAS PALMAS,55.0,28.08972222222222,-15.416111111111112,3.78,214.0,-1.768,-0.826,8,2017,2025,19.07,20.83,19.19,20.83,0.4,3.1,<400,litoral,-0.75,-1.018,no,AEMET
C658L,LAS PALMAS DE G.C. (TAFIRA CMT),LAS PALMAS,269.0,28.075,-15.450833333333332,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15.0,28.113055555555558,-15.421388888888888,5.12,254.0,-2.622,-1.032,9,2017,2026,19.09,21.71,19.19,21.71,0.4,3.1,<400,litoral,-0.89,-1.732,no,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,C658L,LAS PALMAS DE G.C. (TAFIRA CMT),LAS PALMAS,269.0,28.075,-15.450833333333332,11.3,631.0,-3.973,-0.63,10,2017,2026,15.21,19.19,15.21,19.19,3.1,9.4,<400,litoral,-2.211,-1.762,no,AEMET
C658L,LAS PALMAS DE G.C. (TAFIRA CMT),LAS PALMAS,269.0,28.075,-15.450833333333332,C669B,ARUCAS,LAS PALMAS,86.0,28.141666666666666,-15.506666666666666,9.22,183.0,-1.31,-0.716,10,2017,2026,19.19,20.5,19.19,20.5,0.4,3.1,<400,litoral,-0.641,-0.669,no,AEMET
C658X,"LAS PALMAS DE GRAN CANARIA, TAFIRA",LAS PALMAS,269.0,28.078055555555554,-15.453333333333333,C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",LAS PALMAS,55.0,28.08972222222222,-15.416111111111112,3.88,214.0,-1.969,-0.92,8,2017,2025,18.86,20.83,19.0,20.83,0.4,3.3,<400,litoral,-0.75,-1.219,no,AEMET
C658X,"LAS PALMAS DE GRAN CANARIA, TAFIRA",LAS PALMAS,269.0,28.078055555555554,-15.453333333333333,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15.0,28.113055555555558,-15.421388888888888,5.0,254.0,-2.812,-1.107,9,2017,2026,18.9,21.71,19.0,21.71,0.4,3.3,<400,litoral,-0.89,-1.922,no,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,C658X,"LAS PALMAS DE GRAN CANARIA, TAFIRA",LAS PALMAS,269.0,28.078055555555554,-15.453333333333333,11.1,631.0,-3.786,-0.6,10,2017,2026,15.21,19.0,15.21,19.0,3.3,9.4,<400,litoral,-2.211,-1.575,no,AEMET
C658X,"LAS PALMAS DE GRAN CANARIA, TAFIRA",LAS PALMAS,269.0,28.078055555555554,-15.453333333333333,C669B,ARUCAS,LAS PALMAS,86.0,28.141666666666666,-15.506666666666666,8.8,183.0,-1.496,-0.818,10,2017,2026,19.0,20.5,19.0,20.5,0.4,3.3,<400,litoral,-0.641,-0.855,no,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",LAS PALMAS,55.0,28.08972222222222,-15.416111111111112,14.91,845.0,-5.773,-0.683,8,2017,2025,15.06,20.83,15.21,20.83,0.4,9.4,<400,litoral,-2.961,-2.812,no,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,C668V,AGAETE - SUERTE ALTA,LAS PALMAS,352.0,28.094444444444445,-15.674999999999999,11.21,548.0,-3.883,-0.709,9,2018,2026,15.18,19.06,15.21,19.06,2.5,9.4,<400,litoral,-1.92,-1.963,no,AEMET
C665T,VALLESECO,LAS PALMAS,900.0,28.065555555555555,-15.565555555555557,C669B,ARUCAS,LAS PALMAS,86.0,28.141666666666666,-15.506666666666666,10.25,814.0,-5.282,-0.649,10,2017,2026,15.21,20.5,15.21,20.5,0.4,9.4,<400,litoral,-2.852,-2.43,no,AEMET
C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948.0,27.718888888888888,-17.978055555555553,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713.0,27.725277777777777,-18.115000000000002,13.5,235.0,-0.815,-0.347,9,2017,2026,16.43,17.24,16.44,17.24,1.8,1.8,400-800,litoral,-0.823,0.008,no,AEMET
C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948.0,27.718888888888888,-17.978055555555553,C919K,TACORON-LAPILLAS-TORTUGA,STA. CRUZ DE TENERIFE,98.0,27.665277777777778,-18.01861111111111,7.18,850.0,-4.267,-0.502,9,2017,2026,16.47,20.73,16.44,20.73,0.5,1.8,<400,litoral,-2.978,-1.289,no,AEMET
C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070.0,27.76888888888889,-17.960277777777776,C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948.0,27.718888888888888,-17.978055555555553,5.83,122.0,-2.309,-1.893,9,2017,2026,13.97,16.28,13.97,16.44,1.8,4.4,>800,litoral,-0.427,-1.882,no,AEMET
C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948.0,27.718888888888888,-17.978055555555553,C928I,VALVERDE,STA. CRUZ DE TENERIFE,670.0,27.810833333333335,-17.919444444444444,11.74,278.0,0.49,0.176,7,2020,2026,16.81,16.32,16.44,16.32,2.9,1.8,400-800,litoral,-0.974,1.464,si,AEMET
C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948.0,27.718888888888888,-17.978055555555553,C929I,HIERRO AEROPUERTO,SANTA CRUZ DE TENERIFE,32.0,27.81888888888889,-17.88888888888889,14.16,916.0,-5.381,-0.587,10,2017,2026,16.44,21.82,16.44,21.82,0.2,1.8,<400,litoral,-3.21,-2.171,no,AEMET
C916Q,"EL PINAR, DEPÓSITO",STA. CRUZ DE TENERIFE,948.0,27.718888888888888,-17.978055555555553,C939T,"FRONTERA, SABINOSA",STA. CRUZ DE TENERIFE,20.0,27.75638888888889,-18.1075,13.4,928.0,-4.998,-0.539,10,2017,2026,16.44,21.44,16.44,21.44,0.5,1.8,<400,litoral,-3.252,-1.746,no,AEMET
C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713.0,27.725277777777777,-18.115000000000002,C919K,TACORON-LAPILLAS-TORTUGA,STA. CRUZ DE TENERIFE,98.0,27.665277777777778,-18.01861111111111,11.6,615.0,-3.289,-0.535,8,2017,2026,17.3,20.59,17.24,20.73,0.5,1.8,<400,litoral,-2.155,-1.134,no,AEMET
C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713.0,27.725277777777777,-18.115000000000002,C939T,"FRONTERA, SABINOSA",STA. CRUZ DE TENERIFE,20.0,27.75638888888889,-18.1075,3.54,693.0,-4.095,-0.591,9,2017,2026,17.24,21.34,17.24,21.44,0.5,1.8,<400,litoral,-2.428,-1.667,no,AEMET
C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070.0,27.76888888888889,-17.960277777777776,C919K,TACORON-LAPILLAS-TORTUGA,STA. CRUZ DE TENERIFE,98.0,27.665277777777778,-18.01861111111111,12.87,972.0,-6.692,-0.688,8,2017,2026,14.01,20.7,13.97,20.73,0.5,4.4,<400,litoral,-3.406,-3.286,no,AEMET
C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070.0,27.76888888888889,-17.960277777777776,C928I,VALVERDE,STA. CRUZ DE TENERIFE,670.0,27.810833333333335,-17.919444444444444,6.16,400.0,-2.081,-0.52,6,2021,2026,14.19,16.27,13.97,16.32,2.9,4.4,400-800,litoral,-1.402,-0.679,no,AEMET
C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070.0,27.76888888888889,-17.960277777777776,C929I,HIERRO AEROPUERTO,SANTA CRUZ DE TENERIFE,32.0,27.81888888888889,-17.88888888888889,8.96,1038.0,-7.835,-0.755,9,2017,2026,13.97,21.81,13.97,21.82,0.2,4.4,<400,litoral,-3.637,-4.198,no,AEMET
C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070.0,27.76888888888889,-17.960277777777776,C939T,"FRONTERA, SABINOSA",STA. CRUZ DE TENERIFE,20.0,27.75638888888889,-18.1075,14.55,1050.0,-7.442,-0.709,9,2017,2026,13.97,21.42,13.97,21.44,0.5,4.4,<400,litoral,-3.679,-3.763,no,AEMET
C928I,VALVERDE,STA. CRUZ DE TENERIFE,670.0,27.810833333333335,-17.919444444444444,C929I,HIERRO AEROPUERTO,SANTA CRUZ DE TENERIFE,32.0,27.81888888888889,-17.88888888888889,3.14,638.0,-5.577,-0.874,7,2020,2026,16.32,21.9,16.32,21.82,0.2,2.9,<400,litoral,-2.236,-3.341,no,AEMET
