indicativo,nombre,provincia,altitud_m,anio,dias_con_dato,noches_trop,noches_trop_jja,noches_ecua,noches_sobre_22,racha_max,tmin_minima,tmin_minima_fecha,tmin_maxima,tmin_maxima_fecha,tmin_p95,primera_trop,ultima_trop
9060X,LALASTRA,ARABA/ALAVA,910.0,2018,364,0,0,0,0,0,-8.8,2018-02-27,16.2,2018-07-26,13.3,,
9060X,LALASTRA,ARABA/ALAVA,910.0,2019,353,0,0,0,0,0,-7.4,2019-02-04,16.9,2019-08-08,13.7,,
9060X,LALASTRA,ARABA/ALAVA,910.0,2020,329,0,0,0,0,0,-4.6,2020-01-12,17.2,2020-08-19,13.2,,
9060X,LALASTRA,ARABA/ALAVA,910.0,2021,356,0,0,0,0,0,-10.7,2021-01-07,15.5,2021-09-07,12.7,,
9060X,LALASTRA,ARABA/ALAVA,910.0,2022,365,1,0,0,0,1,-6.8,2022-01-13,20.2,2022-10-27,14.7,2022-10-27,2022-10-27
9060X,LALASTRA,ARABA/ALAVA,910.0,2023,362,0,0,0,0,0,-6.2,2023-04-05,18.0,2023-08-24,13.8,,
9060X,LALASTRA,ARABA/ALAVA,910.0,2024,366,0,0,0,0,0,-8.7,2024-01-20,16.1,2024-07-30,13.6,,
9060X,LALASTRA,ARABA/ALAVA,910.0,2025,365,0,0,0,0,0,-8.0,2025-01-14,17.9,2025-08-16,14.0,,
9069C,MIRANDA DE EBRO,BURGOS,460.0,2017,365,0,0,0,0,0,-8.1,2017-01-07,18.7,2017-08-26,16.3,,
9069C,MIRANDA DE EBRO,BURGOS,460.0,2018,359,1,1,0,0,1,-6.7,2018-02-27,20.3,2018-07-26,15.8,2018-07-26,2018-07-26
9069C,MIRANDA DE EBRO,BURGOS,460.0,2019,365,0,0,0,0,0,-8.1,2019-01-06,19.6,2019-07-22,16.1,,
9069C,MIRANDA DE EBRO,BURGOS,460.0,2020,366,0,0,0,0,0,-4.1,2020-01-06,18.3,2020-08-10,15.8,,
9069C,MIRANDA DE EBRO,BURGOS,460.0,2021,353,0,0,0,0,0,-4.5,2021-01-08,19.6,2021-07-22,15.7,,
9069C,MIRANDA DE EBRO,BURGOS,460.0,2022,365,2,1,0,0,1,-6.3,2022-01-27,20.6,2022-08-03,16.7,2022-08-03,2022-10-27
9069C,MIRANDA DE EBRO,BURGOS,460.0,2023,365,0,0,0,0,0,-6.2,2023-02-11,18.9,2023-08-16,17.3,,
9069C,MIRANDA DE EBRO,BURGOS,460.0,2024,366,0,0,0,0,0,-6.0,2024-01-20,19.4,2024-07-28,17.1,,
9069C,MIRANDA DE EBRO,BURGOS,460.0,2025,364,0,0,0,0,0,-5.1,2025-01-15,18.9,2025-08-13,16.5,,
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2017,365,0,0,0,0,0,-6.6,2017-12-03,19.2,2017-07-18,16.2,,
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2018,360,0,0,0,0,0,-9.0,2018-02-27,18.3,2018-09-18,15.7,,
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2019,365,2,2,0,1,1,-4.9,2019-01-06,24.0,2019-06-27,15.9,2019-06-27,2019-07-23
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2020,366,1,0,0,0,1,-5.1,2020-01-01,20.7,2020-09-14,15.1,2020-09-14,2020-09-14
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2021,365,1,0,0,0,1,-11.0,2021-01-07,21.7,2021-09-07,14.7,2021-09-07,2021-09-07
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2022,362,1,1,0,1,1,-4.8,2022-01-22,25.0,2022-07-18,17.0,2022-07-18,2022-07-18
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2023,365,4,2,0,1,2,-5.9,2023-01-21,22.6,2023-08-23,16.6,2023-08-23,2023-09-06
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2024,356,2,2,0,2,1,-6.5,2024-01-20,24.8,2024-08-11,15.6,2024-07-29,2024-08-11
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,2025,365,1,1,1,1,1,-4.5,2025-01-01,25.2,2025-08-15,16.1,2025-08-15,2025-08-15
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2017,365,0,0,0,0,0,-8.5,2017-01-07,18.3,2017-08-04,15.7,,
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2018,365,0,0,0,0,0,-7.6,2018-02-27,19.4,2018-07-26,15.5,,
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2019,365,0,0,0,0,0,-7.7,2019-01-06,19.0,2019-06-27,15.6,,
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2020,366,0,0,0,0,0,-3.9,2020-01-06,18.4,2020-08-07,14.7,,
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2021,365,0,0,0,0,0,-6.9,2021-01-08,19.8,2021-09-07,14.8,,
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2022,365,1,0,0,0,1,-5.8,2022-01-27,20.2,2022-09-12,15.9,2022-09-12,2022-09-12
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2023,365,0,0,0,0,0,-6.3,2023-02-11,18.3,2023-10-18,15.9,,
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2024,366,0,0,0,0,0,-6.3,2024-01-20,19.1,2024-07-30,15.7,,
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,2025,365,0,0,0,0,0,-4.6,2025-01-18,18.9,2025-08-13,15.5,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2017,363,0,0,0,0,0,-10.1,2017-01-07,18.5,2017-08-04,15.7,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2018,365,0,0,0,0,0,-7.9,2018-02-27,19.3,2018-07-26,15.6,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2019,363,0,0,0,0,0,-8.7,2019-01-06,18.8,2019-07-22,15.4,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2020,366,0,0,0,0,0,-4.8,2020-01-06,17.4,2020-08-01,14.4,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2021,365,0,0,0,0,0,-7.5,2021-01-08,18.9,2021-09-07,14.8,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2022,365,0,0,0,0,0,-7.4,2022-01-27,19.4,2022-09-12,15.8,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2023,364,0,0,0,0,0,-8.0,2023-02-11,18.3,2023-09-08,16.2,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2024,366,0,0,0,0,0,-7.1,2024-01-20,19.3,2024-08-10,16.2,,
9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,513.0,2025,365,0,0,0,0,0,-5.8,2025-01-19,19.2,2025-08-17,15.3,,
9111,BELORADO,BURGOS,820.0,2018,317,0,0,0,0,0,-8.9,2018-02-27,15.0,2018-06-21,13.0,,
9111,BELORADO,BURGOS,820.0,2022,364,1,0,0,0,1,-5.0,2022-01-25,22.0,2022-10-27,16.0,2022-10-27,2022-10-27
9111,BELORADO,BURGOS,820.0,2023,357,1,1,0,0,1,-4.9,2023-02-11,20.1,2023-08-24,15.4,2023-08-24,2023-08-24
9111,BELORADO,BURGOS,820.0,2024,365,0,0,0,0,0,-6.8,2024-01-20,18.0,2024-07-31,15.7,,
9111,BELORADO,BURGOS,820.0,2025,364,2,2,0,0,1,-5.6,2025-01-14,20.9,2025-08-16,15.8,2025-08-11,2025-08-16
9115X,VALDEZCARAY,LA RIOJA,1630.0,2017,361,0,0,0,0,0,-12.8,2017-01-18,19.6,2017-06-13,16.1,,
9115X,VALDEZCARAY,LA RIOJA,1630.0,2018,364,0,0,0,0,0,-12.0,2018-02-27,19.0,2018-08-02,13.9,,
9115X,VALDEZCARAY,LA RIOJA,1630.0,2019,365,3,3,0,2,3,-8.5,2019-01-10,22.8,2019-06-29,15.0,2019-06-27,2019-06-29
9115X,VALDEZCARAY,LA RIOJA,1630.0,2020,364,0,0,0,0,0,-8.5,2020-01-20,19.8,2020-08-09,14.6,,
9115X,VALDEZCARAY,LA RIOJA,1630.0,2021,365,1,1,0,1,1,-12.0,2021-01-08,23.3,2021-08-14,14.2,2021-08-14,2021-08-14
9115X,VALDEZCARAY,LA RIOJA,1630.0,2022,364,6,6,0,2,3,-10.1,2022-04-04,22.7,2022-07-16,17.4,2022-06-14,2022-07-18
9115X,VALDEZCARAY,LA RIOJA,1630.0,2023,365,5,5,0,2,4,-9.8,2023-01-25,22.6,2023-08-22,15.3,2023-08-09,2023-08-24
9115X,VALDEZCARAY,LA RIOJA,1630.0,2024,364,4,4,0,0,2,-9.8,2024-01-19,21.9,2024-08-11,15.7,2024-07-28,2024-08-11
9115X,VALDEZCARAY,LA RIOJA,1630.0,2025,359,7,7,0,1,5,-8.1,2025-12-25,22.7,2025-08-10,17.0,2025-08-07,2025-08-16
9121X,HARO,LA RIOJA,465.0,2017,365,3,3,0,0,1,-4.4,2017-01-07,21.4,2017-07-18,17.2,2017-07-05,2017-08-22
9121X,HARO,LA RIOJA,465.0,2018,365,0,0,0,0,0,-4.9,2018-02-27,19.6,2018-07-26,17.2,,
9121X,HARO,LA RIOJA,465.0,2019,364,2,2,1,2,1,-4.0,2019-01-06,25.2,2019-06-27,17.1,2019-06-27,2019-07-05
9121X,HARO,LA RIOJA,465.0,2020,366,1,1,0,0,1,-3.2,2020-01-01,20.4,2020-08-07,17.1,2020-08-07,2020-08-07
9121X,HARO,LA RIOJA,465.0,2021,362,0,0,0,0,0,-4.6,2021-01-07,18.5,2021-07-05,16.4,,
9121X,HARO,LA RIOJA,465.0,2022,360,5,4,0,0,1,-4.9,2022-01-15,21.6,2022-08-03,18.0,2022-06-17,2022-09-12
9121X,HARO,LA RIOJA,465.0,2023,365,3,2,0,0,2,-4.2,2023-02-12,20.6,2023-08-23,18.0,2023-08-23,2023-09-09
9121X,HARO,LA RIOJA,465.0,2024,366,2,2,0,1,1,-4.2,2024-01-21,22.5,2024-07-29,17.7,2024-07-29,2024-08-11
9122I,LABASTIDA,ARABA/ALAVA,612.0,2017,364,5,4,0,0,2,-4.9,2017-01-26,21.9,2017-07-05,16.7,2017-05-28,2017-08-22
9122I,LABASTIDA,ARABA/ALAVA,612.0,2018,349,0,0,0,0,0,-6.4,2018-02-27,18.6,2018-07-25,15.9,,
9122I,LABASTIDA,ARABA/ALAVA,612.0,2019,364,3,3,1,1,1,-3.1,2019-01-06,25.3,2019-06-27,16.3,2019-06-27,2019-07-23
9122I,LABASTIDA,ARABA/ALAVA,612.0,2020,366,0,0,0,0,0,-4.5,2020-01-01,19.5,2020-07-30,16.1,,
9122I,LABASTIDA,ARABA/ALAVA,612.0,2021,365,1,0,0,0,1,-6.2,2021-01-07,20.5,2021-09-07,15.4,2021-09-07,2021-09-07
9122I,LABASTIDA,ARABA/ALAVA,612.0,2022,365,4,2,0,0,1,-4.1,2022-01-23,21.1,2022-07-18,17.2,2022-06-17,2022-10-27
9122I,LABASTIDA,ARABA/ALAVA,612.0,2023,365,2,2,0,0,2,-4.3,2023-02-11,21.9,2023-08-23,17.2,2023-08-23,2023-08-24
9122I,LABASTIDA,ARABA/ALAVA,612.0,2024,366,3,3,0,1,2,-4.8,2024-01-20,23.0,2024-07-29,16.6,2024-07-29,2024-08-11
9122I,LABASTIDA,ARABA/ALAVA,612.0,2025,359,3,3,0,1,2,-5.2,2025-01-14,22.1,2025-08-15,17.5,2025-08-11,2025-08-16
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2017,360,0,0,0,0,0,-7.2,2017-01-18,17.2,2017-08-22,14.2,,
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2018,364,0,0,0,0,0,-7.6,2018-02-27,16.2,2018-07-27,13.3,,
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2019,364,0,0,0,0,0,-5.7,2019-02-04,18.2,2019-06-27,14.0,,
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2020,366,0,0,0,0,0,-4.1,2020-01-12,17.0,2020-09-14,13.6,,
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2021,365,0,0,0,0,0,-8.0,2021-01-08,17.6,2021-08-14,13.6,,
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2022,365,0,0,0,0,0,-6.5,2022-01-22,18.4,2022-07-18,14.9,,
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2023,365,2,2,0,0,2,-5.4,2023-02-10,20.7,2023-08-24,15.2,2023-08-23,2023-08-24
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2024,366,0,0,0,0,0,-7.4,2024-01-20,18.9,2024-08-11,14.6,,
9136X,"ANGUIANO, VALVANERA",LA RIOJA,1006.0,2025,358,0,0,0,0,0,-6.9,2025-01-14,18.6,2025-08-16,15.2,,
9141V,NÁJERA,LA RIOJA,500.0,2017,364,1,1,0,0,1,-5.9,2017-01-26,20.6,2017-07-17,17.3,2017-07-17,2017-07-17
9141V,NÁJERA,LA RIOJA,500.0,2018,365,0,0,0,0,0,-4.6,2018-01-09,19.8,2018-07-25,16.8,,
9141V,NÁJERA,LA RIOJA,500.0,2019,365,1,1,0,1,1,-2.6,2019-01-16,23.2,2019-06-27,16.9,2019-06-27,2019-06-27
9141V,NÁJERA,LA RIOJA,500.0,2020,365,0,0,0,0,0,-4.9,2020-01-01,18.8,2020-06-24,16.7,,
9141V,NÁJERA,LA RIOJA,500.0,2021,365,0,0,0,0,0,-5.0,2021-01-07,18.7,2021-08-11,16.6,,
9141V,NÁJERA,LA RIOJA,500.0,2022,364,3,3,0,0,2,-5.3,2022-01-15,21.0,2022-06-17,17.9,2022-06-17,2022-08-11
9141V,NÁJERA,LA RIOJA,500.0,2023,364,2,2,0,0,1,-5.2,2023-02-11,20.3,2023-08-10,18.3,2023-08-10,2023-08-23
9141V,NÁJERA,LA RIOJA,500.0,2024,366,0,0,0,0,0,-4.6,2024-01-21,19.7,2024-08-06,17.6,,
9141V,NÁJERA,LA RIOJA,500.0,2025,365,0,0,0,0,0,-4.1,2025-01-19,19.7,2025-08-13,17.8,,
9145X,LEZA,ARABA/ALAVA,575.0,2017,364,4,4,0,0,2,-6.6,2017-01-07,22.0,2017-07-17,16.6,2017-07-05,2017-08-22
9145X,LEZA,ARABA/ALAVA,575.0,2018,364,0,0,0,0,0,-6.4,2018-02-27,18.2,2018-07-27,16.0,,
9145X,LEZA,ARABA/ALAVA,575.0,2019,365,3,3,0,2,2,-5.4,2019-01-04,23.5,2019-06-27,16.8,2019-06-27,2019-07-23
9145X,LEZA,ARABA/ALAVA,575.0,2020,366,4,3,0,0,2,-3.1,2020-01-06,21.9,2020-07-30,16.2,2020-06-24,2020-09-14
9145X,LEZA,ARABA/ALAVA,575.0,2021,365,1,0,0,0,1,-6.7,2021-01-07,21.3,2021-09-07,15.8,2021-09-07,2021-09-07
9145X,LEZA,ARABA/ALAVA,575.0,2022,365,5,5,0,1,2,-4.7,2022-01-15,24.3,2022-07-18,18.1,2022-06-17,2022-08-11
9145X,LEZA,ARABA/ALAVA,575.0,2023,365,5,3,1,1,2,-4.6,2023-02-10,25.2,2023-08-23,17.5,2023-08-19,2023-09-08
9145X,LEZA,ARABA/ALAVA,575.0,2024,366,4,4,0,2,2,-4.7,2024-01-20,25.0,2024-08-11,17.0,2024-07-18,2024-08-11
9145X,LEZA,ARABA/ALAVA,575.0,2025,365,5,5,1,1,2,-6.1,2025-01-14,25.7,2025-08-15,17.8,2025-06-21,2025-08-25
9145Y,CENICERO,LA RIOJA,429.0,2017,363,5,5,0,0,3,-3.4,2017-12-06,21.8,2017-07-17,18.1,2017-07-05,2017-08-22
9145Y,CENICERO,LA RIOJA,429.0,2018,365,2,2,0,0,1,-4.0,2018-02-27,20.5,2018-07-25,17.9,2018-07-25,2018-07-27
9145Y,CENICERO,LA RIOJA,429.0,2019,365,6,6,0,3,2,-2.8,2019-01-16,24.3,2019-06-27,17.7,2019-06-27,2019-07-25
9145Y,CENICERO,LA RIOJA,429.0,2020,366,3,3,0,0,1,-2.6,2020-01-01,21.5,2020-07-30,17.7,2020-06-24,2020-08-07
9145Y,CENICERO,LA RIOJA,429.0,2021,363,1,0,0,0,1,-4.3,2021-01-07,20.7,2021-09-07,17.1,2021-09-07,2021-09-07
9145Y,CENICERO,LA RIOJA,429.0,2022,365,7,6,0,1,2,-4.6,2022-01-15,23.5,2022-07-18,18.4,2022-06-17,2022-09-12
9145Y,CENICERO,LA RIOJA,429.0,2023,364,10,8,0,2,7,-3.7,2023-02-12,24.2,2023-08-24,18.7,2023-08-10,2023-09-09
9145Y,CENICERO,LA RIOJA,429.0,2024,364,8,8,0,2,2,-3.7,2024-01-21,24.0,2024-08-11,18.8,2024-07-19,2024-08-12
9145Y,CENICERO,LA RIOJA,429.0,2025,350,5,5,0,1,1,-2.8,2025-01-17,22.8,2025-08-15,18.7,2025-06-30,2025-08-15
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2017,365,4,4,0,0,3,-7.5,2017-01-26,20.9,2017-07-17,18.2,2017-06-19,2017-07-19
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2018,365,2,2,0,0,1,-3.9,2018-02-13,20.4,2018-08-03,17.7,2018-08-01,2018-08-03
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2019,365,7,7,0,0,3,-2.5,2019-01-16,21.6,2019-07-05,18.1,2019-06-26,2019-07-25
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2020,364,3,3,0,0,1,-2.5,2020-11-24,20.4,2020-08-01,17.9,2020-07-29,2020-08-07
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2021,365,1,0,0,0,1,-3.4,2021-01-07,21.5,2021-09-07,17.4,2021-09-07,2021-09-07
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2022,365,7,7,0,0,3,-5.8,2022-01-23,21.5,2022-08-11,18.5,2022-06-17,2022-08-13
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2023,365,7,7,0,0,4,-6.7,2023-12-27,21.7,2023-08-22,18.1,2023-08-10,2023-08-25
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2024,366,4,4,0,0,2,-6.8,2024-01-21,21.3,2024-08-11,18.5,2024-07-30,2024-08-12
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,2025,360,2,2,0,0,1,-4.4,2025-01-19,21.0,2025-08-13,18.2,2025-07-02,2025-08-13
9171K,LOS ARCOS,NAVARRA,470.0,2017,364,3,3,0,0,1,-5.1,2017-01-19,20.5,2017-08-22,17.3,2017-06-19,2017-08-22
9171K,LOS ARCOS,NAVARRA,470.0,2018,364,1,1,0,0,1,-6.6,2018-02-27,20.5,2018-08-28,17.2,2018-08-28,2018-08-28
9171K,LOS ARCOS,NAVARRA,470.0,2019,364,5,5,0,0,2,-2.1,2019-12-29,21.7,2019-07-25,18.2,2019-06-27,2019-07-25
9171K,LOS ARCOS,NAVARRA,470.0,2020,366,4,3,0,0,1,-3.1,2020-01-14,21.7,2020-08-07,17.4,2020-07-30,2020-09-17
9171K,LOS ARCOS,NAVARRA,470.0,2021,364,3,2,0,0,1,-5.4,2021-01-07,21.6,2021-07-22,16.6,2021-07-22,2021-09-07
9171K,LOS ARCOS,NAVARRA,470.0,2022,365,10,10,0,5,3,-4.8,2022-01-15,23.9,2022-06-18,19.0,2022-06-14,2022-08-12
9171K,LOS ARCOS,NAVARRA,470.0,2023,365,4,4,1,2,3,-3.4,2023-02-10,25.3,2023-08-23,17.6,2023-08-19,2023-08-24
9171K,LOS ARCOS,NAVARRA,470.0,2024,366,6,6,0,2,3,-4.1,2024-01-21,22.9,2024-07-29,17.8,2024-07-18,2024-08-12
9171K,LOS ARCOS,NAVARRA,470.0,2025,365,9,9,0,3,3,-4.3,2025-01-14,24.3,2025-08-15,18.8,2025-06-22,2025-08-25
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2017,347,1,1,0,0,1,-6.2,2017-01-26,20.3,2017-07-17,16.1,2017-07-17,2017-07-17
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2018,365,0,0,0,0,0,-7.4,2018-02-27,17.7,2018-08-01,15.7,,
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2019,365,4,4,0,2,2,-5.0,2019-01-16,23.5,2019-06-27,15.9,2019-06-26,2019-07-25
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2020,355,1,1,0,0,1,-6.2,2020-01-01,21.7,2020-08-10,15.7,2020-08-10,2020-08-10
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2021,365,1,0,0,0,1,-7.9,2021-01-07,20.8,2021-09-07,15.1,2021-09-07,2021-09-07
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2022,362,1,1,0,0,1,-6.6,2022-01-15,20.8,2022-08-10,16.9,2022-08-10,2022-08-10
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2023,365,2,2,0,1,2,-5.2,2023-02-11,24.2,2023-08-23,17.0,2023-08-23,2023-08-24
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2024,366,1,1,0,0,1,-5.4,2024-01-21,21.5,2024-07-29,16.5,2024-07-29,2024-07-29
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,2025,365,1,1,0,0,1,-4.9,2025-01-19,21.0,2025-08-15,16.8,2025-08-15,2025-08-15
9188,ENCISO,LA RIOJA,855.0,2017,362,0,0,0,0,0,-9.1,2017-01-19,19.1,2017-06-20,15.6,,
9188,ENCISO,LA RIOJA,855.0,2018,363,0,0,0,0,0,-8.1,2018-02-27,18.2,2018-07-27,15.0,,
9188,ENCISO,LA RIOJA,855.0,2019,359,2,2,0,0,1,-4.7,2019-02-04,21.0,2019-06-29,15.5,2019-06-29,2019-07-25
9188,ENCISO,LA RIOJA,855.0,2020,360,0,0,0,0,0,-3.7,2020-01-12,17.4,2020-07-29,15.0,,
9188,ENCISO,LA RIOJA,855.0,2021,363,0,0,0,0,0,-9.4,2021-01-08,18.8,2021-09-07,14.1,,
9188,ENCISO,LA RIOJA,855.0,2022,347,0,0,0,0,0,-7.2,2022-01-22,19.2,2022-08-13,16.0,,
9188,ENCISO,LA RIOJA,855.0,2023,357,2,2,0,2,2,-6.7,2023-01-25,24.1,2023-08-24,15.9,2023-08-23,2023-08-24
9188,ENCISO,LA RIOJA,855.0,2024,353,2,2,0,0,1,-6.9,2024-01-20,20.7,2024-08-11,15.8,2024-07-30,2024-08-11
9188,ENCISO,LA RIOJA,855.0,2025,347,1,1,0,0,1,-7.4,2025-01-14,20.7,2025-08-11,16.2,2025-08-11,2025-08-11
9195C,"ASTÚN, LA RACA",HUESCA,2276.0,2022,365,0,0,0,0,0,-13.7,2022-04-03,18.6,2022-07-16,13.7,,
9195C,"ASTÚN, LA RACA",HUESCA,2276.0,2023,365,0,0,0,0,0,-17.2,2023-02-27,17.2,2023-08-23,13.3,,
9195C,"ASTÚN, LA RACA",HUESCA,2276.0,2024,366,0,0,0,0,0,-12.6,2024-01-08,16.6,2024-08-01,13.2,,
9195C,"ASTÚN, LA RACA",HUESCA,2276.0,2025,364,0,0,0,0,0,-14.1,2025-11-21,17.5,2025-08-16,13.6,,
9198X,CANFRANC,HUESCA,1197.0,2017,361,0,0,0,0,0,-9.9,2017-01-18,15.6,2017-06-23,13.9,,
9198X,CANFRANC,HUESCA,1197.0,2018,365,0,0,0,0,0,-8.8,2018-02-09,16.7,2018-08-04,13.5,,
9198X,CANFRANC,HUESCA,1197.0,2019,364,0,0,0,0,0,-5.5,2019-01-24,17.5,2019-06-27,14.4,,
9198X,CANFRANC,HUESCA,1197.0,2020,365,0,0,0,0,0,-5.1,2020-12-27,15.9,2020-08-01,13.6,,
9198X,CANFRANC,HUESCA,1197.0,2021,365,0,0,0,0,0,-10.0,2021-01-06,17.1,2021-08-14,13.1,,
9198X,CANFRANC,HUESCA,1197.0,2022,365,0,0,0,0,0,-5.6,2022-04-02,20.0,2022-06-19,14.5,,
9198X,CANFRANC,HUESCA,1197.0,2023,364,0,0,0,0,0,-8.2,2023-02-27,16.8,2023-08-21,14.5,,
9198X,CANFRANC,HUESCA,1197.0,2024,366,0,0,0,0,0,-6.9,2024-01-09,17.2,2024-07-19,14.6,,
9198X,CANFRANC,HUESCA,1197.0,2025,365,0,0,0,0,0,-5.0,2025-03-17,17.9,2025-08-17,15.0,,
9201K,JACA,HUESCA,823.0,2017,361,1,1,0,0,1,-10.3,2017-01-18,20.1,2017-06-19,16.5,2017-06-19,2017-06-19
9201K,JACA,HUESCA,823.0,2018,362,0,0,0,0,0,-10.6,2018-02-27,18.0,2018-08-06,15.1,,
9201K,JACA,HUESCA,823.0,2019,360,3,3,0,0,2,-7.2,2019-02-04,22.0,2019-06-27,16.5,2019-06-26,2019-07-25
9201K,JACA,HUESCA,823.0,2020,366,0,0,0,0,0,-5.6,2020-12-27,19.7,2020-08-21,15.8,,
9201K,JACA,HUESCA,823.0,2021,362,1,1,0,0,1,-11.8,2021-01-08,21.3,2021-08-14,15.1,2021-08-14,2021-08-14
9201K,JACA,HUESCA,823.0,2022,365,3,3,0,0,2,-6.4,2022-01-06,21.0,2022-06-18,17.5,2022-06-17,2022-07-18
9201X,JACA,HUESCA,832.0,2024,363,5,5,0,0,2,-4.9,2024-01-09,21.6,2024-07-28,17.2,2024-07-19,2024-08-11
9201X,JACA,HUESCA,832.0,2025,365,2,2,0,0,1,-5.6,2025-01-14,21.0,2025-08-11,17.6,2025-08-09,2025-08-11
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2017,365,0,0,0,0,0,-10.7,2017-01-18,16.9,2017-07-30,15.1,,
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2018,360,0,0,0,0,0,-10.9,2018-02-27,16.6,2018-07-16,14.5,,
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2019,365,0,0,0,0,0,-5.9,2019-02-04,18.5,2019-06-27,14.8,,
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2020,365,0,0,0,0,0,-6.0,2020-01-12,18.6,2020-08-21,14.4,,
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2021,364,0,0,0,0,0,-14.0,2021-01-08,18.3,2021-08-12,14.0,,
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2022,365,1,1,0,0,1,-8.0,2022-01-16,20.5,2022-06-19,15.5,2022-06-19,2022-06-19
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2023,364,1,0,0,1,1,-10.9,2023-01-24,23.7,2023-09-04,14.9,2023-09-04,2023-09-04
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2024,366,0,0,0,0,0,-6.9,2024-01-12,19.2,2024-07-30,15.1,,
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,2025,365,0,0,0,0,0,-7.8,2025-01-14,18.1,2025-06-25,15.5,,
