indicativo,nombre,provincia,altitud_m,anio,dias_con_dato,noches_trop,noches_trop_jja,noches_ecua,noches_sobre_22,racha_max,tmin_minima,tmin_minima_fecha,tmin_maxima,tmin_maxima_fecha,tmin_p95,primera_trop,ultima_trop
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2017,360,2,2,0,0,1,-8.5,2017-01-19,20.6,2017-08-03,18.1,2017-06-19,2017-08-03
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2018,361,2,2,0,0,1,-9.4,2018-02-27,20.3,2018-08-02,16.5,2018-08-02,2018-08-06
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2019,364,9,9,0,7,5,-5.2,2019-01-11,24.9,2019-06-27,17.7,2019-06-26,2019-07-25
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2020,321,2,2,0,0,2,-4.6,2020-12-27,21.8,2020-07-31,17.3,2020-07-30,2020-07-31
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2021,361,4,3,0,1,2,-9.2,2021-01-06,23.9,2021-08-14,16.7,2021-07-22,2021-09-07
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2022,365,11,11,0,3,4,-5.5,2022-01-06,23.1,2022-06-18,19.0,2022-06-16,2022-08-13
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2023,365,9,8,0,4,5,-9.3,2023-01-24,23.5,2023-08-24,18.2,2023-07-18,2023-09-04
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2024,361,6,6,0,1,2,-4.9,2024-01-08,22.5,2024-08-11,17.7,2024-07-19,2024-08-11
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,2025,365,7,7,0,0,2,-4.6,2025-11-21,22.0,2025-08-08,17.7,2025-06-24,2025-08-17
9211F,"BAILO, PUYALTO",HUESCA,722.0,2017,359,5,5,0,0,1,-8.9,2017-01-19,21.4,2017-08-03,17.9,2017-06-14,2017-08-03
9211F,"BAILO, PUYALTO",HUESCA,722.0,2018,365,2,2,0,0,1,-8.6,2018-02-27,20.6,2018-08-06,16.9,2018-07-26,2018-08-06
9211F,"BAILO, PUYALTO",HUESCA,722.0,2019,364,10,10,0,4,4,-4.4,2019-01-03,24.9,2019-06-27,18.3,2019-06-24,2019-07-25
9211F,"BAILO, PUYALTO",HUESCA,722.0,2020,366,8,8,0,2,2,-5.8,2020-01-01,23.2,2020-07-31,17.8,2020-07-27,2020-08-21
9211F,"BAILO, PUYALTO",HUESCA,722.0,2021,363,4,4,0,3,1,-9.4,2021-01-08,23.7,2021-08-14,16.7,2021-06-16,2021-08-14
9211F,"BAILO, PUYALTO",HUESCA,722.0,2022,364,9,9,0,2,4,-6.2,2022-01-22,24.2,2022-07-18,18.8,2022-06-16,2022-08-13
9211F,"BAILO, PUYALTO",HUESCA,722.0,2023,365,10,9,0,2,5,-8.0,2023-01-24,24.1,2023-08-24,18.2,2023-07-18,2023-09-04
9211F,"BAILO, PUYALTO",HUESCA,722.0,2024,366,8,8,0,4,5,-4.9,2024-01-12,24.9,2024-07-30,18.2,2024-07-18,2024-08-11
9211F,"BAILO, PUYALTO",HUESCA,722.0,2025,363,3,3,0,0,2,-6.6,2025-01-14,20.4,2025-08-08,18.4,2025-08-08,2025-08-12
9218A,ISABA/IZABA,NAVARRA,838.0,2017,364,0,0,0,0,0,-11.9,2017-01-19,16.2,2017-08-23,13.5,,
9218A,ISABA/IZABA,NAVARRA,838.0,2018,364,0,0,0,0,0,-9.5,2018-02-27,14.9,2018-07-09,13.3,,
9218A,ISABA/IZABA,NAVARRA,838.0,2019,361,0,0,0,0,0,-7.7,2019-02-04,17.1,2019-10-12,12.7,,
9218A,ISABA/IZABA,NAVARRA,838.0,2020,366,0,0,0,0,0,-5.6,2020-01-13,15.6,2020-08-21,12.9,,
9218A,ISABA/IZABA,NAVARRA,838.0,2021,365,0,0,0,0,0,-12.6,2021-01-08,16.7,2021-08-12,12.4,,
9218A,ISABA/IZABA,NAVARRA,838.0,2022,363,0,0,0,0,0,-7.9,2022-01-15,18.4,2022-10-27,13.9,,
9218A,ISABA/IZABA,NAVARRA,838.0,2023,362,1,0,0,0,1,-10.9,2023-01-25,22.0,2023-09-04,13.0,2023-09-04,2023-09-04
9218A,ISABA/IZABA,NAVARRA,838.0,2024,366,0,0,0,0,0,-8.8,2024-01-12,17.2,2024-07-30,13.5,,
9218A,ISABA/IZABA,NAVARRA,838.0,2025,364,0,0,0,0,0,-6.8,2025-01-14,17.5,2025-11-13,13.3,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2017,365,0,0,0,0,0,-8.8,2017-01-19,18.2,2017-06-17,15.3,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2018,362,0,0,0,0,0,-6.9,2018-02-09,19.2,2018-07-09,15.4,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2019,365,0,0,0,0,0,-4.1,2019-02-15,17.9,2019-07-07,14.9,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2020,366,0,0,0,0,0,-4.2,2020-01-01,18.2,2020-07-28,14.9,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2021,365,0,0,0,0,0,-8.1,2021-01-07,18.4,2021-08-12,15.1,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2022,364,0,0,0,0,0,-7.0,2022-01-15,19.2,2022-08-25,16.3,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2023,365,0,0,0,0,0,-6.6,2023-01-30,18.2,2023-07-11,15.5,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2024,360,0,0,0,0,0,-5.2,2024-12-31,19.6,2024-08-01,15.6,,
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,2025,361,0,0,0,0,0,-7.7,2025-01-14,18.0,2025-07-03,15.6,,
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2017,356,0,0,0,0,0,-10.6,2017-01-19,17.7,2017-06-19,13.9,,
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2018,362,0,0,0,0,0,-10.4,2018-02-27,17.2,2018-08-03,13.8,,
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2019,363,1,1,0,1,1,-7.0,2019-02-04,22.3,2019-06-27,14.4,2019-06-27,2019-06-27
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2020,364,0,0,0,0,0,-4.9,2020-01-20,17.3,2020-07-31,13.5,,
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2021,365,0,0,0,0,0,-8.3,2021-01-07,19.7,2021-09-07,13.3,,
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2022,363,0,0,0,0,0,-5.3,2022-12-11,18.8,2022-07-18,15.0,,
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2023,359,0,0,0,0,0,-7.6,2023-02-27,19.1,2023-08-23,13.9,,
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2024,366,0,0,0,0,0,-7.9,2024-01-12,19.6,2024-08-11,14.4,,
9228T,RONCESVALLES/ORREAGA,NAVARRA,947.0,2025,365,0,0,0,0,0,-7.7,2025-01-14,19.0,2025-08-11,14.8,,
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2017,364,1,1,0,0,1,-11.0,2017-01-19,20.7,2017-06-19,14.8,2017-06-19,2017-06-19
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2018,363,0,0,0,0,0,-11.8,2018-02-27,17.5,2018-06-30,13.9,,
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2019,364,1,1,0,0,1,-10.0,2019-01-04,20.3,2019-07-25,14.5,2019-07-25,2019-07-25
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2020,365,0,0,0,0,0,-7.6,2020-01-12,17.9,2020-08-11,14.3,,
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2021,365,0,0,0,0,0,-12.5,2021-01-08,18.4,2021-06-19,14.0,,
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2022,365,2,0,0,1,2,-10.1,2022-01-28,22.4,2022-10-28,15.5,2022-10-27,2022-10-28
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2023,365,1,0,0,1,1,-11.7,2023-01-25,23.2,2023-09-04,14.5,2023-09-04,2023-09-04
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2024,362,1,1,0,0,1,-8.0,2024-12-31,20.4,2024-07-30,14.7,2024-07-30,2024-07-30
9238X,NAVASCUÉS/NABASKOZE,NAVARRA,612.0,2025,365,0,0,0,0,0,-9.8,2025-01-14,18.1,2025-09-07,14.6,,
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2017,361,6,5,0,0,2,-7.4,2017-01-19,22.0,2017-07-18,18.1,2017-05-28,2017-08-03
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2018,342,0,0,0,0,0,-5.4,2018-02-27,18.2,2018-08-12,16.5,,
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2019,343,4,4,0,3,2,-3.2,2019-01-03,24.0,2019-06-27,17.3,2019-06-24,2019-07-05
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2020,332,2,2,0,0,1,-3.8,2020-01-02,20.2,2020-08-07,16.5,2020-07-31,2020-08-07
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2021,365,3,2,0,0,1,-8.8,2021-01-08,21.2,2021-07-22,16.3,2021-07-22,2021-09-07
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2022,365,7,6,0,0,2,-5.9,2022-01-22,21.5,2022-06-17,18.9,2022-06-17,2022-10-27
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2023,365,5,3,0,2,3,-5.2,2023-01-25,22.9,2023-08-24,16.9,2023-08-22,2023-09-05
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2024,366,3,3,0,3,2,-5.2,2024-01-20,24.9,2024-07-30,17.0,2024-07-30,2024-08-11
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,2025,365,1,1,0,0,1,-6.6,2025-01-14,20.5,2025-08-11,17.5,2025-08-11,2025-08-11
9245X,CÁSEDA,NAVARRA,440.0,2017,362,1,1,0,0,1,-7.1,2017-01-19,20.1,2017-07-06,17.7,2017-07-06,2017-07-06
9245X,CÁSEDA,NAVARRA,440.0,2018,363,0,0,0,0,0,-5.8,2018-02-24,19.8,2018-07-31,17.6,,
9245X,CÁSEDA,NAVARRA,440.0,2019,361,6,6,0,2,3,-5.6,2019-01-04,22.3,2019-06-27,18.4,2019-06-24,2019-07-25
9245X,CÁSEDA,NAVARRA,440.0,2020,359,3,3,0,0,2,-3.5,2020-01-13,21.0,2020-08-11,17.8,2020-08-01,2020-08-11
9245X,CÁSEDA,NAVARRA,440.0,2021,358,0,0,0,0,0,-7.2,2021-01-08,19.8,2021-09-07,17.5,,
9245X,CÁSEDA,NAVARRA,440.0,2022,357,10,10,0,1,3,-5.6,2022-01-22,23.2,2022-06-17,19.1,2022-06-17,2022-08-25
9245X,CÁSEDA,NAVARRA,440.0,2023,358,7,6,0,1,5,-5.6,2023-01-25,22.9,2023-08-24,17.7,2023-08-10,2023-09-04
9245X,CÁSEDA,NAVARRA,440.0,2024,351,3,3,0,0,1,-4.3,2024-01-20,20.7,2024-07-19,17.9,2024-07-19,2024-08-12
9245X,CÁSEDA,NAVARRA,440.0,2025,355,2,2,0,0,1,-5.6,2025-01-14,20.5,2025-08-13,18.1,2025-06-22,2025-08-13
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2017,364,1,1,0,0,1,-6.3,2017-01-19,21.2,2017-07-17,17.8,2017-07-17,2017-07-17
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2018,360,5,5,0,0,3,-4.9,2018-02-24,21.3,2018-08-04,17.7,2018-07-31,2018-08-12
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2019,364,3,3,0,0,1,-5.7,2019-01-04,21.7,2019-07-25,18.3,2019-06-24,2019-07-25
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2020,366,0,0,0,0,0,-3.1,2020-01-13,19.9,2020-08-11,17.7,,
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2021,365,1,0,0,0,1,-6.2,2021-01-07,21.1,2021-09-07,17.3,2021-09-07,2021-09-07
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2022,362,4,4,0,1,1,-5.3,2022-01-23,22.7,2022-06-17,18.9,2022-06-17,2022-08-13
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2023,365,5,5,0,0,3,-3.9,2023-02-11,21.9,2023-08-23,18.1,2023-08-19,2023-08-24
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2024,364,6,6,0,1,2,-3.7,2024-01-12,23.0,2024-07-30,18.6,2024-07-09,2024-08-12
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,2025,365,6,6,0,0,1,-4.5,2025-01-15,21.8,2025-08-13,18.8,2025-06-22,2025-08-25
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2017,362,0,0,0,0,0,-7.3,2017-01-26,17.1,2017-07-17,14.9,,
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2018,360,0,0,0,0,0,-7.9,2018-02-27,18.0,2018-08-03,15.0,,
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2019,364,0,0,0,0,0,-3.7,2019-02-04,17.6,2019-07-06,15.1,,
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2020,362,0,0,0,0,0,-4.2,2020-01-12,16.8,2020-07-28,14.2,,
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2021,365,0,0,0,0,0,-8.0,2021-01-07,16.6,2021-07-03,14.8,,
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2022,364,0,0,0,0,0,-5.8,2022-01-16,18.8,2022-08-11,16.0,,
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2023,364,0,0,0,0,0,-5.9,2023-01-30,18.7,2023-08-22,15.4,,
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2024,365,0,0,0,0,0,-4.5,2024-01-20,17.8,2024-08-01,15.9,,
9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615.0,2025,360,0,0,0,0,0,-6.5,2025-01-14,17.9,2025-08-13,15.8,,
9262,PAMPLONA,NAVARRA,450.0,2017,365,3,3,0,0,1,-4.4,2017-01-18,21.6,2017-06-19,18.2,2017-06-19,2017-07-17
9262,PAMPLONA,NAVARRA,450.0,2018,365,4,4,0,0,1,-2.8,2018-02-09,21.9,2018-08-07,18.7,2018-07-28,2018-08-23
9262,PAMPLONA,NAVARRA,450.0,2019,352,5,5,0,2,2,-1.4,2019-02-04,23.9,2019-07-25,18.3,2019-07-05,2019-08-09
9262,PAMPLONA,NAVARRA,450.0,2021,337,3,2,0,0,1,-5.2,2021-01-08,21.4,2021-08-12,17.8,2021-06-16,2021-09-07
9262,PAMPLONA,NAVARRA,450.0,2022,363,11,9,1,4,3,-3.7,2022-01-16,26.4,2022-06-19,19.5,2022-06-17,2022-09-13
9262,PAMPLONA,NAVARRA,450.0,2023,362,10,9,1,3,6,-2.7,2023-02-10,25.2,2023-08-24,18.4,2023-07-09,2023-09-05
9262,PAMPLONA,NAVARRA,450.0,2024,366,5,5,0,1,2,-2.3,2024-01-21,22.4,2024-07-30,18.8,2024-07-30,2024-08-24
9262,PAMPLONA,NAVARRA,450.0,2025,365,7,6,0,1,3,-4.1,2025-01-14,24.4,2025-08-13,18.4,2025-08-11,2025-09-20
9262P,MONREAL/ELO,NAVARRA,585.0,2017,358,0,0,0,0,0,-6.3,2017-01-18,19.5,2017-06-19,15.9,,
9262P,MONREAL/ELO,NAVARRA,585.0,2018,364,0,0,0,0,0,-6.7,2018-02-27,17.9,2018-07-31,15.8,,
9262P,MONREAL/ELO,NAVARRA,585.0,2019,362,1,1,0,0,1,-2.5,2019-01-11,21.1,2019-06-27,16.1,2019-06-27,2019-06-27
9262P,MONREAL/ELO,NAVARRA,585.0,2020,366,3,3,0,0,1,-2.6,2020-01-02,21.1,2020-08-11,16.2,2020-07-31,2020-08-11
9262P,MONREAL/ELO,NAVARRA,585.0,2021,345,1,0,0,0,1,-5.8,2021-01-07,21.3,2021-09-07,15.5,2021-09-07,2021-09-07
9262P,MONREAL/ELO,NAVARRA,585.0,2022,364,0,0,0,0,0,-5.0,2022-01-16,19.5,2022-07-18,17.1,,
9262P,MONREAL/ELO,NAVARRA,585.0,2023,358,3,2,0,1,2,-4.6,2023-02-10,23.2,2023-08-23,16.7,2023-08-23,2023-09-04
9262P,MONREAL/ELO,NAVARRA,585.0,2024,366,4,4,0,2,3,-3.8,2024-01-20,23.6,2024-08-11,16.7,2024-07-29,2024-08-11
9262P,MONREAL/ELO,NAVARRA,585.0,2025,363,2,2,0,0,1,-5.1,2025-01-14,21.6,2025-08-11,16.9,2025-08-11,2025-08-15
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2017,365,0,0,0,0,0,-7.2,2017-01-26,19.9,2017-07-17,16.7,,
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2018,364,0,0,0,0,0,-6.3,2018-02-27,19.4,2018-07-31,16.7,,
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2019,363,2,2,0,0,1,-3.1,2019-01-04,21.2,2019-07-25,16.6,2019-07-23,2019-07-25
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2020,363,0,0,0,0,0,-4.2,2020-01-12,19.7,2020-08-07,16.7,,
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2021,363,1,0,0,0,1,-6.6,2021-01-08,20.2,2021-09-07,16.1,2021-09-07,2021-09-07
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2022,365,2,1,0,1,1,-6.0,2022-01-16,22.4,2022-06-17,18.0,2022-06-17,2022-09-12
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2023,359,2,2,0,0,2,-5.9,2023-02-11,21.5,2023-08-24,17.6,2023-08-23,2023-08-24
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2024,366,1,1,0,1,1,-4.5,2024-01-20,22.3,2024-07-30,17.6,2024-07-30,2024-07-30
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459.0,2025,365,0,0,0,0,0,-5.5,2025-01-19,20.0,2025-08-13,17.7,,
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,2017,350,0,0,0,0,0,-6.2,2017-01-18,19.5,2017-05-28,15.6,,
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,2018,350,0,0,0,0,0,-6.7,2018-01-09,18.3,2018-07-31,16.2,,
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,2019,310,0,0,0,0,0,-5.1,2019-02-04,18.9,2019-08-08,15.3,,
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,2020,366,4,3,0,0,1,-2.0,2020-01-12,21.3,2020-09-14,16.7,2020-07-31,2020-09-14
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,2022,365,5,3,0,0,2,-4.7,2022-01-16,21.4,2022-06-17,17.3,2022-06-17,2022-10-28
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,2023,356,3,2,0,1,2,-6.0,2023-01-25,22.2,2023-08-23,16.9,2023-08-23,2023-09-05
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,2024,366,3,3,0,2,2,-4.8,2024-01-20,24.6,2024-07-30,16.6,2024-07-29,2024-08-11
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,2025,364,3,3,0,0,2,-4.5,2025-01-13,20.8,2025-08-15,17.1,2025-08-11,2025-08-16
9274X,IRURTZUN,NAVARRA,432.0,2017,365,0,0,0,0,0,-5.9,2017-01-20,19.2,2017-06-19,16.9,,
9274X,IRURTZUN,NAVARRA,432.0,2018,365,0,0,0,0,0,-4.9,2018-02-27,19.8,2018-07-31,16.9,,
9274X,IRURTZUN,NAVARRA,432.0,2019,362,0,0,0,0,0,-4.2,2019-01-04,19.2,2019-07-20,17.2,,
9274X,IRURTZUN,NAVARRA,432.0,2020,366,0,0,0,0,0,-2.3,2020-01-13,19.6,2020-08-07,16.8,,
9274X,IRURTZUN,NAVARRA,432.0,2021,364,0,0,0,0,0,-6.6,2021-01-07,20.0,2021-09-07,16.2,,
9274X,IRURTZUN,NAVARRA,432.0,2022,365,3,1,0,0,1,-6.1,2022-01-16,21.6,2022-10-27,18.3,2022-06-17,2022-10-27
9274X,IRURTZUN,NAVARRA,432.0,2023,365,3,3,0,0,3,-4.5,2023-02-10,21.1,2023-08-23,17.5,2023-08-22,2023-08-24
9274X,IRURTZUN,NAVARRA,432.0,2024,366,2,2,0,0,2,-2.8,2024-01-20,21.6,2024-07-30,17.6,2024-07-29,2024-07-30
9274X,IRURTZUN,NAVARRA,432.0,2025,361,1,0,0,0,1,-5.1,2025-01-19,20.3,2025-09-06,17.3,2025-09-06,2025-09-06
9280B,LARRAGA,NAVARRA,375.0,2017,355,1,1,0,0,1,-6.2,2017-01-19,20.8,2017-07-17,17.2,2017-07-17,2017-07-17
9280B,LARRAGA,NAVARRA,375.0,2018,354,2,2,0,0,2,-4.9,2018-02-27,20.7,2018-07-30,17.2,2018-07-30,2018-07-31
9280B,LARRAGA,NAVARRA,375.0,2019,351,2,2,0,0,1,-3.9,2019-01-05,21.7,2019-07-25,17.6,2019-07-22,2019-07-25
9280B,LARRAGA,NAVARRA,375.0,2020,349,0,0,0,0,0,-3.5,2020-01-13,20.0,2020-08-11,17.5,,
9280B,LARRAGA,NAVARRA,375.0,2021,355,1,0,0,0,1,-5.5,2021-01-07,21.7,2021-09-07,16.8,2021-09-07,2021-09-07
9280B,LARRAGA,NAVARRA,375.0,2022,356,4,4,0,1,3,-5.5,2022-01-15,22.1,2022-06-17,18.8,2022-06-17,2022-08-11
9280B,LARRAGA,NAVARRA,375.0,2023,362,4,4,0,0,3,-5.7,2023-02-12,21.6,2023-08-23,17.1,2023-08-18,2023-08-24
9280B,LARRAGA,NAVARRA,375.0,2024,356,2,2,0,0,1,-4.9,2024-01-21,22.0,2024-07-30,17.9,2024-07-30,2024-08-11
9280B,LARRAGA,NAVARRA,375.0,2025,351,2,2,0,0,1,-4.4,2025-01-19,20.6,2025-08-16,18.3,2025-06-22,2025-08-16
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2017,365,0,0,0,0,0,-11.6,2017-01-19,15.7,2017-07-19,13.1,,
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2018,364,0,0,0,0,0,-13.0,2018-01-09,16.1,2018-08-04,12.0,,
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2019,354,0,0,0,0,0,-8.0,2019-01-04,18.4,2019-07-25,13.1,,
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2020,366,0,0,0,0,0,-7.9,2020-01-12,15.2,2020-07-29,12.1,,
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2021,346,0,0,0,0,0,-14.0,2021-01-08,16.3,2021-08-12,11.4,,
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2022,362,0,0,0,0,0,-9.7,2022-01-16,15.2,2022-08-11,12.7,,
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2023,361,0,0,0,0,0,-14.2,2023-02-25,19.1,2023-08-24,13.0,,
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2024,363,0,0,0,0,0,-11.0,2024-01-20,17.1,2024-08-12,13.0,,
9287A,SAN PEDRO MANRIQUE,SORIA,1096.0,2025,341,0,0,0,0,0,-9.9,2025-01-14,16.0,2025-07-04,12.1,,
9293X,"ALFARO, LA PLANA",LA RIOJA,371.0,2021,308,5,4,0,2,1,-0.3,2021-12-18,22.6,2021-07-22,18.5,2021-07-05,2021-09-07
9293X,"ALFARO, LA PLANA",LA RIOJA,371.0,2022,363,25,23,0,7,8,-3.5,2022-01-23,24.8,2022-06-18,20.7,2022-06-14,2022-09-12
9293X,"ALFARO, LA PLANA",LA RIOJA,371.0,2023,365,10,9,1,4,7,-3.6,2023-12-27,25.4,2023-08-24,19.2,2023-07-18,2023-09-04
9293X,"ALFARO, LA PLANA",LA RIOJA,371.0,2024,366,10,10,1,4,4,-3.6,2024-01-21,25.6,2024-07-30,19.5,2024-07-11,2024-08-12
9293X,"ALFARO, LA PLANA",LA RIOJA,371.0,2025,365,20,20,0,9,4,-2.5,2025-01-14,23.2,2025-08-16,20.2,2025-06-10,2025-08-25
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2017,352,8,8,0,0,2,-7.6,2017-01-19,21.7,2017-06-22,19.2,2017-06-14,2017-08-26
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2018,363,11,11,0,0,3,-5.3,2018-02-24,21.9,2018-08-04,19.1,2018-07-10,2018-08-28
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2019,361,18,18,0,2,4,-6.3,2019-01-04,24.1,2019-07-25,20.0,2019-06-24,2019-08-31
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2020,363,15,14,0,3,3,-3.8,2020-01-12,23.3,2020-08-07,19.5,2020-06-24,2020-09-17
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2021,365,11,9,0,3,3,-5.6,2021-01-08,23.2,2021-08-14,18.9,2021-06-16,2021-09-07
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2022,358,28,26,0,10,7,-4.8,2022-01-15,25.0,2022-06-17,20.7,2022-06-14,2022-09-12
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2023,365,10,10,1,3,5,-4.6,2023-03-05,25.3,2023-08-24,19.2,2023-07-11,2023-08-24
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2024,365,18,18,1,4,7,-4.1,2024-01-21,25.8,2024-07-30,20.0,2024-07-09,2024-08-28
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295.0,2025,365,22,21,0,5,7,-5.3,2025-01-15,23.5,2025-08-11,20.4,2025-06-10,2025-09-07
9299X,TARAZONA,ZARAGOZA,475.0,2017,365,3,3,0,0,2,-5.4,2017-01-19,21.4,2017-07-17,17.7,2017-06-19,2017-07-17
9299X,TARAZONA,ZARAGOZA,475.0,2018,365,2,2,0,0,2,-3.9,2018-02-27,20.9,2018-08-04,17.8,2018-08-04,2018-08-05
9299X,TARAZONA,ZARAGOZA,475.0,2019,363,2,2,0,0,2,-4.0,2019-12-29,20.9,2019-07-24,18.0,2019-07-24,2019-07-25
9299X,TARAZONA,ZARAGOZA,475.0,2020,366,2,2,0,0,1,-4.8,2020-01-14,20.4,2020-08-07,17.8,2020-06-24,2020-08-07
9299X,TARAZONA,ZARAGOZA,475.0,2021,363,3,2,0,0,1,-4.8,2021-01-08,21.4,2021-09-07,17.4,2021-07-05,2021-09-07
9299X,TARAZONA,ZARAGOZA,475.0,2022,365,16,15,0,2,5,-4.1,2022-01-15,22.7,2022-06-19,19.8,2022-06-16,2022-09-12
9299X,TARAZONA,ZARAGOZA,475.0,2023,365,9,9,0,2,6,-4.1,2023-12-27,22.7,2023-08-23,18.4,2023-07-18,2023-08-24
