rank,indicativo,nombre,provincia,altitud_m,lat,lon,n_anios,tmax_media_verano,tmax_normal_verano,tmax_anomalia,tmax_tendencia,tmax_esperada,residual,score_refugio
633,2243A,AGUILAR DE CAMPOO,PALENCIA,910,42.798,-4.277,9.000,26.276,,,0.340,27.187,-0.911,1.113
634,8270X,BICORP,VALENCIA,305,39.134,-0.790,9.000,33.058,,,0.267,31.552,1.506,1.115
635,6040X,CORTES DE LA FRONTERA,MALAGA,315,36.544,-5.386,9.000,32.537,,,0.253,30.547,1.990,1.124
636,5960,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,36.751,-6.056,9.000,34.113,,,0.209,30.672,3.441,1.130
637,2456B,AREVALO,AVILA,820,41.071,-4.730,9.000,30.647,,,0.233,27.910,2.737,1.153
638,2604B,MEDINA DE RIOSECO,VALLADOLID,731,41.876,-5.040,9.000,30.166,,,0.238,27.570,2.596,1.158
639,3140Y,MANDAYONA,GUADALAJARA,990,40.985,-2.760,9.000,31.245,,,0.237,28.554,2.691,1.173
640,8395X,CHELVA,VALENCIA,515,39.753,-0.994,9.000,31.929,,,0.285,30.796,1.133,1.178
641,7218Y,TOTANA,MURCIA,281,37.759,-1.513,7.000,34.695,,,0.233,31.872,2.823,1.180
642,9901X,HUESCA,HUESCA,463,42.139,-0.395,9.000,31.788,,,0.270,30.107,1.681,1.199
643,7020C,MURCIA AEROPUERTO,MURCIA,205,37.807,-1.128,7.000,31.592,,,0.340,32.169,-0.576,1.206
644,7203A,"LORCA, ZARCILLA DE RAMOS",MURCIA,646,37.845,-1.870,9.000,33.592,,,0.244,30.998,2.594,1.211
645,2737E,LAGUNAS DE SOMOZA,LEON,1020,42.377,-6.197,8.000,26.473,,,0.317,26.279,0.195,1.218
646,5047E,BAZA,GRANADA,785,37.506,-2.735,9.000,34.904,,,0.189,30.492,4.413,1.222
647,8177A,CHINCHILLA,ALBACETE,880,38.938,-1.659,9.000,31.318,,,0.290,30.181,1.138,1.231
648,7158X,ARCHENA,MURCIA,150,38.128,-1.306,9.000,35.041,,,0.234,32.044,2.997,1.239
649,2422,VALLADOLID,VALLADOLID,734,41.641,-4.754,9.000,31.041,,,0.227,27.803,3.238,1.244
650,1735X,XINZO DE LIMIA,OURENSE,616,42.079,-7.734,9.000,27.360,,,0.298,26.437,0.923,1.244
651,2918Y,EL MAÍLLO,SALAMANCA,1027,40.569,-6.224,9.000,27.913,,,0.300,27.059,0.854,1.244
652,2870,SALAMANCA,SALAMANCA,775,40.958,-5.662,9.000,30.897,,,0.226,27.609,3.288,1.246
653,3268C,ALPEDRETE,MADRID,924,40.660,-4.018,9.000,31.553,,,0.226,28.235,3.318,1.250
654,5612X,LORA DE ESTEPA,SEVILLA,450,37.270,-4.827,9.000,33.247,,,0.236,30.237,3.010,1.256
655,3245Y,TEMBLEQUE,TOLEDO,635,39.696,-3.506,9.000,34.046,,,0.187,29.432,4.614,1.257
656,3168D,GUADALAJARA,GUADALAJARA,727,40.630,-3.150,9.000,32.808,,,0.213,29.013,3.796,1.273
657,2916A,VITIGUDINO,SALAMANCA,769,41.011,-6.438,9.000,31.544,,,0.198,27.235,4.309,1.277
658,3195,"MADRID, RETIRO",MADRID,667,40.412,-3.678,9.000,32.790,,,0.214,28.974,3.815,1.282
659,2867,SALAMANCA AEROPUERTO,SALAMANCA,790,40.959,-5.498,9.000,30.820,,,0.236,27.657,3.163,1.305
660,5514,GRANADA BASE AÉREA,GRANADA,687,37.137,-3.631,9.000,34.601,,,0.205,30.418,4.183,1.306
661,3576X,VALENCIA DE ALCÁNTARA,CACERES,444,39.415,-7.231,9.000,32.559,,,0.199,28.173,4.386,1.306
662,4138Y,VILLANUEVA DE LOS INFANTES,CIUDAD REAL,900,38.738,-3.004,9.000,33.763,,,0.206,29.607,4.156,1.312
663,4468X,PUEBLA DE OBANDO,BADAJOZ,392,39.177,-6.601,9.000,33.646,,,0.182,28.668,4.978,1.318
664,4560Y,ALAJAR,HUELVA,572,37.869,-6.675,9.000,33.161,,,0.204,28.886,4.275,1.325
665,9911X,BALLOBAR,HUESCA,178,41.619,0.188,9.000,33.159,,,0.273,31.132,2.026,1.331
666,9573X,ALCAÑIZ,TERUEL,334,41.058,-0.142,9.000,32.553,,,0.286,30.943,1.610,1.333
667,2978X,VERÍN,OURENSE,380,41.927,-7.422,9.000,30.967,,,0.217,27.082,3.885,1.334
668,3536X,HOYOS,CACERES,560,40.175,-6.724,9.000,32.203,,,0.203,27.858,4.345,1.336
669,C126A,EL PASO,STA. CRUZ DE TENERIFE,844,28.654,-17.853,9.000,26.783,,,0.352,27.289,-0.506,1.339
670,1679A,MONFORTE DE LEMOS,LUGO,291,42.532,-7.511,9.000,29.390,,,0.263,26.935,2.456,1.355
671,5582A,LOJA,GRANADA,760,37.161,-4.153,9.000,34.612,,,0.198,30.031,4.581,1.358
672,3099Y,OCAÑA,TOLEDO,733,39.935,-3.496,9.000,33.111,,,0.217,29.150,3.960,1.358
673,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,41.007,-3.614,9.000,29.486,,,0.295,28.074,1.412,1.361
674,2192C,CUÉLLAR,SEGOVIA,795,41.384,-4.266,9.000,31.356,,,0.238,28.033,3.323,1.368
675,3103,PANTANO EL VADO,GUADALAJARA,910,41.004,-3.302,9.000,30.696,,,0.271,28.440,2.255,1.377
676,2775X,VILLARDECIERVOS,ZAMORA,850,41.941,-6.280,9.000,29.326,,,0.262,26.746,2.580,1.385
677,4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,381,38.299,-6.765,9.000,34.376,,,0.178,29.003,5.373,1.389
678,5346X,CARDEÑA,CORDOBA,720,38.187,-4.272,9.000,33.734,,,0.217,29.592,4.143,1.403
679,4527X,AROCHE,HUELVA,267,37.980,-6.976,9.000,34.291,,,0.191,29.255,5.035,1.416
680,7227X,ALHAMA DE MURCIA,MURCIA,157,37.862,-1.335,9.000,34.965,,,0.258,32.136,2.829,1.419
681,5515X,GRANADA-CARTUJA,GRANADA,775,37.190,-3.596,9.000,35.563,,,0.183,30.250,5.313,1.420
682,3338,ROBLEDO DE CHAVELA,MADRID,770,40.429,-4.249,9.000,31.614,,,0.250,28.512,3.102,1.424
683,4541X,EL GRANADO,HUELVA,60,37.554,-7.520,9.000,36.081,,,0.147,29.572,6.509,1.424
684,3343Y,VALDEMORILLO,MADRID,884,40.497,-4.061,9.000,31.850,,,0.239,28.360,3.490,1.431
685,5210X,VILLANUEVA DEL ARZOBISPO,JAEN,680,38.175,-2.998,9.000,35.829,,,0.176,30.264,5.565,1.432
686,6143X,COÍN,MALAGA,230,36.658,-4.761,9.000,33.963,,,0.254,30.944,3.019,1.436
687,3094B,TARANCÓN,CUENCA,819,40.012,-3.021,9.000,33.746,,,0.207,29.180,4.566,1.438
688,4520X,FREGENAL DE LA SIERRA,BADAJOZ,586,38.178,-6.662,9.000,32.291,,,0.238,28.729,3.562,1.439
689,7138B,JUMILLA,MURCIA,485,38.459,-1.335,9.000,34.075,,,0.261,31.269,2.806,1.439
690,4244X,HERRERA DEL DUQUE,BADAJOZ,447,39.169,-5.062,9.000,35.167,,,0.167,29.287,5.881,1.441
691,4584X,EL CERRO DE ANDÉVALO,HUELVA,270,37.732,-6.942,9.000,34.333,,,0.196,29.376,4.956,1.442
692,1583X,O BARCO DE VALDEORRAS,OURENSE,315,42.416,-6.993,9.000,30.410,,,0.249,27.183,3.227,1.442
693,4608X,EL CAMPILLO,HUELVA,415,37.677,-6.630,9.000,33.158,,,0.229,29.280,3.878,1.449
694,1701X,RIBADAVIA,OURENSE,112,42.300,-8.129,9.000,31.199,,,0.223,27.078,4.121,1.454
695,6127X,ÁLORA,MALAGA,172,36.855,-4.697,8.000,34.324,,,0.247,30.992,3.332,1.456
696,3229Y,TIELMES,MADRID,594,40.247,-3.312,9.000,33.699,,,0.216,29.352,4.347,1.456
697,5473X,AZUAGA,BADAJOZ,581,38.268,-5.686,9.000,33.684,,,0.210,29.152,4.532,1.457
698,2503B,"OLMEDO, DEPÓSITO DE AGUA",VALLADOLID,786,41.280,-4.692,9.000,30.947,,,0.256,27.897,3.050,1.461
699,3196,"MADRID, CUATRO VIENTOS",MADRID,690,40.376,-3.786,9.000,33.200,,,0.218,28.898,4.302,1.463
700,2539,VALLADOLID AEROPUERTO,VALLADOLID,846,41.712,-4.856,9.000,29.367,,,0.293,27.519,1.848,1.464
701,4067,MADRIDEJOS,TOLEDO,690,39.492,-3.528,9.000,33.622,,,0.221,29.412,4.210,1.466
702,2374X,CARRIÓN DE LOS CONDES,PALENCIA,830,42.351,-4.617,9.000,28.975,,,0.302,27.374,1.601,1.476
703,4260,PERALEDA DEL ZAUCEJO,BADAJOZ,542,38.480,-5.577,9.000,33.798,,,0.210,29.180,4.619,1.477
704,6375X,FUENTE DE PIEDRA,MALAGA,420,37.132,-4.742,9.000,33.549,,,0.256,30.393,3.156,1.496
705,3526X,CORIA,CACERES,313,40.004,-6.558,9.000,34.841,,,0.159,28.464,6.376,1.500
706,3085Y,PASTRANA,GUADALAJARA,920,40.408,-2.953,9.000,32.935,,,0.229,28.850,4.085,1.509
707,4147X,VALDEPEÑAS,CIUDAD REAL,700,38.751,-3.391,9.000,34.029,,,0.225,29.787,4.242,1.513
708,2512Y,RIVILLA DE BARAJAS,AVILA,925,40.882,-5.019,9.000,29.208,,,0.308,27.668,1.540,1.519
709,3516X,PIORNAL,CACERES,1260,40.121,-5.832,9.000,27.486,,,0.342,27.014,0.472,1.535
710,7066Y,"YESTE, EMBALSE FUENSANTA",ALBACETE,680,38.393,-2.219,9.000,35.281,,,0.213,30.529,4.752,1.543
711,4096Y,MUNERA,ALBACETE,918,39.017,-2.489,9.000,32.594,,,0.269,29.689,2.905,1.545
712,5530E,GRANADA AEROPUERTO,GRANADA,560,37.190,-3.790,9.000,36.209,,,0.186,30.554,5.655,1.548
713,2611D,VILLAFÁFILA,ZAMORA,690,41.856,-5.592,9.000,30.650,,,0.260,27.397,3.252,1.557
714,9898,"HUESCA, AEROPUERTO",HUESCA,546,42.084,-0.326,9.000,31.829,,,0.304,30.012,1.817,1.559
715,5891X,LAS CABEZAS DE SAN JUAN,SEVILLA,105,36.953,-5.847,9.000,34.450,,,0.241,30.536,3.915,1.567
716,4339X,CAÑAMERO,CACERES,590,39.314,-5.369,9.000,32.827,,,0.238,28.817,4.009,1.568
717,3519X,PLASENCIA,CACERES,415,40.043,-6.086,9.000,34.700,,,0.171,28.479,6.221,1.571
718,5783,SEVILLA AEROPUERTO,SEVILLA,34,37.417,-5.879,9.000,35.676,,,0.201,30.444,5.232,1.572
719,8193E,JALANCE,VALENCIA,372,39.208,-1.094,9.000,34.453,,,0.263,31.254,3.199,1.574
720,2135A,FRESNO DE CANTESPINO,SEGOVIA,993,41.373,-3.507,9.000,29.597,,,0.314,28.028,1.569,1.583
721,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,38.883,-6.814,9.000,34.805,,,0.187,29.077,5.728,1.584
722,4263X,VALSEQUILLO,CORDOBA,575,38.409,-5.351,9.000,34.103,,,0.215,29.256,4.847,1.593
723,8245Y,MIRA,CUENCA,815,39.714,-1.443,9.000,31.300,,,0.326,30.055,1.246,1.605
724,3434X,NAVALMORAL DE LA MATA,CACERES,269,39.946,-5.582,9.000,35.532,,,0.166,29.025,6.507,1.606
725,5164B,BAEZA,JAEN,771,37.997,-3.462,9.000,35.285,,,0.202,29.960,5.325,1.609
726,8072Y,BARX,VALENCIA,340,39.017,-0.305,9.000,31.713,,,0.368,31.766,-0.053,1.621
727,5361X,MONTORO,CORDOBA,155,38.013,-4.330,9.000,37.753,,,0.151,30.678,7.075,1.626
728,2614,ZAMORA,ZAMORA,656,41.516,-5.735,9.000,31.609,,,0.243,27.545,4.064,1.631
729,3200,GETAFE,MADRID,620,40.299,-3.722,9.000,33.468,,,0.234,29.090,4.378,1.634
730,3170Y,ALCALA DE HENARES,MADRID,605,40.528,-3.290,9.000,34.159,,,0.217,29.217,4.942,1.637
731,3423I,MADRIGAL DE LA VERA,CACERES,464,40.154,-5.373,9.000,34.242,,,0.198,28.672,5.570,1.645
732,9460X,SABIÑÁNIGO,HUESCA,775,42.513,-0.356,9.000,30.500,,,0.335,29.387,1.113,1.650
733,5270B,JAÉN,JAEN,580,37.777,-3.809,9.000,34.339,,,0.245,30.246,4.093,1.654
734,3194Y,POZUELO DE ALARCÓN,MADRID,665,40.448,-3.813,9.000,33.187,,,0.239,28.899,4.288,1.657
735,2555B,FUENTESAUCO,ZAMORA,811,41.237,-5.481,9.000,30.051,,,0.293,27.503,2.547,1.664
736,4497X,VILLANUEVA DEL FRESNO,BADAJOZ,247,38.372,-7.158,9.000,33.663,,,0.230,29.033,4.631,1.671
737,5281X,BAILÉN,JAEN,345,38.093,-3.782,9.000,36.010,,,0.205,30.549,5.461,1.679
738,2536D,MORALES DEL TORO,ZAMORA,710,41.548,-5.271,9.000,31.636,,,0.251,27.647,3.989,1.681
739,5654X,LA PUEBLA DE LOS INFANTES,SEVILLA,200,37.787,-5.371,9.000,35.743,,,0.204,30.212,5.531,1.683
740,2946X,SAELICES EL CHICO,SALAMANCA,680,40.635,-6.600,9.000,31.538,,,0.251,27.491,4.047,1.701
741,1738U,MUIÑOS,OURENSE,730,41.934,-7.989,9.000,26.710,,,0.359,26.173,0.537,1.706
742,3337U,CEBREROS,AVILA,850,40.468,-4.456,9.000,32.378,,,0.250,28.252,4.126,1.716
743,9918Y,"TAMARITE DE LITERA, LA MELUSA",HUESCA,218,41.781,0.377,9.000,32.989,,,0.318,31.075,1.914,1.719
744,5733X,ALMADÉN DE LA PLATA,SEVILLA,450,37.791,-6.075,9.000,34.191,,,0.231,29.424,4.767,1.722
745,5998X,OSUNA,SEVILLA,255,37.243,-5.112,9.000,34.794,,,0.246,30.473,4.321,1.730
746,8155Y,MOTILLA DEL PALANCAR,CUENCA,830,39.555,-1.915,9.000,32.405,,,0.301,29.878,2.527,1.739
747,3565X,BROZAS,CACERES,425,39.618,-6.745,9.000,33.446,,,0.223,28.344,5.102,1.741
748,2593D,VILLALÓN DE CAMPOS,VALLADOLID,782,42.094,-5.041,9.000,30.612,,,0.281,27.379,3.233,1.754
749,3469A,CÁCERES,CACERES,394,39.471,-6.339,9.000,33.680,,,0.227,28.655,5.025,1.755
750,3512X,MONTEHERMOSO,CACERES,351,40.081,-6.339,9.000,33.921,,,0.215,28.462,5.459,1.769
751,8175,ALBACETE BASE AÉREA,ALBACETE,702,38.954,-1.856,9.000,33.601,,,0.285,30.408,3.193,1.775
752,3503,GUIJO DE GRANADILLA,CACERES,393,40.189,-6.168,9.000,33.896,,,0.217,28.417,5.479,1.793
753,4116I,ALMAGRO / FAMET,CIUDAD REAL,626,38.951,-3.742,9.000,34.786,,,0.229,29.671,5.115,1.798
754,4464X,ALBURQUERQUE,BADAJOZ,283,39.182,-6.995,9.000,34.334,,,0.213,28.682,5.653,1.808
755,2777K,SANTIBAÑEZ DE VIDRIALES,ZAMORA,737,42.078,-6.007,9.000,29.509,,,0.312,27.019,2.490,1.829
756,4103X,TOMELLOSO,CIUDAD REAL,662,39.169,-3.007,9.000,34.813,,,0.237,29.849,4.964,1.834
757,5702X,CARMONA,SEVILLA,50,37.566,-5.741,9.000,35.904,,,0.222,30.413,5.491,1.840
758,5612B,LA RODA DE ANDALUCÍA,SEVILLA,410,37.194,-4.770,9.000,34.992,,,0.249,30.370,4.621,1.846
759,9775X,EL SOLERÀS,LLEIDA,392,41.414,0.678,9.000,32.541,,,0.345,31.060,1.480,1.848
760,5279X,LINARES,JAEN,515,38.151,-3.629,9.000,35.435,,,0.234,30.283,5.152,1.856
761,3362Y,CASTILLO DE BAYUELA,TOLEDO,560,40.108,-4.681,9.000,33.846,,,0.238,28.839,5.007,1.858
762,3129,MADRID AEROPUERTO,MADRID,609,40.467,-3.556,9.000,33.789,,,0.249,29.113,4.676,1.862
763,4090Y,SAN CLEMENTE,CUENCA,728,39.417,-2.421,9.000,33.437,,,0.284,29.891,3.545,1.867
764,5835X,CARRIÓN DE LOS CÉSPEDES,SEVILLA,76,37.360,-6.334,9.000,35.559,,,0.228,30.181,5.378,1.873
765,1541B,VILLABLINO,LEON,958,42.929,-6.334,9.000,27.352,,,0.354,26.083,1.269,1.879
766,3436D,GARGANTA LA OLLA,CACERES,690,40.111,-5.785,9.000,31.126,,,0.301,28.085,3.041,1.882
767,2926B,BAÑOBÁREZ,SALAMANCA,748,40.851,-6.609,9.000,29.498,,,0.325,27.265,2.233,1.882
768,2873X,BARBADILLO,SALAMANCA,817,40.904,-5.780,9.000,30.166,,,0.313,27.502,2.664,1.891
769,3494U,NUÑOMORAL,CACERES,470,40.408,-6.240,9.000,32.665,,,0.259,28.144,4.520,1.919
770,4410X,MÉRIDA,BADAJOZ,228,38.916,-6.386,9.000,35.557,,,0.204,29.185,6.372,1.925
771,1442U,BOIRO,A CORUÑA,10,42.644,-8.892,9.000,25.959,,,0.424,26.756,-0.797,1.938
772,9550C,"ANDORRA, HORCALLANA",TERUEL,762,40.974,-0.408,9.000,29.609,,,0.414,30.072,-0.463,1.938
773,C614H,TEJEDA,LAS PALMAS,1060,27.995,-15.616,9.000,29.381,,,0.364,28.228,1.153,1.940
774,2755X,BENAVENTE,ZAMORA,715,42.011,-5.667,9.000,30.337,,,0.305,27.248,3.089,1.940
775,4148,VISO DEL MARQUÉS,CIUDAD REAL,804,38.518,-3.567,9.000,33.201,,,0.291,29.619,3.582,1.946
776,5624X,AGUILAR DE LA FRONTERA,CORDOBA,309,37.482,-4.686,9.000,35.421,,,0.250,30.467,4.955,1.956
777,5704B,CAZALLA DE LA SIERRA,SEVILLA,550,37.926,-5.770,9.000,32.925,,,0.292,29.322,3.603,1.965
778,3427Y,OROPESA,TOLEDO,345,39.993,-5.114,9.000,35.255,,,0.218,29.082,6.173,2.006
779,3260B,TOLEDO,TOLEDO,513,39.885,-4.045,9.000,35.102,,,0.230,29.320,5.782,2.009
780,1723X,"PONTEAREAS, CANEDO   ",PONTEVEDRA,90,42.182,-8.493,9.000,29.200,,,0.340,27.001,2.198,2.009
781,3547X,VALVERDE DEL FRESNO,CACERES,450,40.207,-6.896,9.000,32.590,,,0.267,27.965,4.625,2.024
782,3475X,CAÑAVERAL,CACERES,373,39.791,-6.376,9.000,34.317,,,0.234,28.534,5.783,2.038
783,4575X,VALVERDE DEL CAMINO,HUELVA,280,37.575,-6.768,9.000,34.887,,,0.247,29.509,5.378,2.048
784,8018X,ELX/ELCHE,ALICANTE,110,38.288,-0.681,9.000,33.219,,,0.384,32.337,0.882,2.049
785,9707,LLIMIANA,LLEIDA,515,42.067,0.907,9.000,33.436,,,0.327,30.650,2.785,2.055
786,4064Y,ALCAZAR DE SAN JUAN,CIUDAD REAL,640,39.391,-3.216,9.000,35.058,,,0.250,29.694,5.364,2.069
787,3100B,ARANJUEZ,MADRID,540,40.067,-3.546,9.000,34.482,,,0.259,29.422,5.060,2.071
788,4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,533,39.084,-4.622,9.000,34.905,,,0.245,29.372,5.533,2.072
789,5598X,BENAMEJÍ,CORDOBA,465,37.231,-4.548,9.000,34.005,,,0.304,30.357,3.648,2.086
790,1484C,PONTEVEDRA,PONTEVEDRA,113,42.438,-8.616,9.000,25.969,,,0.440,26.788,-0.819,2.088
791,2517A,FUENTE EL SOL,VALLADOLID,755,41.173,-4.940,9.000,31.655,,,0.301,27.887,3.768,2.096
792,5341C,FUENCALIENTE,CIUDAD REAL,710,38.429,-4.302,9.000,33.838,,,0.284,29.489,4.349,2.098
793,5514Z,GRANADA BASE AÉREA,GRANADA,695,37.136,-3.633,6.000,35.400,,,0.264,30.403,4.997,2.101
794,3540X,ZARZA LA MAYOR,CACERES,336,39.871,-6.860,9.000,34.529,,,0.229,28.340,6.189,2.109
795,9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572,42.776,-1.532,9.000,27.811,,,0.457,29.094,-1.283,2.110
796,5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275,37.810,-4.462,9.000,35.888,,,0.253,30.487,5.401,2.111
797,3448X,SERRADILLA,CACERES,406,39.821,-6.127,9.000,34.056,,,0.251,28.576,5.481,2.118
798,4358X,DON BENITO,BADAJOZ,274,38.956,-5.881,9.000,35.173,,,0.242,29.318,5.855,2.137
799,3455X,JARAICEJO,CACERES,559,39.670,-5.808,9.000,33.415,,,0.271,28.511,4.904,2.142
800,3562X,ALISEDA,CACERES,321,39.427,-6.736,9.000,34.168,,,0.252,28.623,5.545,2.149
801,1690A,OURENSE,OURENSE,146,42.325,-7.860,9.000,30.792,,,0.310,27.130,3.662,2.149
802,6084X,FUENGIROLA,MALAGA,8,36.539,-4.618,9.000,27.993,,,0.528,31.470,-3.477,2.155
803,4121,CIUDAD REAL,CIUDAD REAL,626,38.989,-3.920,9.000,34.683,,,0.267,29.571,5.112,2.165
804,5790Y,"SEVILLA, TABLADA",SEVILLA,9,37.364,-6.006,9.000,35.460,,,0.271,30.454,5.005,2.170
805,4489X,ALCONCHEL,BADAJOZ,170,38.485,-7.282,9.000,33.950,,,0.275,29.066,4.884,2.175
806,0433D,CABO DE CREUS,GIRONA,75,42.319,3.316,9.000,27.335,,,0.581,32.466,-5.131,2.176
807,9491X,ALMUDÉVAR,HUESCA,390,42.029,-0.586,9.000,31.759,,,0.377,30.201,1.558,2.180
808,4436Y,ALMENDRALEJO,BADAJOZ,371,38.689,-6.361,9.000,34.070,,,0.272,29.035,5.034,2.185
809,1706A,ALLARIZ,OURENSE,492,42.183,-7.796,9.000,27.983,,,0.385,26.589,1.395,2.209
810,4492F,BARCARROTA,BADAJOZ,377,38.473,-6.923,9.000,34.271,,,0.264,28.859,5.412,2.221
811,5625X,LA RAMBLA,CORDOBA,200,37.639,-4.764,9.000,36.603,,,0.245,30.560,6.042,2.224
812,1465U,LALIN-CRISTIMIL,PONTEVEDRA,463,42.666,-8.193,9.000,25.476,,,0.454,26.242,-0.766,2.235
813,2891A,VILLARINO DE LOS AIRES,SALAMANCA,690,41.263,-6.462,9.000,31.655,,,0.298,27.257,4.399,2.247
814,5919X,OLVERA,CADIZ,530,36.932,-5.259,9.000,33.807,,,0.321,30.040,3.767,2.285
815,4411C,ALCUESCAR,CACERES,467,39.197,-6.231,9.000,33.672,,,0.286,28.693,4.979,2.307
816,5470,FUENTE PALMERA,CORDOBA,120,37.753,-5.101,9.000,36.422,,,0.258,30.499,5.923,2.312
817,3463Y,TRUJILLO,CACERES,523,39.464,-5.874,6.000,33.539,,,0.290,28.638,4.902,2.318
818,5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",CORDOBA,525,38.021,-4.797,9.000,34.580,,,0.294,29.779,4.801,2.325
819,4193Y,EL ROBLEDO,CIUDAD REAL,587,39.217,-4.283,9.000,35.228,,,0.263,29.372,5.856,2.339
820,4340,NAVALVILLAR DE PELA,BADAJOZ,313,39.103,-5.461,9.000,34.967,,,0.271,29.376,5.591,2.340
821,4347X,ZORITA,CACERES,413,39.283,-5.710,9.000,34.182,,,0.284,28.997,5.185,2.342
822,4395X,VILLAFRANCA DE LOS BARROS,BADAJOZ,430,38.552,-6.307,9.000,33.908,,,0.295,29.014,4.895,2.364
823,5656,FUENTES DE ANDALUCÍA,SEVILLA,165,37.497,-5.433,9.000,35.879,,,0.279,30.376,5.503,2.385
824,3422D,CANDELEDA,AVILA,350,40.139,-5.311,9.000,35.204,,,0.255,28.916,6.288,2.388
825,4478X,BADAJOZ,BADAJOZ,174,38.886,-7.009,9.000,35.497,,,0.250,29.007,6.491,2.404
826,5796,MORÓN DE LA FRONTERA,SEVILLA,87,37.164,-5.611,9.000,35.418,,,0.301,30.584,4.834,2.407
827,5726X,GUADALCANAL,SEVILLA,720,38.099,-5.819,9.000,32.889,,,0.329,28.911,3.979,2.418
828,3305Y,NAVAHERMOSA,TOLEDO,750,39.631,-4.477,9.000,33.539,,,0.309,28.798,4.740,2.453
829,4486X,OLIVENZA,BADAJOZ,275,38.697,-7.084,9.000,34.716,,,0.282,28.871,5.846,2.519
830,5304Y,PUERTOLLANO,CIUDAD REAL,665,38.669,-4.059,9.000,34.597,,,0.315,29.577,5.020,2.594
831,3365A,TALAVERA DE LA REINA,TOLEDO,372,39.959,-4.864,9.000,35.662,,,0.270,29.165,6.497,2.594
832,5769X,CALA,HUELVA,618,37.974,-6.322,9.000,33.692,,,0.325,28.919,4.772,2.608
833,1696O,BEARIZ,OURENSE,610,42.468,-8.278,9.000,26.602,,,0.454,26.021,0.581,2.623
834,3182Y,ARGANDA DEL REY,MADRID,533,40.312,-3.498,9.000,34.421,,,0.321,29.348,5.072,2.662
835,7145D,CIEZA,MURCIA,265,38.233,-1.381,9.000,34.492,,,0.395,31.752,2.740,2.688
836,4427X,ZAFRA,BADAJOZ,433,38.426,-6.437,9.000,34.150,,,0.322,29.004,5.146,2.690
837,3125Y,SAN SEBASTIÁN DE LOS REYES,MADRID,672,40.550,-3.617,8.000,33.726,,,0.343,28.932,4.794,2.791
838,6045X,ALPANDEIRE,MALAGA,676,36.633,-5.203,9.000,32.671,,,0.409,29.932,2.739,2.820
839,9111,BELORADO,BURGOS,820,42.421,-3.170,9.000,26.574,,,0.537,28.035,-1.461,2.824
840,4236Y,PUERTO REY,CACERES,689,39.451,-5.026,9.000,33.947,,,0.335,28.734,5.213,2.839
841,5641X,ÉCIJA,SEVILLA,130,37.516,-5.085,9.000,36.377,,,0.336,30.594,5.783,3.014
842,5459X,ESPIEL,CORDOBA,465,38.111,-4.929,9.000,35.455,,,0.340,29.787,5.667,3.014
843,3254Y,MORA,TOLEDO,717,39.687,-3.781,9.000,33.880,,,0.370,29.158,4.722,3.020
844,7247X,EL PINÓS/PINOSO,ALICANTE,577,38.400,-1.038,9.000,32.153,,,0.489,31.265,0.889,3.041
845,4210Y,ABENÓJAR,CIUDAD REAL,718,38.898,-4.292,9.000,33.923,,,0.376,29.269,4.653,3.061
846,3531X,TORRECILLA DE LOS ANGELES,CACERES,459,40.255,-6.412,9.000,33.574,,,0.366,28.153,5.421,3.189
847,5038Y,CAZORLA,JAEN,799,37.916,-3.004,9.000,35.132,,,0.380,30.158,4.974,3.194
848,5181D,ARROYO DEL OJANCO,JAEN,580,38.315,-2.890,9.000,35.429,,,0.387,30.435,4.994,3.265
849,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,38.498,-5.121,9.000,34.592,,,0.392,29.367,5.224,3.379
850,5788X,"TOMARES, ZAUDÍN",SEVILLA,84,37.362,-6.060,7.000,35.474,,,0.404,30.293,5.181,3.484
851,4325Y,CASTUERA,BADAJOZ,459,38.742,-5.529,5.000,34.450,,,0.443,29.238,5.212,3.856
852,4300Y,ALMADÉN,CIUDAD REAL,535,38.775,-4.845,9.000,35.748,,,0.432,29.402,6.346,4.081
853,5427X,DOÑA MENCÍA,CORDOBA,650,37.556,-4.354,9.000,33.607,,,0.526,29.963,3.644,4.193
854,1178R,"SOTRES, PARQUE NACIONAL PICOS DE EUROPA",ASTURIAS,1236,43.238,-4.737,5.000,18.042,,,0.892,26.179,-8.138,4.253
855,B398A,"CABRERA, PARQUE NACIONAL DE CABRERA",BALEARES,165,39.136,2.937,5.000,28.190,,,0.811,33.543,-5.352,4.293
