rank,indicativo,nombre,provincia,altitud_m,lat,lon,n_anios,tmin_media_verano,noches_trop_anio,noches_ecua_anio,tmin_tendencia,tmin_esperada,residual,score_refugio_noche
569,7247X,EL PINÓS/PINOSO,ALICANTE,577.000,38.400,-1.038,10.000,16.337,6.300,0.000,0.364,18.123,-1.786,0.864
570,3182Y,ARGANDA DEL REY,MADRID,533.000,40.312,-3.498,10.000,17.497,22.400,0.100,0.169,16.187,1.310,0.866
571,9510X,QUINTO,ZARAGOZA,205.000,41.429,-0.504,10.000,18.614,29.600,0.100,0.178,18.005,0.610,0.866
572,5060X,VÉLEZ BLANCO - TOPARES,ALMERIA,1190.000,37.861,-2.228,10.000,16.287,7.100,0.000,0.237,15.365,0.922,0.868
573,3194Y,POZUELO DE ALARCÓN,MADRID,665.000,40.448,-3.813,10.000,16.770,14.200,0.200,0.194,15.410,1.360,0.878
574,5624X,AGUILAR DE LA FRONTERA,CORDOBA,309.000,37.482,-4.686,10.000,18.517,31.700,0.600,0.203,18.525,-0.008,0.914
575,5726X,GUADALCANAL,SEVILLA,720.000,38.099,-5.819,10.000,17.821,27.400,1.000,0.132,15.928,1.893,0.949
576,6340X,GARRUCHA,ALMERIA,28.000,37.169,-1.829,10.000,22.087,72.900,8.100,0.022,20.999,1.088,0.951
577,5733X,ALMADÉN DE LA PLATA,SEVILLA,450.000,37.791,-6.075,10.000,18.381,29.900,1.200,0.157,17.202,1.179,0.957
578,B334X,LLUCMAJOR,BALEARES,140.000,39.496,2.892,10.000,20.293,52.600,1.500,0.161,20.773,-0.479,0.958
579,7072Y,YESTE,ALBACETE,960.000,38.295,-2.294,10.000,17.251,12.400,0.400,0.214,16.063,1.188,0.958
580,B780X,PORT DE POLLENÇA,BALEARES,2.000,39.909,3.100,10.000,20.503,53.200,3.400,0.168,21.185,-0.683,0.959
581,5107D,DÓLAR,GRANADA,1197.000,37.180,-2.986,10.000,16.691,12.400,0.000,0.214,15.489,1.202,0.961
582,3099Y,OCAÑA,TOLEDO,733.000,39.935,-3.496,10.000,17.339,17.900,0.000,0.169,15.559,1.779,0.961
583,6332Y,CARBONERAS,ALMERIA,222.000,36.942,-1.907,6.000,22.797,63.000,9.000,-0.011,20.272,2.525,0.974
584,C649R,"TELDE, MELENARA",LAS PALMAS,9.000,27.987,-15.378,10.000,21.244,73.100,0.700,0.105,21.931,-0.687,0.976
585,4608X,EL CAMPILLO,HUELVA,415.000,37.677,-6.630,10.000,18.548,31.000,2.100,0.149,17.222,1.325,0.985
586,3576X,VALENCIA DE ALCÁNTARA,CACERES,444.000,39.415,-7.231,10.000,16.800,15.600,0.200,0.213,15.767,1.033,0.990
587,2140A,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135.000,41.464,-3.786,10.000,14.914,11.400,0.400,0.174,12.732,2.182,1.001
588,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15.000,28.113,-15.421,10.000,21.599,76.500,0.200,0.076,21.808,-0.209,1.029
589,C629X,"MOGÁN, PUERTO",LAS PALMAS,10.000,27.816,-15.764,10.000,20.961,64.800,0.600,0.148,21.893,-0.932,1.039
590,C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,24.000,27.918,-15.395,10.000,21.181,68.700,2.000,0.126,21.903,-0.723,1.039
591,5470,FUENTE PALMERA,CORDOBA,120.000,37.753,-5.101,10.000,19.806,44.800,0.400,0.134,19.019,0.787,1.044
592,5298X,ANDÚJAR,JAEN,202.000,38.023,-4.063,9.000,18.615,29.889,0.333,0.231,18.874,-0.259,1.049
593,4007Y,OSSA DE MONTIEL,ALBACETE,905.000,38.966,-2.745,10.000,16.858,14.200,0.000,0.217,15.708,1.150,1.050
594,9115X,VALDEZCARAY,LA RIOJA,1630.000,42.255,-2.968,10.000,11.259,3.100,0.000,0.265,10.381,0.878,1.050
595,4560Y,ALAJAR,HUELVA,572.000,37.869,-6.675,10.000,18.278,30.400,2.600,0.130,16.402,1.876,1.050
596,C614H,TEJEDA,LAS PALMAS,1060.000,27.995,-15.616,10.000,19.645,41.400,19.900,0.072,17.274,2.370,1.051
597,9569A,CALANDA,TERUEL,466.000,40.947,-0.238,10.000,18.400,27.900,0.700,0.175,17.277,1.123,1.064
598,5950X,SAN JOSÉ DEL VALLE,CADIZ,105.000,36.664,-5.783,10.000,20.032,43.300,4.800,0.155,19.527,0.505,1.088
599,C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.000,27.857,-15.645,10.000,19.863,37.900,17.700,0.131,18.454,1.409,1.093
600,8325X,POLINYÀ DE XÚQUER,VALENCIA,11.000,39.184,-0.371,10.000,20.475,54.400,0.900,0.136,20.327,0.148,1.099
601,7121A,CALASPARRA,MURCIA,350.000,38.234,-1.702,10.000,19.561,41.500,0.200,0.158,18.969,0.592,1.105
602,C139E,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33.000,28.633,-17.755,10.000,21.029,69.100,0.100,0.074,20.537,0.492,1.111
603,8050X,JÁVEA/ XÀBIA,ALICANTE,15.000,38.784,0.167,10.000,20.394,51.200,2.500,0.172,20.763,-0.368,1.118
604,3129,MADRID AEROPUERTO,MADRID,609.000,40.467,-3.556,10.000,17.701,21.800,0.100,0.160,15.737,1.964,1.122
605,0194D,"CORBERA, PUIG D'AGULLES",BARCELONA,647.000,41.408,1.885,9.000,18.113,24.889,1.111,0.188,16.981,1.132,1.124
606,7066Y,"YESTE, EMBALSE FUENSANTA",ALBACETE,680.000,38.393,-2.219,10.000,17.939,17.300,0.200,0.233,17.244,0.696,1.126
607,3330Y,ROZAS DE PUERTO REAL,MADRID,890.000,40.313,-4.487,10.000,16.136,11.100,0.000,0.200,14.271,1.866,1.129
608,C939T,"FRONTERA, SABINOSA",STA. CRUZ DE TENERIFE,20.000,27.756,-18.108,10.000,21.302,76.000,0.200,0.062,21.022,0.279,1.129
609,8293X,XÀTIVA,VALENCIA,88.000,39.002,-0.523,10.000,20.573,55.800,1.100,0.117,20.053,0.520,1.130
610,3516X,PIORNAL,CACERES,1260.000,40.121,-5.832,10.000,15.268,8.500,0.000,0.157,12.290,2.978,1.134
611,9562X,MORELLA,CASTELLON,990.000,40.622,-0.102,10.000,16.272,13.100,0.000,0.233,15.259,1.013,1.134
612,3547X,VALVERDE DEL FRESNO,CACERES,450.000,40.207,-6.896,10.000,17.885,26.700,1.500,0.120,15.360,2.525,1.151
613,4584X,EL CERRO DE ANDÉVALO,HUELVA,270.000,37.732,-6.942,10.000,18.677,30.800,2.300,0.179,17.702,0.975,1.157
614,9550C,"ANDORRA, HORCALLANA",TERUEL,762.000,40.974,-0.408,10.000,17.086,18.200,0.400,0.211,15.911,1.175,1.161
615,3111D,SOMOSIERRA,MADRID,1454.000,41.136,-3.580,9.000,12.820,0.444,0.000,0.268,11.632,1.188,1.164
616,3540X,ZARZA LA MAYOR,CACERES,336.000,39.871,-6.860,10.000,17.850,25.800,2.200,0.160,16.082,1.768,1.177
617,6293X,ROQUETAS DE MAR,ALMERIA,3.000,36.687,-2.702,9.000,20.591,52.556,3.000,0.179,21.093,-0.502,1.182
618,5582A,LOJA,GRANADA,593.000,37.161,-4.153,9.000,19.683,35.889,2.111,0.118,17.693,1.990,1.186
619,9195C,"ASTÚN, LA RACA",HUESCA,2276.000,42.793,-0.505,5.000,9.596,0.000,0.000,0.260,8.142,1.453,1.197
620,1583X,O BARCO DE VALDEORRAS,OURENSE,315.000,42.416,-6.993,10.000,15.975,5.300,0.000,0.242,14.503,1.473,1.199
621,B760X,POLLENÇA,BALEARES,45.000,39.877,3.024,10.000,20.079,48.800,2.700,0.212,20.991,-0.912,1.211
622,9718X,TORDERA - GRANYANELLA,LLEIDA,463.000,41.681,1.223,10.000,17.994,25.000,0.200,0.218,17.361,0.632,1.217
623,2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798.000,41.192,-3.475,9.000,12.326,1.444,0.000,0.224,10.142,2.184,1.235
624,9111,BELORADO,BURGOS,820.000,42.421,-3.170,9.000,12.372,0.333,0.000,0.393,13.718,-1.346,1.255
625,B275E,"SON BONET, AEROPUERTO",BALEARES,47.000,39.606,2.707,6.000,21.819,65.000,5.167,0.085,21.038,0.781,1.265
626,9302Y,TUDELA,NAVARRA,297.000,42.056,-1.609,10.000,17.954,21.900,0.200,0.208,16.798,1.156,1.267
627,6058I,ESTEPONA,MALAGA,19.000,36.417,-5.155,10.000,20.407,48.500,1.400,0.170,20.289,0.118,1.270
628,4575X,VALVERDE DEL CAMINO,HUELVA,280.000,37.575,-6.768,10.000,18.322,23.000,1.200,0.235,17.822,0.499,1.271
629,8376,JABALOYAS,TERUEL,1430.000,40.236,-1.412,10.000,14.763,6.700,0.100,0.235,13.111,1.653,1.274
630,8203O,ZARRA,VALENCIA,856.000,39.083,-1.101,9.000,18.705,26.889,1.556,0.142,16.453,2.253,1.283
631,2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",SALAMANCA,1960.000,40.355,-5.690,9.000,10.944,0.333,0.000,0.250,9.154,1.790,1.288
632,4501X,FUENTE DE CANTOS,BADAJOZ,602.000,38.209,-6.311,10.000,17.599,27.900,1.300,0.178,16.189,1.409,1.292
633,8096,CUENCA,CUENCA,949.000,40.067,-2.132,10.000,16.901,14.100,0.000,0.203,15.041,1.860,1.296
634,2465,SEGOVIA,SEGOVIA,1008.000,40.945,-4.126,10.000,15.382,11.000,0.900,0.212,13.489,1.893,1.312
635,B957,EIVISSA,BALEARES,3.000,38.922,1.441,10.000,20.730,58.300,3.300,0.168,21.197,-0.467,1.314
636,C619X,AGAETE,LAS PALMAS,5.000,28.101,-15.713,10.000,21.537,76.000,1.100,0.100,21.752,-0.215,1.319
637,5910,"ROTA, BASE NAVAL",CADIZ,21.000,36.639,-6.332,10.000,19.796,42.700,1.100,0.194,19.704,0.092,1.320
638,0260X,FOGARS DE MONTCLÚS,BARCELONA,936.000,41.760,2.431,10.000,16.649,16.100,0.200,0.240,15.703,0.946,1.322
639,7237E,MOLINA DE SEGURA,MURCIA,170.000,38.139,-1.159,10.000,19.934,45.500,0.600,0.193,20.012,-0.078,1.324
640,1057B,MATXITXAKO,BIZKAIA,93.000,43.454,-2.753,9.000,17.661,13.000,0.000,0.237,16.370,1.290,1.350
641,3365A,TALAVERA DE LA REINA,TOLEDO,372.000,39.959,-4.864,10.000,17.703,22.000,0.900,0.217,16.607,1.096,1.356
642,B800X,"LA MOLA, MAÓ",ILLES BALEARS,78.000,39.876,4.324,10.000,22.009,68.100,7.000,0.087,21.328,0.681,1.360
643,7103Y,TOBARRA,ALBACETE,615.000,38.588,-1.689,10.000,18.577,26.600,0.300,0.208,17.597,0.979,1.368
644,C129Z,TAZACORTE,SANTA CRUZ DE TENERIFE,62.000,28.596,-17.915,9.000,20.478,57.222,0.111,0.151,20.376,0.102,1.391
645,8446Y,SAGUNT/SAGUNTO,VALENCIA,24.000,39.701,-0.259,10.000,20.054,48.100,2.300,0.183,19.982,0.072,1.395
646,3562X,ALISEDA,CACERES,321.000,39.427,-6.736,10.000,17.967,24.900,1.100,0.192,16.476,1.491,1.396
647,9771C,LLEIDA,LLEIDA,186.000,41.626,0.598,10.000,18.685,32.500,0.000,0.222,18.368,0.316,1.399
648,4091Y,VILLARROBLEDO,ALBACETE,718.000,39.262,-2.593,10.000,17.395,14.100,0.000,0.250,16.387,1.008,1.400
649,B954,"IBIZA, AEROPUERTO",ILLES BALEARS,6.000,38.876,1.384,10.000,21.325,65.600,4.300,0.124,21.193,0.132,1.412
650,C129V,FUENCALIENTE,STA. CRUZ DE TENERIFE,19.000,28.455,-17.841,10.000,21.275,74.500,0.300,0.075,20.680,0.595,1.432
651,5891X,LAS CABEZAS DE SAN JUAN,SEVILLA,105.000,36.953,-5.847,10.000,19.161,36.500,0.800,0.234,19.319,-0.158,1.436
652,C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.000,27.920,-15.574,10.000,19.481,40.800,16.100,0.135,17.772,1.709,1.454
653,5790Y,"SEVILLA, TABLADA",SEVILLA,9.000,37.364,-6.006,10.000,19.916,43.800,1.400,0.182,19.415,0.501,1.470
654,3565X,BROZAS,CACERES,425.000,39.618,-6.745,10.000,17.288,23.400,1.400,0.208,15.899,1.389,1.479
655,4075Y,VILLARES DEL SAZ,CUENCA,870.000,39.840,-2.503,10.000,17.296,15.900,0.000,0.209,15.391,1.905,1.484
656,B825B,ES MERCADAL,ILLES BALEARS,80.000,39.991,4.086,10.000,20.716,59.800,1.800,0.175,21.159,-0.443,1.485
657,3526X,CORIA,CACERES,313.000,40.004,-6.558,10.000,18.755,33.700,1.400,0.122,16.209,2.546,1.494
658,B410B,SANTANYÍ,BALEARES,45.000,39.340,3.146,10.000,21.057,62.100,3.000,0.163,21.378,-0.321,1.501
659,5972X,SAN FERNANDO,CADIZ,28.000,36.466,-6.206,10.000,21.147,60.400,5.000,0.094,19.831,1.316,1.508
660,4245X,GUADALUPE,CACERES,660.000,39.455,-5.333,10.000,17.350,22.600,0.600,0.193,15.504,1.847,1.527
661,6201X,ALGARROBO,MALAGA,35.000,36.756,-4.044,10.000,20.114,49.400,0.500,0.206,20.414,-0.301,1.530
662,C629Q,"MOGÁN, PUERTO RICO",LAS PALMAS,10.000,27.780,-15.711,10.000,21.639,83.400,0.800,0.095,21.935,-0.296,1.531
663,1037Y,ZUMARRAGA,GIPUZKOA,431.000,43.080,-2.317,10.000,14.063,1.500,0.100,0.405,15.302,-1.238,1.535
664,5210X,VILLANUEVA DEL ARZOBISPO,JAEN,680.000,38.175,-2.998,9.000,19.191,40.222,0.667,0.125,17.095,2.096,1.540
665,5641X,ÉCIJA,SEVILLA,130.000,37.516,-5.085,10.000,19.282,37.800,1.000,0.225,19.133,0.150,1.557
666,5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.000,37.810,-4.462,10.000,19.865,47.400,1.100,0.140,18.546,1.320,1.567
667,7096B,HELLÍN,ALBACETE,605.000,38.542,-1.703,10.000,18.808,29.400,0.300,0.207,17.665,1.143,1.568
668,4116I,ALMAGRO / FAMET,CIUDAD REAL,626.000,38.951,-3.742,10.000,17.778,23.500,0.000,0.223,16.561,1.218,1.570
669,0016A,REUS AEROPUERTO,TARRAGONA,71.000,41.145,1.164,10.000,20.064,49.300,1.900,0.164,19.383,0.681,1.579
670,8178D,ALBACETE,ALBACETE,674.000,39.006,-1.862,10.000,18.416,27.200,0.500,0.203,17.011,1.405,1.584
671,5656,FUENTES DE ANDALUCÍA,SEVILLA,165.000,37.497,-5.433,10.000,20.070,45.100,2.300,0.156,18.864,1.206,1.608
672,9772X,LA POBLA DE CÉRVOLES,LLEIDA,673.000,41.366,0.914,10.000,17.716,24.600,0.600,0.224,16.536,1.180,1.616
673,6057X,MANILVA,MALAGA,140.000,36.378,-5.260,10.000,20.864,55.200,1.200,0.128,19.750,1.114,1.622
674,3266A,PUERTO ALTO DEL LEÓN,MADRID,1530.000,40.706,-4.141,10.000,13.038,3.000,0.000,0.272,11.369,1.669,1.624
675,3168D,GUADALAJARA,GUADALAJARA,727.000,40.630,-3.150,10.000,17.798,23.000,0.200,0.168,15.270,2.528,1.624
676,7031,SAN JAVIER AEROPUERTO,MURCIA,4.000,37.789,-0.803,10.000,21.620,66.200,8.000,0.120,21.087,0.533,1.625
677,C929I,HIERRO AEROPUERTO,SANTA CRUZ DE TENERIFE,32.000,27.819,-17.889,10.000,21.593,83.000,0.000,0.064,21.011,0.582,1.638
678,9677,PORT AINÉ,LLEIDA,2410.000,42.410,1.215,6.000,8.463,0.000,0.000,0.360,8.440,0.024,1.650
679,9776D,ELS TORMS,LLEIDA,495.000,41.394,0.735,9.000,18.157,22.556,0.556,0.245,17.225,0.932,1.655
680,0073X,SITGES,BARCELONA,58.000,41.244,1.853,10.000,20.093,52.000,0.300,0.172,19.631,0.462,1.660
681,4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,533.000,39.084,-4.622,9.000,16.924,13.778,0.111,0.300,16.555,0.369,1.663
682,5346X,CARDEÑA,CORDOBA,720.000,38.187,-4.272,10.000,18.110,27.700,0.700,0.196,16.443,1.667,1.675
683,9947X,LA POBLA DE MASSALUCA,TARRAGONA,370.000,41.177,0.353,10.000,18.967,35.000,0.500,0.195,17.765,1.202,1.692
684,9924X,FRAGA,HUESCA,170.000,41.525,0.356,10.000,19.370,39.800,0.100,0.191,18.413,0.957,1.696
685,4411C,ALCUESCAR,CACERES,467.000,39.197,-6.231,10.000,17.644,26.300,1.500,0.211,16.175,1.469,1.697
686,5796,MORÓN DE LA FRONTERA,SEVILLA,87.000,37.164,-5.611,10.000,19.108,38.900,0.800,0.250,19.349,-0.241,1.704
687,5000C,CEUTA,CEUTA,87.000,35.889,-5.347,9.000,20.864,59.444,0.889,0.145,20.260,0.604,1.715
688,C449F,ANAGA,SANTA CRUZ DE TENERIFE,19.000,28.508,-16.196,10.000,21.672,76.700,2.900,0.098,21.253,0.418,1.719
689,4436Y,ALMENDRALEJO,BADAJOZ,371.000,38.689,-6.361,10.000,18.023,27.300,0.400,0.225,16.868,1.156,1.723
690,5783,SEVILLA AEROPUERTO,SEVILLA,34.000,37.417,-5.879,10.000,20.116,47.300,1.600,0.177,19.320,0.796,1.738
691,6268Y,"MOTRIL, PUERTO",GRANADA,3.000,36.724,-3.529,7.000,21.603,65.000,3.857,0.118,20.763,0.839,1.741
692,8059C,ALCOI/ALCOY,ALICANTE,530.000,38.711,-0.460,10.000,18.999,32.600,0.900,0.233,18.342,0.657,1.752
693,7026X,TORRE-PACHECO,MURCIA,50.000,37.739,-0.968,10.000,20.601,54.200,3.100,0.205,20.858,-0.257,1.753
694,6205X,TORROX,MALAGA,3.000,36.726,-3.957,8.000,20.386,43.750,1.375,0.237,20.604,-0.218,1.755
695,6076X,"MARBELLA, PUERTO",MALAGA,2.000,36.484,-4.953,10.000,20.614,53.800,1.300,0.185,20.395,0.219,1.766
696,2462,PUERTO DE NAVACERRADA,MADRID,1892.000,40.793,-4.011,10.000,12.235,1.000,0.000,0.254,9.790,2.445,1.773
697,B860X,CIUTADELLA,ILLES BALEARS,20.000,39.993,3.854,10.000,21.030,60.300,4.500,0.190,21.332,-0.303,1.786
698,4499X,MONESTERIO,BADAJOZ,771.000,38.081,-6.272,10.000,17.084,22.500,0.600,0.227,15.551,1.533,1.787
699,9574B,"CASPE, PLANA DEL PILÓN",ZARAGOZA,215.000,41.242,-0.069,9.000,19.433,40.333,0.111,0.185,18.241,1.192,1.788
700,0042Y,TARRAGONA,TARRAGONA,55.000,41.124,1.249,10.000,20.706,58.700,2.000,0.128,19.498,1.209,1.822
701,9546B,HIJAR,TERUEL,305.000,41.172,-0.442,10.000,18.599,29.700,0.300,0.239,17.757,0.841,1.824
702,4103X,TOMELLOSO,CIUDAD REAL,662.000,39.169,-3.007,10.000,17.723,19.200,0.500,0.258,16.536,1.187,1.836
703,8036Y,BENIDORM,ALICANTE,36.000,38.544,-0.138,9.000,21.268,61.667,3.111,0.150,20.713,0.556,1.844
704,9561X,CASTELLOTE,TERUEL,755.000,40.798,-0.315,10.000,17.680,23.600,0.800,0.226,16.088,1.592,1.853
705,4339X,CAÑAMERO,CACERES,590.000,39.314,-5.369,10.000,17.576,26.500,1.700,0.213,15.885,1.691,1.859
706,5788X,"TOMARES, ZAUDÍN",SEVILLA,84.000,37.362,-6.060,8.000,19.303,37.000,0.875,0.246,19.071,0.232,1.863
707,5473X,AZUAGA,BADAJOZ,581.000,38.268,-5.686,10.000,17.768,29.400,1.000,0.223,16.473,1.295,1.874
708,4386B,LLERENA,BADAJOZ,655.000,38.232,-6.017,10.000,18.148,32.800,2.100,0.176,16.053,2.096,1.890
709,3268C,ALPEDRETE,MADRID,924.000,40.660,-4.018,10.000,16.925,18.500,0.000,0.188,14.076,2.849,1.904
710,6050X,GAUCÍN,MALAGA,594.000,36.519,-5.319,10.000,18.520,30.600,0.600,0.246,17.667,0.853,1.960
711,0158X,MONISTROL DE MONTSERRAT,BARCELONA,738.000,41.594,1.839,10.000,18.306,27.700,1.400,0.209,16.450,1.856,1.961
712,B248,"SIERRA DE ALFABIA, BUNYOLA",ILLES BALEARS,1030.000,39.735,2.713,9.000,17.999,26.889,1.667,0.238,16.690,1.310,1.979
713,7244X,ORIHUELA,ALICANTE,26.000,38.068,-0.981,10.000,20.914,60.400,2.100,0.185,20.748,0.166,2.015
714,C229J,PÁJARA,LAS PALMAS,15.000,28.049,-14.358,10.000,21.760,76.400,2.000,0.164,22.242,-0.482,2.031
715,B434X,PORTOCOLOM  ,ILLES BALEARS,17.000,39.414,3.272,10.000,21.607,68.000,6.000,0.167,21.499,0.108,2.065
716,3503,GUIJO DE GRANADILLA,CACERES,393.000,40.189,-6.168,10.000,18.522,32.800,1.100,0.164,15.887,2.634,2.069
717,C449C,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36.000,28.463,-16.255,10.000,21.892,79.900,3.400,0.101,21.186,0.706,2.077
718,9901X,HUESCA,HUESCA,463.000,42.139,-0.395,10.000,18.180,30.800,0.200,0.216,16.472,1.707,2.094
719,4358X,DON BENITO,BADAJOZ,274.000,38.956,-5.881,10.000,18.745,32.900,0.700,0.222,17.296,1.448,2.111
720,4340,NAVALVILLAR DE PELA,BADAJOZ,313.000,39.103,-5.461,10.000,18.938,34.100,0.900,0.209,17.188,1.751,2.170
721,5181D,ARROYO DEL OJANCO,JAEN,580.000,38.315,-2.890,9.000,19.909,39.667,1.111,0.160,17.480,2.428,2.178
722,0429X,FIGUERES,GIRONA,45.000,42.259,2.960,10.000,20.523,52.300,3.000,0.182,19.449,1.074,2.186
723,3337U,CEBREROS,AVILA,850.000,40.468,-4.456,10.000,17.128,21.500,0.100,0.204,14.358,2.770,2.187
724,3423I,MADRIGAL DE LA VERA,CACERES,464.000,40.154,-5.373,10.000,18.467,32.700,1.300,0.177,15.895,2.572,2.201
725,8058X,OLIVA,VALENCIA,1.000,38.904,-0.065,6.000,20.565,45.000,3.667,0.261,20.662,-0.097,2.201
726,3514B,TORNAVACAS,CACERES,991.000,40.259,-5.678,10.000,16.961,21.600,0.500,0.171,13.427,3.534,2.224
727,5515D,VÍZNAR,GRANADA,1258.000,37.237,-3.551,10.000,18.567,33.900,2.900,0.130,14.979,3.588,2.246
728,B051A,"SÓLLER, PUERTO",BALEARES,5.000,39.796,2.691,7.000,22.768,71.000,13.000,0.101,21.094,1.674,2.292
729,4267X,HINOJOSA DEL DUQUE,CORDOBA,551.000,38.499,-5.121,10.000,17.733,25.400,0.200,0.279,16.665,1.068,2.306
730,9961X,CABACÉS,TARRAGONA,363.000,41.249,0.735,10.000,19.230,39.800,2.000,0.220,17.891,1.339,2.309
731,7158X,ARCHENA,MURCIA,150.000,38.128,-1.306,10.000,20.817,57.200,3.000,0.192,20.051,0.766,2.336
732,8177A,CHINCHILLA,ALBACETE,880.000,38.938,-1.659,7.000,16.091,7.000,0.143,0.397,16.235,-0.144,2.338
733,6127X,ÁLORA,MALAGA,172.000,36.855,-4.697,9.000,20.949,59.889,4.000,0.153,19.515,1.434,2.352
734,5304Y,PUERTOLLANO,CIUDAD REAL,665.000,38.669,-4.059,10.000,18.956,37.500,1.400,0.177,16.454,2.502,2.355
735,7228,"ALCANTARILLA, BASE AÉREA",MURCIA,75.000,37.958,-1.229,10.000,20.771,58.600,2.500,0.213,20.514,0.257,2.362
736,3469A,CÁCERES,CACERES,394.000,39.471,-6.339,10.000,18.700,33.900,1.400,0.195,16.277,2.423,2.391
737,7031X,SAN JAVIER AEROPUERTO,MURCIA,4.000,37.778,-0.806,10.000,21.783,67.800,9.400,0.165,21.093,0.690,2.392
738,3338,ROBLEDO DE CHAVELA,MADRID,770.000,40.429,-4.249,9.000,17.337,21.444,0.222,0.231,14.806,2.531,2.405
739,B301,"LLUCMAJOR, RADAR",BALEARES,113.000,39.380,2.785,10.000,20.976,62.500,2.300,0.213,20.924,0.052,2.410
740,7209,LORCA,MURCIA,312.000,37.656,-1.687,10.000,19.941,46.200,0.400,0.252,19.507,0.434,2.455
741,3386A,NAVALVILLAR DE IBOR,CACERES,923.000,39.592,-5.392,10.000,17.643,27.300,0.500,0.177,14.253,3.390,2.461
742,5598X,BENAMEJÍ,CORDOBA,465.000,37.231,-4.548,10.000,19.703,46.200,1.300,0.197,18.058,1.645,2.471
743,3305Y,NAVAHERMOSA,TOLEDO,750.000,39.631,-4.477,10.000,18.418,30.500,1.500,0.181,15.318,3.100,2.478
744,8416X,"VALENCIA, UPV",VALENCIA,6.000,39.479,-0.337,9.000,21.539,63.667,2.778,0.154,20.173,1.367,2.482
745,6032X,RONDA INSTITUTO,MALAGA,760.000,36.750,-5.169,10.000,19.036,36.900,2.900,0.204,16.855,2.181,2.489
746,6083X,MARBELLA,MALAGA,2.000,36.483,-4.740,8.000,21.668,62.000,8.625,0.169,20.474,1.194,2.501
747,5919X,OLVERA,CADIZ,530.000,36.932,-5.259,10.000,19.269,41.300,4.100,0.220,17.704,1.565,2.522
748,C329Z,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15.000,28.090,-17.111,10.000,22.059,84.000,2.500,0.116,21.199,0.860,2.539
749,7012D,"CARTAGENA, TENTEGORRA",MURCIA,56.000,37.604,-1.023,10.000,20.982,60.200,3.800,0.229,20.897,0.085,2.540
750,6364X,ALBOX,ALMERIA,508.000,37.407,-2.151,10.000,20.138,48.600,1.700,0.202,18.644,1.494,2.549
751,7261X,ROJALES,ALICANTE,31.000,38.088,-0.715,10.000,21.432,68.500,3.100,0.179,20.811,0.621,2.569
752,B603X,ARTÀ-COLÒNIA DE SANT PERE,BALEARES,99.000,39.723,3.279,10.000,21.442,63.300,5.200,0.203,20.949,0.493,2.580
753,3436D,GARGANTA LA OLLA,CACERES,690.000,40.111,-5.785,10.000,18.626,35.700,1.500,0.138,14.789,3.837,2.590
754,3475X,CAÑAVERAL,CACERES,373.000,39.791,-6.376,10.000,19.436,40.400,5.800,0.149,16.151,3.285,2.590
755,5515X,GRANADA-CARTUJA,GRANADA,775.000,37.190,-3.596,10.000,19.049,37.500,0.700,0.223,17.090,1.959,2.635
756,9434P,"ZARAGOZA, VALDESPARTERA",ZARAGOZA,258.000,41.621,-0.935,10.000,19.274,37.900,0.600,0.230,17.493,1.781,2.636
757,5612X,LORA DE ESTEPA,SEVILLA,450.000,37.270,-4.827,10.000,19.986,46.300,6.000,0.193,17.995,1.991,2.636
758,6307X,LÁUJAR DE ANDARAX,ALMERIA,1510.000,37.033,-2.913,10.000,17.387,21.000,1.400,0.224,14.250,3.137,2.661
759,4095Y,BELMONTE,CUENCA,745.000,39.555,-2.706,10.000,18.590,27.900,0.200,0.230,16.041,2.549,2.677
760,3455X,JARAICEJO,CACERES,559.000,39.670,-5.808,10.000,18.556,36.700,2.800,0.185,15.630,2.926,2.694
761,4347X,ZORITA,CACERES,413.000,39.283,-5.710,10.000,18.923,36.500,4.700,0.212,16.547,2.375,2.704
762,7023X,FUENTE ÁLAMO DE MURCIA,MURCIA,140.000,37.726,-1.167,10.000,21.113,63.400,3.000,0.202,20.402,0.711,2.704
763,0385X,L'ESTARTIT,GIRONA,1.000,42.054,3.201,10.000,20.894,57.100,2.300,0.209,19.860,1.034,2.724
764,9839V,"CERLER, COGULLA",HUESCA,2374.000,42.555,0.543,7.000,8.960,0.000,0.000,0.412,8.255,0.705,2.752
765,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249.000,41.661,-1.004,10.000,19.361,40.300,0.400,0.229,17.481,1.879,2.788
