indicativo,temporada,nombre,provincia,altitud,dias_tmin,dias_tmax,noches_calefaccion,noches_frias,heladas,heladas_fuertes,calefaccion_nucleo,heladas_nucleo,dias_terraza,dias_terraza_20,dias_lluvia,racha_terraza,racha_sin_terraza,racha_heladas,tmin_p05,tmin_min,tmin_min_fecha,tmax_max,tmax_max_fecha
C019V,2025-26,YAIZA PLAYA BLANCA,LAS PALMAS,6,151,151,0,0,0,0,0,0,150,120,23,108,1,0,12.7,10.5,2026-01-09,27.6,2025-11-02
C029O,2017-18,LANZAROTE AEROPUERTO,LAS PALMAS,14,151,151,4,0,0,0,4,0,147,129,19,89,2,0,11.2,7.6,2018-02-07,28.3,2018-03-28
C029O,2018-19,LANZAROTE AEROPUERTO,LAS PALMAS,14,151,151,0,0,0,0,0,0,151,142,8,151,0,0,11.8,10.8,2019-02-09,26.3,2019-03-10
C029O,2019-20,LANZAROTE AEROPUERTO,LAS PALMAS,14,152,152,0,0,0,0,0,0,152,149,7,152,0,0,12.1,10.3,2020-01-22,32.3,2019-11-02
C029O,2020-21,LANZAROTE AEROPUERTO,LAS PALMAS,14,149,149,0,0,0,0,0,0,147,137,20,53,1,0,11.7,10.4,2021-01-20,30.7,2020-11-17
C029O,2021-22,LANZAROTE AEROPUERTO,LAS PALMAS,14,150,150,1,0,0,0,0,0,149,143,12,125,1,0,11.9,9.5,2022-03-14,29.3,2022-02-02
C029O,2022-23,LANZAROTE AEROPUERTO,LAS PALMAS,14,150,150,0,0,0,0,0,0,150,145,7,117,0,0,11.7,10.4,2023-02-16,34.4,2023-03-30
C029O,2023-24,LANZAROTE AEROPUERTO,LAS PALMAS,14,152,152,0,0,0,0,0,0,152,152,9,152,0,0,13.2,11.9,2024-03-24,31.9,2023-11-13
C029O,2024-25,LANZAROTE AEROPUERTO,LAS PALMAS,14,151,151,0,0,0,0,0,0,151,151,6,151,0,0,12.6,11.2,2025-01-05,32.2,2024-11-10
C029O,2025-26,LANZAROTE AEROPUERTO,LAS PALMAS,14,151,151,0,0,0,0,0,0,150,145,25,108,1,0,12.1,10.4,2026-02-17,30.6,2025-11-05
C038N,2017-18,HARÍA,LAS PALMAS,277,150,150,11,0,0,0,11,0,94,47,17,23,19,0,9.5,8.3,2018-02-08,28.5,2017-11-28
C038N,2018-19,HARÍA,LAS PALMAS,277,151,151,7,0,0,0,7,0,122,50,12,30,6,0,10.2,8.7,2019-01-10,25.0,2019-02-23
C038N,2019-20,HARÍA,LAS PALMAS,277,150,150,1,0,0,0,1,0,129,61,10,26,5,0,10.7,8.7,2020-01-15,26.9,2019-11-02
C038N,2020-21,HARÍA,LAS PALMAS,277,151,151,6,0,0,0,6,0,114,53,34,25,11,0,10.1,8.9,2021-01-19,30.7,2020-11-18
C038N,2021-22,HARÍA,LAS PALMAS,277,150,150,5,0,0,0,2,0,124,61,14,25,5,0,10.4,8.7,2022-03-14,27.2,2022-02-02
C038N,2022-23,HARÍA,LAS PALMAS,277,151,151,6,0,0,0,6,0,122,90,23,77,10,0,10.4,7.9,2023-02-16,29.4,2023-03-30
C038N,2023-24,HARÍA,LAS PALMAS,277,151,151,0,0,0,0,0,0,148,104,13,90,1,0,11.5,10.7,2024-03-24,31.4,2024-03-16
C038N,2024-25,HARÍA,LAS PALMAS,277,150,150,5,0,0,0,5,0,139,69,12,28,3,0,10.7,8.8,2025-02-09,30.5,2024-11-08
C038N,2025-26,HARÍA,LAS PALMAS,277,151,151,3,0,0,0,3,0,92,49,39,41,22,0,10.4,8.8,2026-02-17,29.7,2025-11-04
C048W,2017-18,TINAJO,LAS PALMAS,275,151,151,12,0,0,0,12,0,92,51,21,36,20,0,9.4,7.6,2018-02-08,28.8,2018-03-28
C048W,2018-19,TINAJO,LAS PALMAS,275,150,150,2,0,0,0,2,0,116,53,13,36,16,0,10.4,8.9,2019-02-09,26.5,2019-02-13
C048W,2019-20,TINAJO,LAS PALMAS,275,144,144,2,0,0,0,2,0,119,54,11,23,3,0,10.7,9.8,2020-01-17,28.3,2020-03-11
C048W,2020-21,TINAJO,LAS PALMAS,275,151,151,7,0,0,0,7,0,108,54,26,25,7,0,10.2,8.8,2021-01-18,31.3,2020-11-17
C048W,2021-22,TINAJO,LAS PALMAS,275,143,143,3,0,0,0,2,0,110,50,9,19,5,0,10.6,9.2,2022-03-14,27.9,2022-02-02
C048W,2022-23,TINAJO,LAS PALMAS,275,149,149,6,0,0,0,6,0,114,86,9,37,11,0,10.7,9.2,2023-02-16,33.6,2023-03-30
C048W,2023-24,TINAJO,LAS PALMAS,275,151,151,0,0,0,0,0,0,146,104,11,74,2,0,12.1,10.7,2024-03-24,32.5,2024-03-16
C048W,2024-25,TINAJO,LAS PALMAS,275,148,148,4,0,0,0,4,0,130,73,13,26,7,0,10.6,8.3,2025-02-09,31.8,2024-11-09
C048W,2025-26,TINAJO,LAS PALMAS,275,151,151,3,0,0,0,2,0,94,51,37,41,12,0,10.7,8.9,2026-01-09,32.8,2025-11-04
C101A,2019-20,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223,141,141,138,55,20,1,91,10,3,0,12,2,97,7,-1.4,-3.5,2020-01-23,19.7,2020-03-02
C101A,2020-21,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223,150,150,146,95,22,5,88,14,2,0,38,1,70,7,-2.7,-4.1,2021-01-11,18.6,2020-11-10
C101A,2021-22,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223,151,151,147,104,26,1,90,16,1,0,30,1,148,5,-1.9,-3.1,2022-03-15,19.4,2021-11-03
C101A,2022-23,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223,150,150,134,73,24,1,89,24,7,2,28,3,114,11,-2.3,-3.3,2023-01-31,21.4,2023-03-30
C101A,2023-24,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223,152,152,132,50,11,0,84,0,14,3,23,5,43,4,-0.8,-2.4,2024-03-03,20.5,2024-02-17
C101A,2024-25,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223,151,151,144,84,16,0,87,4,0,0,32,0,151,8,-0.8,-2.7,2025-03-04,17.5,2025-02-23
C101A,2025-26,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223,151,151,147,96,22,3,89,13,3,0,35,2,99,5,-1.6,-3.9,2026-03-03,19.3,2025-11-02
C117A,2017-18,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,151,151,63,0,0,0,49,0,59,32,32,20,21,0,8.1,7.8,2018-03-17,28.9,2017-11-12
C117A,2018-19,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,151,151,61,0,0,0,39,0,76,44,23,16,21,0,8.5,7.4,2019-01-23,26.0,2019-03-11
C117A,2019-20,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,152,152,36,0,0,0,26,0,86,56,18,21,12,0,9.0,7.5,2020-01-22,28.6,2019-11-02
C117A,2020-21,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,151,151,54,0,0,0,35,0,48,25,37,19,23,0,8.2,5.5,2021-02-05,28.7,2020-11-01
C117A,2021-22,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,150,150,40,0,0,0,19,0,69,28,29,15,20,0,8.7,6.7,2022-03-15,24.5,2022-02-07
C117A,2022-23,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,151,151,31,0,0,0,29,0,81,53,24,29,35,0,8.7,7.8,2023-02-11,34.1,2023-03-31
C117A,2023-24,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,152,152,4,0,0,0,1,0,124,71,18,35,7,0,10.1,8.3,2024-03-23,29.3,2023-11-14
C117A,2024-25,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,151,151,48,0,0,0,27,0,64,32,38,38,34,0,8.9,6.4,2024-12-24,28.9,2024-11-11
C117A,2025-26,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,147,148,64,0,0,0,37,0,51,25,42,11,55,0,8.0,6.7,2026-03-19,30.5,2025-11-03
C117Z,2017-18,TIJARAFE,STA. CRUZ DE TENERIFE,733,151,151,44,0,0,0,35,0,62,26,22,19,21,0,8.6,8.2,2018-01-29,28.3,2017-11-12
C117Z,2018-19,TIJARAFE,STA. CRUZ DE TENERIFE,733,151,151,36,0,0,0,28,0,84,36,13,15,22,0,9.2,8.4,2019-02-19,26.0,2019-03-11
C117Z,2019-20,TIJARAFE,STA. CRUZ DE TENERIFE,733,152,152,19,0,0,0,12,0,88,52,6,23,10,0,9.5,7.7,2020-03-23,28.1,2019-11-02
C117Z,2020-21,TIJARAFE,STA. CRUZ DE TENERIFE,733,151,151,37,0,0,0,24,0,56,29,25,16,25,0,8.8,5.5,2021-02-05,28.8,2020-11-01
C117Z,2021-22,TIJARAFE,STA. CRUZ DE TENERIFE,733,151,151,19,0,0,0,6,0,72,25,17,13,9,0,9.4,7.3,2022-03-15,24.4,2022-02-07
C117Z,2022-23,TIJARAFE,STA. CRUZ DE TENERIFE,733,151,151,23,0,0,0,23,0,79,49,17,23,47,0,9.3,8.0,2023-02-16,33.5,2023-03-31
C117Z,2023-24,TIJARAFE,STA. CRUZ DE TENERIFE,733,152,152,2,0,0,0,0,0,121,69,19,28,5,0,10.5,9.2,2024-03-29,28.5,2023-11-14
C117Z,2024-25,TIJARAFE,STA. CRUZ DE TENERIFE,733,151,151,18,0,0,0,2,0,67,35,24,16,23,0,9.4,8.6,2025-03-09,28.7,2024-11-10
C117Z,2025-26,TIJARAFE,STA. CRUZ DE TENERIFE,733,151,151,38,0,0,0,20,0,66,31,24,11,35,0,8.6,6.5,2026-03-19,32.0,2025-11-03
C126A,2017-18,EL PASO,STA. CRUZ DE TENERIFE,844,151,151,89,10,0,0,64,0,50,22,36,9,21,0,4.8,3.5,2017-12-25,27.3,2017-11-12
C126A,2018-19,EL PASO,STA. CRUZ DE TENERIFE,844,151,151,111,6,0,0,68,0,71,39,14,17,20,0,5.2,2.9,2019-01-10,25.7,2019-02-13
C126A,2019-20,EL PASO,STA. CRUZ DE TENERIFE,844,152,152,75,6,0,0,47,0,71,49,16,13,17,0,5.0,3.9,2020-01-16,27.8,2019-11-03
C126A,2020-21,EL PASO,STA. CRUZ DE TENERIFE,844,151,151,107,10,0,0,69,0,39,26,36,11,56,0,4.7,2.8,2021-01-18,26.2,2020-11-17
C126A,2021-22,EL PASO,STA. CRUZ DE TENERIFE,844,151,151,89,5,0,0,55,0,27,12,29,7,36,0,5.6,4.2,2022-03-25,23.4,2022-01-01
C126A,2022-23,EL PASO,STA. CRUZ DE TENERIFE,844,151,151,88,13,0,0,65,0,82,62,29,18,29,0,4.7,3.6,2023-02-07,29.7,2023-03-31
C126A,2023-24,EL PASO,STA. CRUZ DE TENERIFE,844,152,152,78,0,0,0,46,0,110,82,26,23,9,0,6.4,5.1,2024-03-27,30.7,2023-11-15
C126A,2024-25,EL PASO,STA. CRUZ DE TENERIFE,844,146,146,100,14,0,0,62,0,74,44,29,11,16,0,4.6,3.5,2025-01-09,29.6,2024-11-09
C126A,2025-26,EL PASO,STA. CRUZ DE TENERIFE,844,151,151,115,10,0,0,80,0,48,31,35,11,18,0,4.7,2.2,2026-01-26,33.1,2025-11-03
C129V,2017-18,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,151,151,0,0,0,0,0,0,150,138,20,114,1,0,14.4,13.8,2018-02-09,26.2,2017-11-01
C129V,2018-19,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,150,150,0,0,0,0,0,0,150,147,15,145,0,0,15.0,14.0,2018-11-23,27.9,2019-02-13
C129V,2019-20,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,152,152,0,0,0,0,0,0,152,151,10,152,0,0,14.8,12.7,2020-01-22,31.9,2020-02-24
C129V,2020-21,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,151,151,0,0,0,0,0,0,151,147,29,151,0,0,14.4,11.8,2021-02-05,33.1,2020-11-17
C129V,2021-22,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,150,150,0,0,0,0,0,0,150,149,24,127,0,0,15.0,13.0,2022-03-15,26.9,2022-02-10
C129V,2022-23,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,150,150,0,0,0,0,0,0,150,148,18,128,0,0,14.5,13.4,2023-02-16,30.0,2023-03-29
C129V,2023-24,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,152,152,0,0,0,0,0,0,152,152,18,152,0,0,16.2,14.9,2024-03-27,30.2,2023-11-16
C129V,2024-25,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,151,151,0,0,0,0,0,0,151,151,22,151,0,0,15.4,14.2,2025-03-05,31.0,2024-11-09
C129V,2025-26,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,147,147,0,0,0,0,0,0,147,139,21,100,0,0,14.7,13.3,2026-03-19,29.8,2025-11-04
C129Z,2017-18,TAZACORTE,SANTA CRUZ DE TENERIFE,62,140,140,0,0,0,0,0,0,140,136,6,86,0,0,13.9,13.4,2018-02-08,25.2,2017-11-08
C129Z,2018-19,TAZACORTE,SANTA CRUZ DE TENERIFE,62,150,150,0,0,0,0,0,0,150,147,7,147,0,0,14.4,13.8,2019-01-24,30.1,2019-02-11
C129Z,2019-20,TAZACORTE,SANTA CRUZ DE TENERIFE,62,150,150,0,0,0,0,0,0,150,149,3,126,0,0,14.6,13.5,2020-03-23,31.1,2020-02-24
C129Z,2020-21,TAZACORTE,SANTA CRUZ DE TENERIFE,62,151,151,0,0,0,0,0,0,150,141,18,96,1,0,13.9,11.2,2021-02-05,31.9,2020-11-01
C129Z,2021-22,TAZACORTE,SANTA CRUZ DE TENERIFE,62,133,133,0,0,0,0,0,0,133,130,13,88,0,0,14.6,13.5,2022-03-15,28.6,2022-02-10
C129Z,2022-23,TAZACORTE,SANTA CRUZ DE TENERIFE,62,151,151,0,0,0,0,0,0,150,150,10,95,1,0,14.3,13.5,2023-02-11,32.9,2023-03-31
C129Z,2023-24,TAZACORTE,SANTA CRUZ DE TENERIFE,62,151,151,0,0,0,0,0,0,151,151,1,95,0,0,15.6,14.6,2024-03-24,30.5,2023-11-21
C129Z,2024-25,TAZACORTE,SANTA CRUZ DE TENERIFE,62,149,149,0,0,0,0,0,0,149,149,19,97,0,0,15.1,14.2,2025-03-05,31.1,2024-12-15
C139E,2017-18,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,147,148,0,0,0,0,0,0,147,118,35,90,1,0,13.9,12.8,2018-02-24,30.2,2018-03-01
C139E,2018-19,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,151,151,0,0,0,0,0,0,150,134,18,109,1,0,14.2,13.5,2019-03-30,28.3,2019-02-23
C139E,2019-20,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,152,151,0,0,0,0,0,0,151,147,20,144,0,0,14.3,13.3,2020-03-28,30.4,2020-02-03
C139E,2020-21,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,150,150,0,0,0,0,0,0,148,129,35,54,1,0,14.0,11.0,2021-02-05,30.3,2020-11-01
C139E,2021-22,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,151,151,0,0,0,0,0,0,151,137,36,151,0,0,14.2,13.7,2022-03-15,28.8,2021-12-31
C139E,2022-23,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,151,151,0,0,0,0,0,0,151,138,30,151,0,0,13.9,12.4,2023-02-16,29.1,2023-03-31
C139E,2023-24,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,152,152,0,0,0,0,0,0,152,149,15,152,0,0,15.7,14.9,2024-03-03,30.2,2023-11-21
C139E,2024-25,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,150,150,0,0,0,0,0,0,150,132,23,101,0,0,14.5,13.7,2025-03-03,30.0,2024-11-20
C139E,2025-26,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,151,151,0,0,0,0,0,0,150,107,32,128,1,0,14.3,11.4,2026-03-19,29.8,2025-11-04
C148F,2017-18,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,151,151,0,0,0,0,0,0,92,46,51,32,23,0,11.1,10.4,2018-02-06,25.5,2017-11-24
C148F,2019-20,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,152,152,0,0,0,0,0,0,117,61,45,21,8,0,11.7,10.2,2020-01-22,28.5,2020-02-24
C148F,2020-21,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,151,151,2,0,0,0,2,0,97,40,55,25,12,0,11.2,8.2,2021-02-05,27.6,2020-11-01
C148F,2021-22,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,151,151,1,0,0,0,0,0,96,47,56,15,9,0,11.5,9.8,2022-03-14,26.5,2021-12-31
C148F,2022-23,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,151,151,0,0,0,0,0,0,111,80,45,32,11,0,10.9,10.1,2023-02-15,29.2,2023-03-29
C148F,2023-24,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,152,152,0,0,0,0,0,0,138,107,35,35,2,0,12.5,12.2,2024-03-29,28.5,2023-11-21
C148F,2024-25,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,151,151,0,0,0,0,0,0,121,68,51,38,5,0,11.7,11.0,2025-03-03,29.3,2024-12-16
C148F,2025-26,SAN ANDRÉS Y SAUCES,STA. CRUZ DE TENERIFE,362,151,151,2,0,0,0,1,0,87,38,54,21,13,0,11.2,9.4,2026-03-19,27.7,2025-11-04
C229J,2017-18,PÁJARA,LAS PALMAS,15,150,150,0,0,0,0,0,0,145,123,16,58,2,0,13.1,10.2,2018-02-08,33.1,2017-11-11
C229J,2018-19,PÁJARA,LAS PALMAS,15,149,149,0,0,0,0,0,0,149,146,5,120,0,0,14.3,13.5,2019-03-25,27.9,2018-12-06
C229J,2019-20,PÁJARA,LAS PALMAS,15,152,152,0,0,0,0,0,0,152,141,10,152,0,0,14.7,11.9,2020-03-12,33.5,2019-11-02
C229J,2020-21,PÁJARA,LAS PALMAS,15,151,151,0,0,0,0,0,0,150,132,7,96,1,0,14.6,12.0,2021-02-06,32.1,2020-11-17
C229J,2021-22,PÁJARA,LAS PALMAS,15,147,147,0,0,0,0,0,0,147,138,7,93,0,0,14.6,11.6,2022-01-18,29.1,2022-02-02
C229J,2022-23,PÁJARA,LAS PALMAS,15,144,144,0,0,0,0,0,0,144,135,8,41,0,0,14.8,12.6,2023-02-10,36.9,2023-03-30
C229J,2023-24,PÁJARA,LAS PALMAS,15,150,150,0,0,0,0,0,0,150,150,4,71,0,0,16.9,13.8,2024-03-22,31.6,2023-11-14
C229J,2024-25,PÁJARA,LAS PALMAS,15,135,135,0,0,0,0,0,0,135,135,6,83,0,0,16.7,15.7,2025-03-05,32.4,2024-11-09
C229J,2025-26,PÁJARA,LAS PALMAS,15,151,151,0,0,0,0,0,0,149,127,18,79,1,0,15.1,13.6,2026-03-03,29.0,2026-02-22
C239N,2017-18,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,150,150,2,0,0,0,2,0,145,123,6,87,2,0,11.5,9.0,2018-01-31,28.4,2018-03-28
C239N,2018-19,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,151,151,0,0,0,0,0,0,151,129,6,151,0,0,12.1,10.7,2019-01-10,26.7,2018-12-06
C239N,2019-20,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,150,150,4,0,0,0,4,0,150,140,5,92,0,0,11.6,9.0,2020-01-22,31.0,2019-11-02
C239N,2020-21,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,151,151,1,0,0,0,1,0,151,132,6,151,0,0,12.4,9.3,2021-01-20,30.4,2020-11-17
C239N,2021-22,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,151,151,0,0,0,0,0,0,150,138,6,87,1,0,11.6,10.0,2022-02-21,27.9,2022-02-02
C239N,2022-23,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,151,151,2,0,0,0,2,0,151,138,6,151,0,0,11.4,9.9,2023-02-09,34.4,2023-03-30
C239N,2023-24,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,152,152,0,0,0,0,0,0,152,151,7,152,0,0,13.0,11.8,2024-01-07,31.0,2023-11-14
C239N,2024-25,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,151,151,1,0,0,0,1,0,151,150,6,151,0,0,11.5,9.2,2025-01-05,32.5,2024-11-10
C239N,2025-26,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,151,151,0,0,0,0,0,0,150,137,20,108,1,0,11.1,10.5,2026-01-26,28.8,2026-02-22
C248E,2017-18,ANTIGUA,LAS PALMAS,252,121,121,14,0,0,0,13,0,99,66,17,36,5,0,8.6,7.3,2018-01-29,29.4,2018-03-28
C248E,2018-19,ANTIGUA,LAS PALMAS,252,150,150,10,0,0,0,9,0,146,101,11,78,2,0,9.7,8.4,2019-01-16,27.4,2019-02-24
C248E,2019-20,ANTIGUA,LAS PALMAS,252,149,149,5,0,0,0,5,0,140,98,13,46,2,0,10.4,8.0,2020-01-15,29.5,2019-11-02
C248E,2020-21,ANTIGUA,LAS PALMAS,252,137,137,3,0,0,0,3,0,121,85,11,33,4,0,10.2,9.1,2021-01-18,31.5,2020-11-18
C248E,2021-22,ANTIGUA,LAS PALMAS,252,151,151,6,0,0,0,2,0,142,89,11,52,3,0,10.1,8.3,2022-02-21,27.4,2022-02-02
C248E,2022-23,ANTIGUA,LAS PALMAS,252,151,151,9,0,0,0,9,0,141,114,6,78,3,0,9.6,8.1,2023-02-09,33.0,2023-03-12
C248E,2023-24,ANTIGUA,LAS PALMAS,252,152,152,1,0,0,0,0,0,152,137,9,152,0,0,11.4,9.7,2024-03-27,32.4,2024-03-16
C248E,2024-25,ANTIGUA,LAS PALMAS,252,150,150,3,0,0,0,3,0,149,113,16,94,1,0,10.3,9.3,2025-01-05,32.1,2024-11-09
C248E,2025-26,ANTIGUA,LAS PALMAS,252,149,149,9,0,0,0,8,0,130,69,35,32,4,0,9.8,8.7,2026-02-18,32.3,2025-11-04
C249I,2017-18,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,148,147,1,0,0,0,1,0,145,113,9,89,1,0,12.6,9.5,2018-02-08,29.1,2017-11-21
C249I,2018-19,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,151,151,0,0,0,0,0,0,151,138,5,151,0,0,13.4,12.2,2019-02-05,27.0,2019-02-26
C249I,2019-20,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,152,152,0,0,0,0,0,0,152,144,7,152,0,0,12.7,10.5,2020-01-15,28.6,2020-02-05
C249I,2020-21,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,150,150,0,0,0,0,0,0,150,138,11,145,0,0,12.9,10.9,2021-01-20,31.0,2020-11-16
C249I,2021-22,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,150,150,0,0,0,0,0,0,149,140,7,63,1,0,13.0,10.2,2022-03-14,26.9,2021-12-30
C249I,2022-23,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,151,151,0,0,0,0,0,0,151,135,9,151,0,0,13.1,11.6,2023-02-09,30.8,2022-11-13
C249I,2023-24,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,146,146,0,0,0,0,0,0,146,145,3,79,0,0,13.6,12.5,2024-03-24,29.9,2024-01-16
C249I,2024-25,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,151,151,0,0,0,0,0,0,151,147,7,151,0,0,12.6,11.0,2025-01-05,29.4,2024-11-23
C249I,2025-26,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,150,150,0,0,0,0,0,0,149,137,17,69,1,0,12.5,11.8,2025-12-13,26.3,2025-11-05
C258K,2017-18,LA OLIVA,LAS PALMAS,217,151,151,12,0,0,0,12,0,118,71,21,36,15,0,9.2,7.9,2018-01-31,29.3,2017-11-28
C258K,2018-19,LA OLIVA,LAS PALMAS,217,151,151,4,0,0,0,3,0,141,86,16,78,2,0,10.5,8.6,2019-01-10,27.0,2019-02-23
C258K,2019-20,LA OLIVA,LAS PALMAS,217,151,151,8,0,0,0,8,0,145,102,10,61,2,0,10.1,7.6,2020-01-22,29.1,2020-02-05
C258K,2020-21,LA OLIVA,LAS PALMAS,217,151,151,4,0,0,0,4,0,140,96,7,62,4,0,10.4,8.8,2021-01-20,31.8,2020-11-18
C258K,2021-22,LA OLIVA,LAS PALMAS,217,149,149,3,0,0,0,2,0,141,85,10,30,2,0,10.3,7.7,2022-02-21,26.7,2022-02-10
C258K,2022-23,LA OLIVA,LAS PALMAS,217,150,150,8,0,0,0,8,0,140,112,12,58,3,0,9.9,7.8,2023-01-30,31.7,2023-03-12
C258K,2023-24,LA OLIVA,LAS PALMAS,217,152,152,1,0,0,0,0,0,152,136,6,152,0,0,12.1,9.6,2024-03-24,33.6,2024-03-16
C258K,2024-25,LA OLIVA,LAS PALMAS,217,151,151,4,0,0,0,3,0,150,123,13,127,1,0,10.6,9.1,2025-03-02,33.3,2024-11-08
C258K,2025-26,LA OLIVA,LAS PALMAS,217,151,151,9,0,0,0,7,0,134,74,32,42,3,0,9.8,8.9,2026-01-25,31.7,2025-11-04
C314Z,2017-18,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,138,138,110,49,0,0,72,0,16,7,35,3,62,0,2.5,1.3,2018-02-08,23.9,2017-11-12
C314Z,2018-19,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,151,151,124,46,0,0,72,0,10,0,35,3,64,0,3.7,2.7,2019-02-19,19.9,2019-03-13
C314Z,2019-20,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,152,152,105,39,0,0,59,0,19,8,36,4,38,0,3.6,1.9,2020-01-22,24.3,2020-03-04
C314Z,2021-22,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,151,151,131,45,0,0,75,0,11,4,53,3,51,0,3.5,1.4,2022-03-14,22.9,2021-11-02
C314Z,2022-23,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,151,151,105,33,0,0,83,0,46,30,29,10,76,0,3.3,2.5,2023-02-05,26.3,2023-03-12
C314Z,2023-24,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,133,133,87,15,0,0,46,0,38,21,31,14,17,0,4.6,3.2,2024-03-27,24.7,2023-11-12
C314Z,2024-25,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,151,151,116,39,0,0,73,0,30,13,50,8,35,0,4.0,2.7,2025-03-05,25.9,2024-11-09
C314Z,2025-26,"VALLEHERMOSO, ALTO IGUALERO  ",STA. CRUZ DE TENERIFE,1474,126,126,113,44,0,0,57,0,19,15,63,8,33,0,2.6,0.9,2026-03-03,28.5,2025-11-02
C316I,2018-19,ARURE,STA. CRUZ DE TENERIFE,916,151,151,76,0,0,0,46,0,56,31,35,9,20,0,7.4,5.8,2019-02-21,23.7,2019-02-12
C316I,2019-20,ARURE,STA. CRUZ DE TENERIFE,916,152,152,70,0,0,0,48,0,64,50,32,13,17,0,7.3,5.4,2020-01-22,27.2,2020-03-04
C316I,2020-21,ARURE,STA. CRUZ DE TENERIFE,916,151,151,82,1,0,0,49,0,42,29,46,19,56,0,7.2,4.7,2021-02-05,28.0,2020-11-01
