indicativo,temporada,nombre,provincia,altitud,dias_tmin,dias_tmax,noches_calefaccion,noches_frias,heladas,heladas_fuertes,calefaccion_nucleo,heladas_nucleo,dias_terraza,dias_terraza_20,dias_lluvia,racha_terraza,racha_sin_terraza,racha_heladas,tmin_p05,tmin_min,tmin_min_fecha,tmax_max,tmax_max_fecha
C316I,2021-22,ARURE,STA. CRUZ DE TENERIFE,916,151,151,77,0,0,0,42,0,37,18,43,12,42,0,7.5,5.7,2022-03-15,26.6,2021-11-01
C316I,2022-23,ARURE,STA. CRUZ DE TENERIFE,916,151,151,60,0,0,0,50,0,64,42,41,17,47,0,7.4,6.5,2023-02-02,30.9,2023-03-30
C316I,2023-24,ARURE,STA. CRUZ DE TENERIFE,916,152,152,34,0,0,0,15,0,88,65,22,17,20,0,8.8,7.7,2024-03-27,29.3,2023-11-15
C316I,2024-25,ARURE,STA. CRUZ DE TENERIFE,916,151,151,82,0,0,0,54,0,50,35,43,10,33,0,8.1,7.2,2025-03-03,28.4,2024-11-09
C316I,2025-26,ARURE,STA. CRUZ DE TENERIFE,916,151,151,92,0,0,0,60,0,38,24,53,9,50,0,7.2,6.1,2026-03-19,31.6,2025-11-03
C317B,2017-18,AGULO,STA. CRUZ DE TENERIFE,765,151,151,53,0,0,0,43,0,58,31,34,13,21,0,8.4,7.3,2018-02-08,30.5,2017-11-12
C317B,2018-19,AGULO,STA. CRUZ DE TENERIFE,765,151,151,39,0,0,0,29,0,64,38,30,14,20,0,9.0,7.3,2019-02-21,26.4,2019-02-12
C317B,2019-20,AGULO,STA. CRUZ DE TENERIFE,765,151,151,27,0,0,0,18,0,72,49,29,11,17,0,8.8,7.0,2020-01-22,29.0,2020-02-25
C317B,2020-21,AGULO,STA. CRUZ DE TENERIFE,765,149,149,48,0,0,0,33,0,63,38,44,8,14,0,8.3,6.2,2021-02-05,30.4,2020-11-01
C317B,2021-22,AGULO,STA. CRUZ DE TENERIFE,765,151,151,44,0,0,0,23,0,70,37,29,19,15,0,8.5,6.5,2022-01-28,26.7,2022-01-01
C317B,2022-23,AGULO,STA. CRUZ DE TENERIFE,765,151,151,29,0,0,0,29,0,93,66,32,19,18,0,8.5,6.7,2023-02-02,32.0,2023-03-31
C317B,2023-24,AGULO,STA. CRUZ DE TENERIFE,765,152,152,7,0,0,0,1,0,115,87,18,25,10,0,10.1,9.1,2024-03-27,29.7,2023-11-15
C317B,2024-25,AGULO,STA. CRUZ DE TENERIFE,765,151,151,31,0,0,0,16,0,94,62,41,38,8,0,9.1,8.0,2025-03-05,30.9,2024-11-09
C317B,2025-26,AGULO,STA. CRUZ DE TENERIFE,765,146,146,58,0,0,0,36,0,44,29,40,12,34,0,8.5,7.2,2026-03-19,34.0,2025-11-03
C319W,2017-18,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,151,151,2,0,0,0,2,0,148,141,14,99,1,0,11.6,9.6,2018-02-14,28.8,2017-11-12
C319W,2018-19,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,151,151,1,0,0,0,1,0,150,149,11,144,1,0,11.1,9.8,2019-01-15,28.6,2019-02-13
C319W,2019-20,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,152,152,0,0,0,0,0,0,152,150,5,152,0,0,11.1,10.5,2020-01-17,30.0,2019-11-02
C319W,2020-21,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,150,150,0,0,0,0,0,0,149,144,17,55,1,0,11.9,10.2,2021-01-18,33.2,2020-11-18
C319W,2021-22,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,151,151,0,0,0,0,0,0,151,146,18,151,0,0,11.9,11.0,2022-02-22,28.0,2021-11-01
C319W,2022-23,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,151,151,0,0,0,0,0,0,150,149,8,101,1,0,12.2,10.7,2023-02-08,33.5,2023-03-29
C319W,2023-24,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,152,152,0,0,0,0,0,0,152,152,7,152,0,0,13.3,11.8,2023-12-25,33.1,2023-11-15
C319W,2024-25,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,151,151,0,0,0,0,0,0,151,151,16,151,0,0,12.1,10.7,2025-03-03,31.4,2024-11-10
C319W,2025-26,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,151,151,0,0,0,0,0,0,151,144,18,151,0,0,12.3,10.8,2026-02-18,30.3,2025-11-04
C328W,2017-18,HERMIGUA,STA. CRUZ DE TENERIFE,252,151,151,5,0,0,0,5,0,105,62,23,41,19,0,10.2,8.6,2017-12-25,29.7,2017-11-27
C328W,2018-19,HERMIGUA,STA. CRUZ DE TENERIFE,252,151,151,14,0,0,0,13,0,124,69,18,70,8,0,9.3,8.2,2019-02-09,28.4,2019-02-13
C328W,2019-20,HERMIGUA,STA. CRUZ DE TENERIFE,252,152,152,6,0,0,0,6,0,138,76,18,34,3,0,10.4,9.3,2020-01-04,29.5,2020-02-24
C328W,2020-21,HERMIGUA,STA. CRUZ DE TENERIFE,252,151,151,5,0,0,0,5,0,123,53,38,34,8,0,11.0,8.7,2021-02-20,30.0,2020-11-17
C328W,2021-22,HERMIGUA,STA. CRUZ DE TENERIFE,252,151,151,3,0,0,0,2,0,136,71,25,39,4,0,10.8,9.5,2022-03-11,28.4,2021-12-30
C328W,2022-23,HERMIGUA,STA. CRUZ DE TENERIFE,252,151,151,0,0,0,0,0,0,140,100,25,79,3,0,11.2,10.3,2023-02-06,28.5,2023-03-29
C328W,2023-24,HERMIGUA,STA. CRUZ DE TENERIFE,252,152,152,0,0,0,0,0,0,151,129,14,121,1,0,11.8,10.3,2023-12-27,31.0,2023-11-15
C328W,2024-25,HERMIGUA,STA. CRUZ DE TENERIFE,252,151,151,0,0,0,0,0,0,144,94,23,51,1,0,10.7,10.0,2025-01-20,32.3,2024-11-10
C328W,2025-26,HERMIGUA,STA. CRUZ DE TENERIFE,252,151,151,4,0,0,0,3,0,120,47,39,42,10,0,10.7,9.2,2026-02-18,31.8,2025-11-04
C329B,2017-18,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,150,151,0,0,0,0,0,0,148,127,14,99,1,0,13.4,12.6,2018-02-06,28.9,2017-11-11
C329B,2018-19,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,151,151,0,0,0,0,0,0,150,136,9,144,1,0,13.6,13.0,2019-02-09,29.1,2019-02-12
C329B,2019-20,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,146,146,0,0,0,0,0,0,146,137,4,146,0,0,14.0,12.5,2020-01-22,29.3,2020-03-08
C329B,2020-21,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,151,151,0,0,0,0,0,0,149,131,14,69,1,0,13.4,10.8,2021-02-05,30.7,2020-11-01
C329B,2021-22,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,151,151,0,0,0,0,0,0,151,141,17,151,0,0,13.7,11.8,2022-03-15,27.5,2022-02-07
C329B,2022-23,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,151,151,0,0,0,0,0,0,150,138,7,101,1,0,13.8,12.2,2023-02-10,35.9,2023-03-30
C329B,2023-24,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,152,152,0,0,0,0,0,0,152,152,9,152,0,0,15.4,14.1,2024-03-23,32.6,2023-11-15
C329B,2024-25,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,151,151,0,0,0,0,0,0,151,146,12,151,0,0,14.0,13.1,2025-03-03,32.3,2024-11-10
C329B,2025-26,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219,151,151,0,0,0,0,0,0,148,127,18,74,1,0,13.4,11.4,2026-03-19,31.2,2025-11-03
C329Z,2017-18,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,150,150,0,0,0,0,0,0,148,127,14,96,1,0,14.2,12.7,2018-02-24,28.2,2017-11-12
C329Z,2018-19,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,151,151,0,0,0,0,0,0,151,145,8,151,0,0,14.2,12.6,2019-02-09,29.0,2018-12-07
C329Z,2019-20,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,152,152,0,0,0,0,0,0,152,150,6,152,0,0,14.7,13.3,2020-01-22,30.0,2019-11-02
C329Z,2020-21,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,150,150,0,0,0,0,0,0,149,143,20,54,1,0,14.2,12.1,2021-02-05,30.2,2020-11-17
C329Z,2021-22,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,151,151,0,0,0,0,0,0,151,147,15,151,0,0,14.4,13.3,2022-02-22,27.1,2022-02-07
C329Z,2022-23,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,151,150,0,0,0,0,0,0,150,146,9,112,0,0,14.3,13.1,2023-02-11,34.9,2023-03-30
C329Z,2024-25,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,151,151,0,0,0,0,0,0,151,149,16,151,0,0,15.0,13.6,2025-03-03,32.4,2024-11-10
C329Z,2025-26,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,150,150,0,0,0,0,0,0,150,136,19,142,0,0,14.4,13.6,2026-02-21,30.1,2026-02-22
C406G,2017-18,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,147,147,147,115,33,12,90,32,19,4,12,5,58,10,-3.7,-5.9,2018-02-22,21.3,2017-11-01
C406G,2018-19,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,151,151,151,140,55,7,90,38,29,5,5,5,37,10,-2.9,-4.9,2019-01-17,21.7,2018-11-04
C406G,2019-20,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,152,152,148,111,28,8,91,15,29,9,3,7,24,7,-3.1,-8.5,2020-01-22,23.5,2020-03-02
C406G,2020-21,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,133,133,128,109,36,3,74,24,19,2,15,6,41,7,-2.6,-4.7,2021-01-12,20.5,2020-11-10
C406G,2021-22,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,151,151,151,135,47,13,90,32,11,3,14,6,117,7,-4.0,-4.7,2022-01-28,22.2,2021-11-03
C406G,2022-23,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,139,139,137,109,43,13,80,42,26,8,5,11,71,25,-3.8,-6.8,2023-02-09,21.5,2023-03-31
C406G,2023-24,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,152,152,145,90,16,3,87,9,54,19,6,12,21,6,-1.2,-3.8,2023-12-23,24.3,2024-03-14
C406G,2024-25,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,133,133,130,92,24,3,72,14,27,3,11,9,27,8,-2.2,-5.7,2025-03-05,20.2,2024-11-01
C406G,2025-26,"LA OROTAVA, CAÑADAS TEIDE",STA. CRUZ DE TENERIFE,2150,142,142,139,116,28,0,81,17,24,5,10,9,44,4,-1.5,-2.8,2026-03-19,22.4,2025-11-03
C419L,2018-19,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,151,151,0,0,0,0,0,0,147,108,6,83,2,0,11.4,10.1,2019-02-09,28.1,2019-02-11
C419L,2019-20,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,135,135,0,0,0,0,0,0,133,109,6,65,1,0,11.7,10.9,2020-01-22,29.1,2020-02-24
C419L,2020-21,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,151,151,1,0,0,0,1,0,146,101,16,69,1,0,11.3,9.9,2021-02-05,30.6,2020-11-01
C419L,2021-22,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,143,143,2,0,0,0,0,0,138,109,17,48,1,0,11.4,9.2,2022-03-15,27.5,2021-12-30
C419L,2022-23,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,150,150,0,0,0,0,0,0,143,113,9,49,2,0,11.1,10.3,2023-02-16,32.3,2023-03-30
C419L,2023-24,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,152,152,0,0,0,0,0,0,152,141,7,152,0,0,12.8,11.9,2024-03-24,31.0,2023-11-15
C419L,2024-25,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,150,151,0,0,0,0,0,0,148,112,12,121,2,0,12.1,11.0,2025-03-05,30.6,2024-11-20
C419L,2025-26,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,150,150,0,0,0,0,0,0,134,80,17,42,4,0,11.1,10.4,2025-12-13,33.7,2025-11-04
C419X,2017-18,ADEJE,STA. CRUZ DE TENERIFE,130,151,151,0,0,0,0,0,0,150,143,5,114,1,0,12.1,10.6,2018-02-14,30.0,2017-11-27
C419X,2018-19,ADEJE,STA. CRUZ DE TENERIFE,130,151,151,0,0,0,0,0,0,151,149,7,151,0,0,12.1,10.9,2019-01-15,29.9,2018-12-06
C419X,2019-20,ADEJE,STA. CRUZ DE TENERIFE,130,150,150,0,0,0,0,0,0,150,148,2,78,0,0,13.0,11.4,2020-01-19,31.5,2020-02-24
C419X,2020-21,ADEJE,STA. CRUZ DE TENERIFE,130,151,151,0,0,0,0,0,0,151,147,13,151,0,0,12.9,11.9,2021-03-23,33.1,2020-11-17
C419X,2021-22,ADEJE,STA. CRUZ DE TENERIFE,130,151,151,0,0,0,0,0,0,151,150,15,151,0,0,13.2,12.2,2022-02-23,29.3,2021-12-30
C419X,2022-23,ADEJE,STA. CRUZ DE TENERIFE,130,151,151,0,0,0,0,0,0,151,151,9,151,0,0,12.8,11.8,2023-02-08,32.3,2022-11-14
C419X,2023-24,ADEJE,STA. CRUZ DE TENERIFE,130,152,152,0,0,0,0,0,0,152,152,5,152,0,0,13.8,12.9,2023-12-27,34.2,2023-11-15
C419X,2024-25,ADEJE,STA. CRUZ DE TENERIFE,130,150,151,0,0,0,0,0,0,151,151,9,151,0,0,13.2,11.9,2025-02-10,34.6,2024-11-10
C419X,2025-26,ADEJE,STA. CRUZ DE TENERIFE,130,150,151,1,0,0,0,1,0,151,145,9,151,0,0,12.9,8.6,2025-12-13,32.9,2025-11-04
C428T,2017-18,ARICO,STA. CRUZ DE TENERIFE,418,151,151,6,0,0,0,5,0,125,75,3,32,3,0,10.0,9.3,2018-02-08,29.1,2018-03-09
C428T,2018-19,ARICO,STA. CRUZ DE TENERIFE,418,151,151,2,0,0,0,2,0,134,81,10,57,5,0,10.6,9.6,2019-02-19,28.5,2019-02-11
C428T,2019-20,ARICO,STA. CRUZ DE TENERIFE,418,152,152,1,0,0,0,1,0,144,98,9,50,2,0,11.2,9.6,2020-01-22,28.2,2020-02-25
C428T,2020-21,ARICO,STA. CRUZ DE TENERIFE,418,151,151,0,0,0,0,0,0,132,71,16,42,5,0,10.6,10.1,2021-02-05,31.8,2020-11-17
C428T,2021-22,ARICO,STA. CRUZ DE TENERIFE,418,150,150,0,0,0,0,0,0,143,81,19,35,2,0,10.8,10.2,2022-03-15,28.5,2022-01-01
C428T,2022-23,ARICO,STA. CRUZ DE TENERIFE,418,151,151,0,0,0,0,0,0,139,101,16,55,4,0,10.4,10.0,2022-12-26,33.4,2023-03-30
C428T,2023-24,ARICO,STA. CRUZ DE TENERIFE,418,152,152,0,0,0,0,0,0,150,132,9,100,1,0,12.3,10.7,2024-03-23,33.0,2023-11-15
C428T,2024-25,ARICO,STA. CRUZ DE TENERIFE,418,151,151,0,0,0,0,0,0,144,96,11,94,3,0,11.2,10.7,2025-03-03,34.5,2024-11-09
C428T,2025-26,ARICO,STA. CRUZ DE TENERIFE,418,151,151,1,0,0,0,1,0,134,88,16,42,5,0,10.6,9.5,2025-12-13,32.9,2025-11-04
C429I,2017-18,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,150,149,0,0,0,0,0,0,148,148,3,75,1,0,12.4,10.8,2018-01-30,30.6,2018-03-28
C429I,2018-19,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,151,151,0,0,0,0,0,0,151,149,4,151,0,0,13.0,12.0,2019-02-10,29.8,2018-12-06
C429I,2019-20,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,151,151,0,0,0,0,0,0,151,151,1,119,0,0,12.7,10.7,2020-01-22,31.9,2020-02-24
C429I,2020-21,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,150,151,0,0,0,0,0,0,151,146,12,151,0,0,12.7,11.4,2021-02-06,33.1,2020-11-01
C429I,2021-22,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,151,151,0,0,0,0,0,0,151,151,12,151,0,0,12.9,10.8,2021-12-18,29.1,2022-01-01
C429I,2022-23,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,151,151,0,0,0,0,0,0,151,149,10,151,0,0,12.9,11.1,2023-02-01,37.7,2023-03-30
C429I,2023-24,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,152,152,0,0,0,0,0,0,152,152,6,152,0,0,14.4,13.0,2023-12-27,33.7,2023-11-15
C429I,2024-25,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,150,150,0,0,0,0,0,0,150,149,7,104,0,0,12.4,10.3,2025-02-10,33.6,2024-11-10
C429I,2025-26,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,151,151,0,0,0,0,0,0,151,151,11,151,0,0,13.8,12.2,2026-02-08,31.7,2025-11-03
C430E,2017-18,IZAÑA,SANTA CRUZ DE TENERIFE,2369,151,151,151,115,44,16,90,41,0,0,24,0,151,17,-3.8,-6.3,2018-01-30,17.0,2017-11-01
C430E,2018-19,IZAÑA,SANTA CRUZ DE TENERIFE,2369,151,151,151,121,31,1,90,11,0,0,17,0,151,8,-1.8,-3.5,2018-11-23,16.3,2018-11-07
C430E,2019-20,IZAÑA,SANTA CRUZ DE TENERIFE,2369,152,152,150,107,30,5,91,15,2,0,11,1,122,11,-2.6,-5.2,2020-01-22,18.2,2020-03-02
C430E,2020-21,IZAÑA,SANTA CRUZ DE TENERIFE,2369,151,151,150,111,38,12,90,26,1,0,20,1,141,8,-4.2,-6.2,2021-01-13,19.0,2020-11-10
C430E,2021-22,IZAÑA,SANTA CRUZ DE TENERIFE,2369,151,151,150,129,44,8,90,27,0,0,20,0,151,7,-3.0,-5.1,2022-03-16,17.5,2021-11-01
C430E,2022-23,IZAÑA,SANTA CRUZ DE TENERIFE,2369,151,151,149,82,40,12,90,40,2,0,13,1,134,19,-3.6,-4.8,2023-02-17,18.9,2023-03-15
C430E,2023-24,IZAÑA,SANTA CRUZ DE TENERIFE,2369,152,152,147,70,24,1,89,9,4,1,16,1,69,7,-1.7,-3.7,2024-03-03,20.2,2024-03-14
C430E,2024-25,IZAÑA,SANTA CRUZ DE TENERIFE,2369,151,151,146,104,29,2,89,18,1,0,15,1,104,7,-1.6,-3.8,2025-03-05,18.1,2024-12-17
C430E,2025-26,IZAÑA,SANTA CRUZ DE TENERIFE,2369,149,149,145,111,46,6,90,29,3,1,30,3,141,7,-2.9,-5.6,2026-03-03,20.7,2025-11-02
C438N,2017-18,CANDELARIA,STA. CRUZ DE TENERIFE,463,151,151,26,0,0,0,20,0,96,58,17,32,12,0,9.2,8.0,2018-03-23,25.7,2018-03-28
C438N,2018-19,CANDELARIA,STA. CRUZ DE TENERIFE,463,151,151,20,0,0,0,16,0,112,58,12,36,7,0,9.3,8.5,2019-01-10,26.3,2019-02-13
C438N,2019-20,CANDELARIA,STA. CRUZ DE TENERIFE,463,152,152,9,0,0,0,8,0,127,70,10,54,7,0,9.9,8.6,2020-01-22,27.4,2019-11-02
C438N,2020-21,CANDELARIA,STA. CRUZ DE TENERIFE,463,151,151,17,0,0,0,11,0,113,58,17,25,13,0,9.1,8.1,2021-02-05,30.2,2020-11-17
C438N,2021-22,CANDELARIA,STA. CRUZ DE TENERIFE,463,151,151,10,0,0,0,3,0,121,52,23,17,3,0,9.8,8.6,2022-03-15,25.8,2022-01-02
C438N,2022-23,CANDELARIA,STA. CRUZ DE TENERIFE,463,151,151,7,0,0,0,7,0,122,80,16,46,10,0,10.0,8.7,2023-02-10,31.2,2023-03-30
C438N,2023-24,CANDELARIA,STA. CRUZ DE TENERIFE,463,152,152,0,0,0,0,0,0,147,103,16,79,1,0,11.4,10.1,2024-03-12,30.1,2023-11-15
C438N,2024-25,CANDELARIA,STA. CRUZ DE TENERIFE,463,151,150,5,0,0,0,3,0,127,60,11,46,4,0,10.1,9.4,2025-03-05,32.5,2024-11-09
C438N,2025-26,CANDELARIA,STA. CRUZ DE TENERIFE,463,151,151,18,0,0,0,12,0,107,54,28,21,7,0,9.6,8.4,2026-02-21,31.2,2025-11-04
C439J,2017-18,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,151,151,1,0,0,0,1,0,148,117,11,89,1,0,11.2,9.7,2018-01-30,26.4,2017-11-08
C439J,2018-19,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,151,151,0,0,0,0,0,0,150,125,9,144,1,0,11.5,10.0,2019-01-13,28.6,2019-02-13
C439J,2019-20,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,152,152,0,0,0,0,0,0,152,138,6,152,0,0,11.6,10.5,2020-01-22,28.3,2020-02-23
C439J,2020-21,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,151,151,0,0,0,0,0,0,148,130,13,69,1,0,11.4,10.8,2021-01-10,32.5,2020-11-17
C439J,2021-22,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,151,151,0,0,0,0,0,0,151,142,12,151,0,0,11.5,10.9,2021-12-18,26.8,2021-12-30
C439J,2022-23,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,151,151,0,0,0,0,0,0,150,133,13,100,1,0,11.4,10.3,2023-02-08,31.9,2023-03-29
C439J,2023-24,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,152,152,0,0,0,0,0,0,152,150,12,152,0,0,13.1,12.0,2024-03-27,30.6,2023-11-15
C439J,2024-25,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,151,151,0,0,0,0,0,0,151,146,9,151,0,0,12.1,10.5,2025-02-10,32.9,2024-11-09
C439J,2025-26,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,147,147,0,0,0,0,0,0,147,123,15,105,0,0,11.7,11.2,2026-01-13,29.7,2025-11-04
C446G,2017-18,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,151,151,90,0,0,0,70,0,57,40,53,24,21,0,6.5,5.2,2018-02-08,28.7,2017-11-12
C446G,2018-19,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,151,151,97,1,0,0,63,0,67,42,47,9,20,0,7.2,4.8,2019-02-09,26.4,2019-03-16
C446G,2019-20,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,152,152,71,0,0,0,50,0,77,53,54,15,15,0,7.1,5.8,2020-01-22,29.8,2020-03-12
C446G,2020-21,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,151,151,93,1,0,0,61,0,64,38,56,15,16,0,6.3,4.0,2021-02-05,29.0,2020-11-17
C446G,2021-22,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,151,151,96,0,0,0,59,0,54,30,60,13,37,0,7.1,5.0,2022-02-22,25.4,2022-01-01
C446G,2022-23,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,150,150,65,0,0,0,54,0,82,61,46,17,17,0,7.2,5.4,2023-02-16,31.6,2023-03-12
C446G,2023-24,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,152,152,46,0,0,0,22,0,98,79,37,18,17,0,8.3,7.1,2023-12-25,31.5,2023-11-15
C446G,2024-25,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,150,150,93,0,0,0,63,0,87,65,48,22,8,0,7.4,6.4,2025-02-14,33.1,2024-11-09
C446G,2025-26,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,150,150,85,0,0,0,55,0,44,33,78,9,20,0,6.8,5.7,2026-03-03,35.0,2025-11-04
C447A,2017-18,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,151,151,43,0,0,0,33,0,62,37,36,32,24,0,8.0,6.3,2018-02-24,27.3,2017-11-12
C447A,2018-19,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,149,150,38,0,0,0,28,0,65,24,32,7,17,0,8.6,7.4,2019-03-26,24.6,2019-02-13
C447A,2019-20,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,152,152,27,0,0,0,19,0,85,44,33,13,14,0,9.1,6.4,2020-01-24,29.0,2019-11-02
C447A,2020-21,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,151,151,35,1,0,0,28,0,64,32,37,20,21,0,8.2,4.6,2021-02-05,28.9,2020-11-17
C447A,2021-22,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,151,151,28,1,0,0,18,0,55,23,43,10,38,0,8.3,4.6,2022-02-23,24.8,2022-01-01
C447A,2022-23,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,151,151,25,0,0,0,24,0,90,54,41,18,27,0,8.2,5.3,2023-02-25,29.7,2023-03-29
C447A,2023-24,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,151,151,3,0,0,0,1,0,110,71,26,29,7,0,10.6,9.4,2024-03-24,29.8,2023-11-15
C447A,2024-25,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,150,151,30,0,0,0,20,0,74,36,35,38,9,0,8.7,6.8,2025-03-05,30.8,2024-11-09
C447A,2025-26,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,150,150,44,1,0,0,27,0,52,28,52,19,24,0,8.0,4.5,2026-02-21,33.0,2025-11-04
C449C,2017-18,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36,151,151,0,0,0,0,0,0,149,132,26,89,1,0,13.7,12.8,2018-01-30,27.1,2017-11-08
C449C,2018-19,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36,151,151,0,0,0,0,0,0,151,148,15,151,0,0,14.5,13.7,2019-02-10,27.6,2019-02-13
C449C,2019-20,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36,152,152,0,0,0,0,0,0,152,149,13,152,0,0,14.7,13.4,2020-01-22,30.4,2019-11-02
C449C,2020-21,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36,151,151,0,0,0,0,0,0,150,139,26,96,1,0,14.2,11.8,2021-02-05,32.5,2020-11-17
