idema,nombre,provincia,altitud,lat,lon,noches,h20_mediana,h20_peor,h20_mejor,h18_mediana,h18_peor,noches_sin_alivio,cruce_20_tipico,nunca_cruza
4300Y,ALMADÉN,CIUDAD REAL,535,38.775277777777774,-4.845277777777778,23,0,0,6,0,0,12,6,12
4325Y,CASTUERA,BADAJOZ,459,38.74194444444444,-5.529166666666667,23,0,0,6,0,0,15,5,15
4339X,CAÑAMERO,CACERES,590,39.314166666666665,-5.368888888888889,22,0.0,0,9,0.0,0,14,5,14
4347X,ZORITA,CACERES,413,39.282777777777774,-5.710277777777778,23,0,0,4,0,0,16,5,16
4411C,ALCUESCAR,CACERES,467,39.1975,-6.231111111111111,23,0,0,9,0,0,13,5,13
4575X,VALVERDE DEL CAMINO,HUELVA,280,37.57527777777778,-6.767777777777778,23,0,0,6,0,0,14,6,14
4584X,EL CERRO DE ANDÉVALO,HUELVA,270,37.73166666666667,-6.942222222222222,23,0,0,5,0,0,14,6,14
4622X,VILLARRASA,HUELVA,145,37.450833333333335,-6.636666666666666,22,0.0,0,8,0.0,0,12,5,12
5270B,JAÉN,JAEN,580,37.777499999999996,-3.8091666666666666,23,0,0,5,0,0,17,5,17
5279X,LINARES,JAEN,515,38.151111111111106,-3.6294444444444447,21,0,0,4,0,0,13,6,13
5281X,BAILÉN,JAEN,345,38.09305555555556,-3.7824999999999998,22,0.0,0,5,0.0,0,16,5,16
5427X,DOÑA MENCÍA,CORDOBA,650,37.55611111111111,-4.353888888888888,23,0,0,6,0,0,14,5,14
5598X,BENAMEJÍ,CORDOBA,465,37.23083333333334,-4.547777777777777,19,0,0,6,0,0,11,4,11
5612X,LORA DE ESTEPA,SEVILLA,450,37.27027777777778,-4.826944444444444,23,0,0,5,0,0,18,4,18
5656,FUENTES DE ANDALUCÍA,SEVILLA,165,37.49722222222222,-5.433055555555556,22,0.0,0,6,0.0,0,14,5,14
5783,SEVILLA AEROPUERTO,SEVILLA,34,37.416666666666664,-5.879166666666667,22,0.0,0,5,0.0,0,19,6,19
5790Y,"SEVILLA, TABLADA",SEVILLA,9,37.36416666666667,-6.005833333333333,22,0.0,0,7,0.0,0,13,4,13
5796,MORÓN DE LA FRONTERA,SEVILLA,87,37.16444444444444,-5.6113888888888885,21,0,0,8,0,0,13,4,13
5891X,LAS CABEZAS DE SAN JUAN,SEVILLA,105,36.95333333333333,-5.846666666666667,23,0,0,8,0,0,12,5,12
5906X,CHIPIONA,CADIZ,10,36.75,-6.400555555555556,21,0,0,7,0,0,12,5,12
5919X,OLVERA,CADIZ,530,36.931666666666665,-5.259444444444444,22,0.0,0,7,0.0,0,16,3,16
5950X,SAN JOSÉ DEL VALLE,CADIZ,105,36.663888888888884,-5.783333333333333,23,0,0,8,0,0,18,6,18
5972X,SAN FERNANDO,CADIZ,28,36.46555555555556,-6.205555555555556,23,0,0,5,0,0,21,4,21
5972Y,SAN FERNANDO,CADIZ,24,36.46277777777778,-6.206388888888889,23,0,0,5,0,0,22,2,22
5973,CÁDIZ,CADIZ,2,36.499722222222225,-6.257777777777778,23,0,0,0,0,0,23,,23
5983X,MEDINA SIDONIA,CADIZ,70,36.40611111111111,-5.920277777777778,22,0.0,0,8,0.0,0,16,1,16
5995B,VEJER DE LA FRONTERA,CADIZ,183,36.24527777777778,-5.965277777777778,23,0,0,9,0,0,17,5,17
5998X,OSUNA,SEVILLA,255,37.24333333333333,-5.1125,23,0,0,3,0,0,21,6,21
6000A,MELILLA,MELILLA,52,35.27638888888889,-2.956388888888889,23,0,0,3,0,0,20,6,20
6001,TARIFA,CADIZ,45,36.01444444444444,-5.597222222222222,23,0,0,8,0,0,19,0,19
6056X,SAN ROQUE,CADIZ,1,36.27305555555555,-5.2844444444444445,23,0,0,7,0,0,14,3,14
6057X,MANILVA,MALAGA,140,36.37833333333333,-5.26,22,0.0,0,8,0.0,0,15,3,15
6076X,"MARBELLA, PUERTO",MALAGA,2,36.48444444444444,-4.953055555555555,17,0,0,9,0,0,16,23,16
6083X,MARBELLA,MALAGA,2,36.483333333333334,-4.740277777777778,20,0.0,0,5,0.0,0,19,23,19
6088X,TORREMOLINOS,MALAGA,85,36.620555555555555,-4.515,19,0,0,9,0,0,17,14,17
6106X,ANTEQUERA,MALAGA,408,37.029444444444444,-4.748333333333333,23,0,0,7,0,0,12,6,12
6127X,ÁLORA,MALAGA,172,36.85472222222222,-4.696666666666667,17,0,0,7,0,0,10,3,10
6143X,COÍN,MALAGA,230,36.657777777777774,-4.760833333333333,19,0,0,6,0,0,10,4,10
6155A,MÁLAGA AEROPUERTO,MALAGA,7,36.66611111111111,-4.482222222222222,18,0.0,0,9,0.0,0,17,23,17
6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,36.717777777777776,-4.4816666666666665,23,0,0,7,0,0,20,3,20
6175X,RINCÓN DE LA VICTORIA,MALAGA,7,36.715,-4.286111111111111,22,0.0,0,8,0.0,0,21,0,21
6199X,VÉLEZ-MÁLAGA,MALAGA,41,36.76861111111111,-4.093611111111111,23,0,0,5,0,0,19,5,19
6201X,ALGARROBO,MALAGA,35,36.755833333333335,-4.043888888888889,23,0,0,9,0,0,17,4,17
6205X,TORROX,MALAGA,3,36.72638888888889,-3.957222222222222,23,0,0,8,0,0,21,14,21
6213X,NERJA,MALAGA,169,36.76277777777778,-3.845277777777778,21,0,0,0,0,0,21,,21
6268Y,"MOTRIL, PUERTO",GRANADA,3,36.723888888888894,-3.529166666666667,23,0,0,9,0,0,20,7,20
6272X,CASTELL DE FERRO,GRANADA,235,36.73416666666667,-3.38,23,0,0,4,0,0,19,5,19
6277C,ADRA,ALMERIA,26,36.74805555555556,-3.0308333333333333,23,0,0,9,0,0,22,23,22
6291B,EL EJIDO,ALMERIA,98,36.77472222222222,-2.813055555555555,17,0,0,4,0,0,16,4,16
6293X,ROQUETAS DE MAR,ALMERIA,3,36.68694444444444,-2.7016666666666667,23,0,0,9,0,0,16,7,16
6325O,ALMERÍA AEROPUERTO,ALMERIA,21,36.84638888888889,-2.3569444444444447,17,0,0,4,0,0,16,2,16
6329X,CABO DE GATA,ALMERIA,42,36.721944444444446,-2.1930555555555555,23,0,0,0,0,0,23,,23
6332Y,CARBONERAS,ALMERIA,222,36.94222222222222,-1.9069444444444443,16,0.0,0,0,0.0,0,16,,16
7002Y,ÁGUILAS,MURCIA,32,37.41722222222222,-1.5869444444444445,23,0,0,4,0,0,19,5,19
7007Y,MAZARRÓN,MURCIA,66,37.588055555555556,-1.2305555555555556,23,0,0,6,0,0,18,6,18
7012D,"CARTAGENA, TENTEGORRA",MURCIA,56,37.60444444444445,-1.0233333333333332,23,0,0,8,0,0,12,3,12
7012X,TENTENGORRA,MURCIA,2,37.60138888888889,-0.9902777777777777,23,0,0,3,0,0,19,6,19
7019X,CARTAGENA/SALINAS CABO PALOS,MURCIA,2,37.63583333333333,-0.7155555555555555,22,0.0,0,5,0.0,0,18,3,18
7023X,FUENTE ÁLAMO DE MURCIA,MURCIA,140,37.72638888888889,-1.1672222222222224,23,0,0,6,0,0,14,3,14
7026X,TORRE-PACHECO,MURCIA,50,37.73888888888889,-0.9675,23,0,0,7,0,0,13,2,13
7031X,SAN JAVIER AEROPUERTO,MURCIA,4,37.77833333333333,-0.8058333333333334,15,0,0,7,0,0,10,3,10
7178I,MURCIA,MURCIA,62,38.00194444444445,-1.1708333333333334,23,0,0,5,0,0,14,5,14
8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,38.282777777777774,-0.5708333333333333,18,0.0,0,4,0.0,0,15,5,15
8025,ALACANT/ALICANTE,ALICANTE,81,38.3725,-0.49416666666666664,14,0.0,0,3,0.0,0,13,5,13
8036Y,BENIDORM,ALICANTE,36,38.54361111111111,-0.13777777777777778,23,0,0,7,0,0,14,1,14
8057C,PEGO,ALICANTE,60,38.84666666666667,-0.11833333333333333,22,0.0,0,7,0.0,0,15,5,15
8058Y,MIRAMAR,VALENCIA,12,38.95027777777778,-0.13777777777777778,22,0.0,0,5,0.0,0,16,4,16
8416,VALÈNCIA,VALENCIA,13,39.480555555555554,-0.3663888888888889,23,0,0,9,0,0,16,5,16
8500A,CASTELLÓ - ALMASSORA,CASTELLON,43,39.95722222222223,-0.07194444444444445,23,0,0,9,0,0,12,4,12
8503Y,TORREBLANCA,CASTELLON,35,40.21138888888889,0.18361111111111109,23,0,0,9,0,0,13,4,13
9987P,SANT JAUME D'ENVEJA,TARRAGONA,1,40.69916666666666,0.8097222222222222,23,0,0,7,0,0,12,4,12
B051A,"SÓLLER, PUERTO",BALEARES,5,39.79555555555555,2.691388888888889,23,0,0,4,0,0,17,5,17
B087X,BANYALBUFAR,ILLES BALEARS,60,39.689166666666665,2.512777777777778,20,0.0,0,3,0.0,0,18,5,18
B228,"PALMA, PUERTO",BALEARES,3,39.55416666666667,2.625277777777778,23,0,0,3,0,0,20,5,20
B301,"LLUCMAJOR, RADAR",BALEARES,113,39.37972222222222,2.7849999999999997,23,0,0,7,0,0,16,3,16
B398A,"CABRERA, PARQUE NACIONAL DE CABRERA",BALEARES,165,39.135555555555555,2.936666666666667,18,0.0,0,0,0.0,0,18,,18
B410B,SANTANYÍ,BALEARES,45,39.34,3.1458333333333335,20,0.0,0,5,0.0,0,13,3,13
B434X,PORTOCOLOM,ILLES BALEARS,17,39.41444444444444,3.2716666666666665,12,0.0,0,3,0.0,0,9,5,9
B569X,CAPDEPERA,BALEARES,57,39.71666666666667,3.4780555555555557,23,0,0,0,0,0,23,,23
B603X,ARTÀ-COLÒNIA DE SANT PERE,BALEARES,99,39.723055555555554,3.278611111111111,22,0.0,0,6,0.0,0,13,3,13
B800X,"LA MOLA, MAÓ",ILLES BALEARS,78,39.876111111111115,4.323888888888889,15,0,0,8,0,0,10,3,10
B825B,ES MERCADAL,BALEARES,80,39.99055555555556,4.086388888888888,22,0.0,0,9,0.0,0,14,2,14
B954,"IBIZA, AEROPUERTO",ILLES BALEARS,6,38.87638888888889,1.3844444444444444,19,0,0,9,0,0,11,2,11
B986,FORMENTERA,BALEARES,24,38.69361111111111,1.463611111111111,21,0,0,7,0,0,13,3,13
C019V,YAIZA PLAYA BLANCA,LAS PALMAS,6,28.85888888888889,-13.835,19,0,0,0,0,0,19,,19
C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,28.951944444444443,-13.600277777777777,22,0.0,0,0,0.0,0,22,,22
C038N,HARÍA,LAS PALMAS,277,29.14361111111111,-13.489166666666666,21,0,0,5,0,0,19,4,19
C048W,TINAJO,LAS PALMAS,275,29.0425,-13.680833333333332,20,0.0,0,7,0.0,0,16,4,16
C129V,FUENCALIENTE,STA. CRUZ DE TENERIFE,19,28.455,-17.84111111111111,23,0,0,0,0,0,23,,23
C139E,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33,28.633055555555558,-17.755,23,0,0,0,0,0,23,,23
C229J,PÁJARA,LAS PALMAS,15,28.049166666666668,-14.358055555555556,22,0.0,0,0,0.0,0,22,,22
C239N,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1,28.20861111111111,-14.023055555555556,23,0,0,0,0,0,23,,23
C248E,ANTIGUA,LAS PALMAS,252,28.416944444444447,-14.019166666666667,23,0,0,8,0,0,15,3,15
C249I,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25,28.44472222222222,-13.863055555555555,22,0.0,0,0,0.0,0,22,,22
C258K,LA OLIVA,LAS PALMAS,217,28.6125,-13.931666666666667,23,0,0,3,0,0,20,4,20
C319W,"VALLEHERMOSO, DAMA",STA. CRUZ DE TENERIFE,190,28.054166666666667,-17.30638888888889,22,0.0,0,3,0.0,0,19,7,19
C329Z,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15,28.08972222222222,-17.11138888888889,22,0.0,0,0,0.0,0,22,,22
C419L,LOMO DEL BALO,SANTA CRUZ DE TENERIFE,403,28.206944444444442,-16.791944444444447,23,0,0,9,0,0,14,6,14
C419X,ADEJE,SANTA CRUZ DE TENERIFE,130,28.08138888888889,-16.710555555555555,17,0,0,2,0,0,14,7,14
C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,28.046944444444446,-16.561111111111114,21,0,0,0,0,0,21,,21
C438N,CANDELARIA,SANTA CRUZ DE TENERIFE,463,28.359166666666667,-16.401666666666664,23,0,0,9,0,0,12,6,12
C439J,GÜÍMAR,SANTA CRUZ DE TENERIFE,115,28.31833333333333,-16.38222222222222,22,0.0,0,3,0.0,0,19,6,19
C449C,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36,28.46333333333333,-16.255277777777778,23,0,0,0,0,0,23,,23
C449F,ANAGA,SANTA CRUZ DE TENERIFE,19,28.508055555555554,-16.195555555555554,23,0,0,0,0,0,23,,23
C458A,TACORONTE,STA. CRUZ DE TENERIFE,310,28.49638888888889,-16.42,21,0,0,9,0,0,12,2,12
C614H,TEJEDA,LAS PALMAS,1060,27.995,-15.615833333333333,23,0,0,9,0,0,16,23,16
C619X,AGAETE,LAS PALMAS,5,28.101111111111113,-15.712777777777777,21,0,0,0,0,0,21,,21
C619Y,LA ALDEA DE SAN NICOLÁS,LAS PALMAS,13,28.00111111111111,-15.807500000000001,23,0,0,4,0,0,20,4,20
C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220,27.92666666666667,-15.599722222222223,22,0.0,0,9,0.0,0,14,23,14
C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806,27.856944444444444,-15.645,22,0.0,0,9,0.0,0,16,23,16
C628B,"LA ALDEA DE SAN NICOLÁS, TASARTE",LAS PALMAS,318,27.90888888888889,-15.770000000000001,20,0.0,0,3,0.0,0,18,5,18
C629Q,"MOGÁN, PUERTO RICO",LAS PALMAS,10,27.779999999999998,-15.71111111111111,21,0,0,0,0,0,21,,21
C629X,"MOGÁN, PUERTO",LAS PALMAS,10,27.81638888888889,-15.764166666666666,23,0,0,0,0,0,23,,23
C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960,27.92,-15.574166666666667,23,0,0,9,0,0,16,23,16
C639M,"MASPALOMAS, C. INSULAR TURISMO",LAS PALMAS,45,27.758055555555554,-15.575555555555555,23,0,0,0,0,0,23,,23
C639U,"SAN BARTOLOME TIRAJANA, EL MATORRAL",LAS PALMAS,41,27.8125,-15.453055555555554,23,0,0,0,0,0,23,,23
C648C,AGÜIMES,LAS PALMAS,306,27.9025,-15.453888888888889,22,0.0,0,1,0.0,0,21,7,21
C648N,"TELDE, CENTRO FORESTAL DORAMAS",LAS PALMAS,344,27.9875,-15.457777777777777,14,0.0,0,9,0.0,0,8,4,8
C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,24,27.91777777777778,-15.395277777777777,22,0.0,0,0,0.0,0,22,,22
C649R,"TELDE, MELENARA",LAS PALMAS,9,27.986666666666668,-15.377777777777778,15,0,0,0,0,0,15,,15
C658X,"LAS PALMAS DE GRAN CANARIA, TAFIRA",LAS PALMAS,269,28.078055555555554,-15.453333333333333,22,0.0,0,6,0.0,0,19,6,19
C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,28.113055555555558,-15.421388888888888,23,0,0,0,0,0,23,,23
C668V,AGAETE - SUERTE ALTA,LAS PALMAS,352,28.094444444444445,-15.674999999999999,20,0.0,0,6,0.0,0,13,5,13
C669B,ARUCAS,LAS PALMAS,86,28.141666666666666,-15.506666666666666,17,0,0,0,0,0,17,,17
C689E,MASPALOMAS,LAS PALMAS,6,27.735833333333336,-15.595833333333333,23,0,0,0,0,0,23,,23
C839X,LA GRACIOSA,LAS PALMAS,19,29.22972222222222,-13.510277777777778,23,0,0,0,0,0,23,,23
C919K,TACORON-LAPILLAS-TORTUGA,STA. CRUZ DE TENERIFE,98,27.665277777777778,-18.01861111111111,19,0,0,0,0,0,19,,19
C929I,HIERRO AEROPUERTO,SANTA CRUZ DE TENERIFE,32,27.81888888888889,-17.88888888888889,23,0,0,0,0,0,23,,23
C939T,"FRONTERA, SABINOSA",STA. CRUZ DE TENERIFE,20,27.75638888888889,-18.1075,23,0,0,0,0,0,23,,23
0429X,FIGUERES,GIRONA,45,42.259166666666665,2.960277777777778,18,0.0,0,8,0.0,0,10,1,10
3455X,JARAICEJO,CACERES,559,39.669999999999995,-5.808333333333334,21,0,0,8,0,0,12,5,12
5788X,"TOMARES, ZAUDÍN",SEVILLA,84,37.361666666666665,-6.059722222222222,21,0,0,5,0,0,15,3,15
5996B,BARBATE,CADIZ,4,36.18472222222222,-5.9094444444444445,22,0.0,0,4,0.0,0,20,4,20
6340X,GARRUCHA,ALMERIA,28,37.16916666666666,-1.8286111111111112,21,0,0,7,0,0,13,4,13
B860X,CIUTADELLA,BALEARES,20,39.99277777777778,3.853888888888889,17,0,0,9,0,0,11,1,11
6058I,ESTEPONA,MALAGA,19,36.41694444444444,-5.155,11,0,0,4,0,0,8,7,8
